,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.0503647789144172,0,0.0761017309575443,0.128659916317514,0,0.360580226078692,0,0,0,0,0.00138282919736917,0.100933752749859,0,0,0,0,0,0,0,0,0,0.0846258722113046,0,0.0130572397621098,0,0,0.152467191659728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.147594769430369,0,0,0,0,0,0,0,0.274407783349186,0,0,6.93889390390723e-18,0,0,0.0614105061933746,0.204640166207581,0,0,0.155404593328906,0,0,0,0,-1.38777878078145e-17,0,0,0.0421909734889762,0,0,0.0467462919354821,-0.114065825119033,0,0,0,0,0,0.0996854962928552,0.119285010397579,0,0,0,0,0,3.46944695195361e-18,0,0,0.0136775294618538,0,0,0.00687983151486815,0,0,-0.0415086443384295
X601939.CH.EQUITY,0.309827502035757,0,0,0,0,0,0,0,0,0,0,0,0.262360101338525,0,0,0,0,0.0114153719916877,0,0,0,0,0,0,0,0,-0.032440804796587,0,0,0,0,0,0,0,0,0,0.22089857111295,0,0.0921721531099604,0,0,0,0,0.0995535801872446,0,0,0.0463485697219509,0,0,0,0,0,0
X601288.CH.EQUITY,0.347196452779872,0,0.0266130531463324,0,0,0.489712321285966,0,0,0,0,0.0073509970376618,0,0,0,0.0358115222509281,0,0,0,-0.0256325064335316,0,0.00925856327820969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101058856356637,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.218261136458416,0,0,0,0,0,0.292320673474059,0,0,0,0,0,0,0,0.00587925148062151,0.66120034181426,6.93889390390723e-18,0,0,0.0700659839297785,0,0,0,0,0,0,0.0966212133329115,0,0,0,0,0,0,0,0,-0.21979789037256,0,0,0,0,0,0,0,0,0,-0.0108303052255731
X601988.CH.EQUITY,0,0.0768789171469363,0,0,0,0,0,0,0.151702960341541,0,0,0,0.180987315661216,0,0,0,0,0,0,0.11922063684812,0.133181585476235,0,0,0.26913713038753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.219062230399916,0,0,0.258950121740405,1.38777878078145e-17,0,0.0304879240627079,0,0.180961239726792,0,0,0,0,0,0,0,0,0,0,0.00369118670966692,0,0,0.0934232452664145,0,0,0.103964689828474,0,0,0,0,0,0,0,0.0495161736160653,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0638186233647265,0,0,0,0.437538805315852,0,0,0,0,0,0.167146525462671,0.132257783393626,0,0,0,0,0,0,0.288666250018705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.385834855929983,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117588430239335,0.0964185746492386,0,0,0,0.13536720145776,-0.0201191706524586,0,0,0.0482776166378419,0,0.232065278575381,0,0,0,0,0.118234627364247,-0.0128925804174806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.440317366131412,0,0,0,0,0,0,0.228949859332876,0,0,0,0,0,0,0,0,0,0,0,0,-0.00452715656829063,0,0,0,0.140171365148984,0,-0.0949221832511429,0,0.332471475637525,0,0,0,0,-0.0271427123303572,0,0.861803903270043,0,0,0,0,0,0.298298215694284,0,-0.235342197197307,0,0,0
X601166.CH.EQUITY,0,0,0.0402532567465901,0,0,0,0.343031590839695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460525332359059,0.010660571844136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150785020372203,0,0,0.0221682025681076,-0.0299001613445495,0,0,0.0846282055091341
