,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.521325154745501,0,0,0,0.122299581330565,0,0,0.05098512768644,0.049656952010729,0,0,0.169704698812317,0,0,0,0.0361539269086398,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0253365110988138,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.140375658965173,0.265529886981495,0,0,0,0.0338686646004522,0,0,0,0,0.318946268681457,0.0925843859126236,0,0.0657746271835062,0,0,0,0,0.0449648176394748,0,0,0,-0.0505353165008206,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0696171200660937,0,0,0.00463326514386597,0,0,0,0,0,0,0,0,0.00274646673691249
X601939.CH.EQUITY,0.431721378688974,0,0,0.261967920475491,0.165825802745728,0.0156337411218533,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.212563107441823,0.111571399422762,-0.162371295387486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203120929996187,0.0136954669161687
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.217176370893808,0.10383291362884,0,0.85351805974721,0,0,0,0.0685455681202161,0,0,0,0,-0.139264550687617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581038162829364,0.0238193111424955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.286599501462472,0,0.0870635110383794,0,0,0,0.0761023288343143,0,0,0,0,0,0,0.166453523751857,-0.199465225409136,0,0,0,0,0,0.0398028521845543,0,0,-0.024808829302038,0,0,0.0193652865858706,0,0,0.201127362208934,0,0,0,0,0.387267089451975,0,0,0,0,0,0,0.195669059349637,-0.141026847478895,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.29761821141053,0,0,0,0.152550636606392,0,0,0,0,0,0,0.0360666753598239,0.0941024293052098,0,0,0,0,0,0,0,0.0589714467694201,0,0,0,0,-0.187030789391706,0,0.102532238031169,0,0,0,0,0,0,0,0,0,0.0495599114021599,0,0,0,0,0,0,0,0.080793582451199,-0.0704459415845654,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.102938574462724,-0.0483297694079627,-0.0362889709180783,-0.0137015150380584,0.0984307888768751,0,-0.107001738809348,0,0,0,0,0,0.516779442271636,-0.0425095318794678,0,0.0851265729988526,0,0,0.138091422315005,0,0,0,0,0,0.0284761602371075,0,0,0,0,0.0266769713598793,0,0.242977983897261,0,0,0.097078177079656,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.2341458709303,0,0,0,0,0,0,0,0,0,0,0,0.141190402018871,0,0,0,0.0331206525554077,0,0,0,0,0,0.0352964048206346,0,0.0335088382775243,0,0.0234579768690393,0.285149827360955,0,0,0.176982576712876,0,0,0,0,0,0,0,-0.0556643882519426,-0.225485363252498,0,0.0773187873791073,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0318332838313485,0,0,0,0,0,0,0,0,0.132135666434993,0,0,0,0,0.409305562633623,0,0,0,0,0,0,0.00347040515655057,0,0,0,0,0,0,0,0,0,0,0.0655461686747249,0.18243122370512,0,0,0,0.190279865299743,0,0.07824056223702,0.0490508764540478,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.00558226572464247,0,0.414410085051552,0,0,0,6.93889390390723e-18,0,0,0,0,0.412331739098791,0,0,0,0,0,0,0,0,0,0.054483646182597,0.0493494831825638,0,0,0,0,0,0,0,0,0,0,0.0136717023284768,0,0,0,0,0,0.09249992158225,0,0,0,0.229801729297468,0,0,0.0626687672086412,0,0,0,0,0
X601166.CH.EQUITY,0.0737822615996856,0,0.000683274849050535,0.194312174619716,0,0,0,0,0,0,0,0.36870484316981,-0.021116291584471,0,0,0,0,0,0.00534739783555572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427678496580085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126467090602602,0,0
