,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.039629082826193,0.546649718925758,0,0,3.46944695195361e-18,3.46944695195361e-18,0,0,0.0134056966691365,0.150977500375364,0,0.0875477166735213,0,0,0,0,0,0,0,0,0,0,0,0.0367821076066275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837962339898605,0,0,0,0,0,0,0,-0.0427029353363793,0,0,0,0,0.000302037003048209
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0221506600402986,0,0,0,0,0,0,0,0.0725427621481961,0.281475289976094,0,0,0,0,0,0,0.174644393937275,0,0,0,0,0,0,0.00461455032539857,0,0.0601402235887846,0,0,0,0,0.241563694574257,0,0,0.00678148525386902,0,0,0,0,0,0.0466649495063667,0,0,0,0
X601939.CH.EQUITY,0.153622021446988,0,0,0.609797558193948,0,0.0159907278521766,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13355330667938,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-1.38777878078145e-17,0,0.00727117830611482,0,0.0117985395904659
X601288.CH.EQUITY,0.0484988354935818,0.0433400564775511,0.194862283413175,0,0,0,0,0,0,0.123591042597521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168412880896196,0,0,0.20768494159828,0.116591074474841,0,0,0.0105961531853257,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.067464875721026,0,0.358956427559157,0,0,0,0,0,0,0,0.2092756987581,0,0,-0.0668505873923435,0,0,0,0,0,0,0.100652394404092,0,0,0.318756382783131,0,0,0,-0.172505550150327,0,0,0,0,0,0,0,0,0.216398797371099,0,0,-0.0721379694070352,-0.370889453582173,-0.0380359066951232,0,0,0,-0.252392452099379,0
X601988.CH.EQUITY,0.113100064555,0,0.0130149176930221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584515806399516,0.0340671648109508,0,0,0,0,0.149640652662866,0.0115733865327099,0,0,0,0,0,0,0,0,0.0618219869092134,0,0,0,0,0.00170943343401846,0,0,0,0,0,0.0883541602091888,0,0
X600036.CH.EQUITY,0,0,0,0,-0.0266736452545606,0,0,0,0.0325068694400655,0,0,0,0,0,0,0,-0.0211480598276291,0.0375948959012555,1.73472347597681e-18,0,0,0,0,0,0.757973659995266,-0.00618524339124788,0,0.0329162387751417,0.103572871955331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065732728139966,0,0.072193142896422,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.255436637459588,0,0,0,0,0,0,0,0.208587429433383,0,0,0,0,0,0.0577513634438701,0,0,0,0,0,0,0,0.0460967353679056,0,-0.072458537933169,0.115057028750502,0,0.332853004623281,0,0,0.190452116810538,0,0,0,0,0,0,0,0,0,-0.0765734024350213,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.217635535350198,0,0,0,0,0.0306256934622772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503477887505697,0,0,0,0,0,0,0,0,0,0,0,0,0.406088211808991,0,0,0.234931859135478,0,0.0293271713008846,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.170983611457754,0,0,0,0.115069643131475,0,0,0,0,0,0,0.259994839503189,0,0,0,0,0,0,0,0.227991459687036,0,0,0,0,0,0.066816388621867,0,0,0,0.0059602164253253,0,0,-0.00594219204481821,0,0,0,0.202496224877951,0,0,0,0,0,0.00227208648469104,0,0,0,0.0287903729155286,0,0,0
