,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.14263097956207,0,0,0,-0.166474783677562,0.278577018597084,0,0,0.128965801361864,0,0,0,0.227149819568576,0,-0.0746419059043371,0,-0.121635682520983,0,0,0,-0.146110149227629,0,-0.244356092556084,0,0,0,-0.204550390991487,0,0,0.847676176684444,0,-0.00173162499749013,0,-0.12082390870438,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.132390285594025,0,0,0,0,0,0,0.172261394198584,0,0,0,0,0.0951112044884436,0,0.12421333771935,0,0,0,0,0,0,0,0,0,0,0.0880614642672231,0,0,0.329141356710768,0,0.189244221269036,0,0,0,0,0.00752019366890477,0.0336627846760577,0,0,0,0,0,0,0,0,-0.113774425324111
X601939.CH.EQUITY,0.291046515128447,-0.143714596020431,0,0,0,0,0,0,0,0,0.160868832055669,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,2.16840434497101e-19,-0.0138742732415497,0,0,0,0,0,0,0,-0.160399826176685,0,-0.191880099949337,0.22449767288685,0,0.025488178757463,0.609923021572458,0,-0.0201528272692839,0,0,0,0.112803219610106,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.345140371043455,0.162596127094662,0.414248215985485,0,0,0,0,0,-0.086640396067847,0.337602449503471,0,0,-0.159913444926691,0,0,0,0,0,0,0,0,0,0,0,0,-0.545312549342976,0,0,0,0,0,0,0,0,0,0,0,0.249773918020696,0,0.195901597006737,0,0,0,-0.138713780873396,0
X5.HK.EQUITY,0,0,0,0,0,0.119493826003521,0,0.211290222085259,0,0,0,0,-0.0294647618578709,0,0.127886658181025,0.119356499446069,0,0.0997301158524907,0.00453197803442817,-0.0856775756986867,0,0.0799905562415942,0,0,0,0,0,0,0,-0.0621030709201802,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12520990490701,0,0,0,0.194934347202367,0,0,0,0
X601988.CH.EQUITY,-0.0575127270374474,0,0,-0.00885161394538896,0.514130898874379,0,0,0,0,0,0,0,0,0,0.169873212536754,0,0,0,0,-0.0954418273742945,-0.15201104805065,0,0.272102520685672,0,0,0,0,0,0,-0.3232504812526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890290708453522,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.166019363351919,-0.0793967123350264,0,0,0,0,-0.137736583195902,0,0,0.601043341065432,0.0820544460844223,0,0,0,0.113315659846202,0,0,0,0.291852131345573,0,0,0,0,0,0,0,0.104117660921958,0,0,0,0,0,-0.156955161767293,0,0,0,0,0,0,0,0,0,0,0,-0.00899895419046894,0,0,0,0,0,0.059830550464819
X1299.HK.EQUITY,0,0,0,0,0.289890632741253,0,0,0,0,-0.0162332634196445,0,-0.0953005954182937,0,0,0,0,0.00293886482339341,0,0,0,0,0,0,0,0,0.146727956650773,0,0,0.134241636582649,0,0.120587063003511,0,0,0,0,0,-0.00452107759145594,0,0,0,0,-0.11775328435489,0,0,0,0,0,-0.00254841931567746,0,0,0,-0.0361239561854258
X601628.CH.EQUITY,0,0.183940217327087,0,0,0,0,0,0,0,0.156559095154396,0,0,0,0.209700507472846,0,-0.078074773445264,0,0,0,0,0,0,0.0248183335740907,0,0,0,0,0,0,0,0,-0.0119017712304693,0,0,0,0.1991964542548,0,0,0,0,0,0.181776660106663,0.229135583601154,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0429107526007464,0,0,0.182966779041137,0,0,0.0103681436550821,0,0.117386166192456,0,0,0.062202946524117,0,0,0.0387660901942994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335044639533609,0,0,0.333491626590989,0,0,0,0,0,0,0,0,-0.19806408583706,0,0,1.38777878078145e-17,0,0,0,0.0145634445239101,-0.130542705613796,-1.38777878078145e-17,0.163287705908116,0
X601328.CH.EQUITY,0,0,0.0569471466264409,0.0221871778208908,0,0,0.579941532089004,0,0,0,0,0,0,0,0,0,0,0,0,0.214730549719945,0,0,0,0.0086030668801451,0,0.192024902048008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298089077751201,0,0,0.0544321287265428,0,-0.261336306875541,0,0,-0.00186067842940996,0,0,-0.141574141541929
X600000.CH.EQUITY,0,0,0,0,0,0,0.220792157484485,0,0,0.491290434656269,0.201092547807604,0,0,0,0,0,-6.93889390390723e-18,-0.0272766159832458,0,0,0,0.0356874247950478,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.220650588797403,0,0,-0.0548425742961076,0,0,0,0,0,0,0,0.337429686145086,0,0,-0.0584155796174629
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334143798860349,0,0,0,0,-0.120000249626699,0,0.107869841113796,0.157713259073459,0,0,0,-0.0798680663537109,0,0,0,0,-0.0234340540885064,0,0,0,0.306891818140225,0,0,0,0,0,0,0,0,0,0.076611777240754,0,0,-0.115480801365811,0.0148361542964299,0,0,0
X601601.CH.EQUITY,0,0.150055253167325,0,0,-0.101331004432336,0,0.02708133788646,0,0.546972718616339,0,0,0,0,0,0,0,0,0,0,0,0,0.0698356627783926,0,0,0,0,0.0466298330147552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205035678521371,0.0247890892567592,0,0,0,0.109167394770844
X000002.CH.EQUITY,0,0,0,0,0,-0.0295142513916397,0,0,0,0,0,0.0900355824308581,-0.0235798269351064,0.253473550392207,0,0,0.0558685103024782,-0.0596538810894608,0,-0.118250736099332,0,0,0.159875516981855,0,0,0,0.241324325446734,0,0,0,0,0.256450963584889,0,0.418852235905938,-0.0647872756569822,0,0,0,0,0,0,0.223566503746188,0,0,0,0,0,0,-0.09990135781821,0,0,0
X11.HK.EQUITY,0,0,0.00453913658871904,0,0.222002476059559,0.0167949600088178,0.0161024570140594,0,0,0,0,0,0,0,0,0,0,0,0.324755112259877,0,0,0,0.0989389654609152,0,0,0,0,0,0,0.420034114997915,0,0,0,0,0,0,0.19149609437992,0,0,0,0,0,0,0,0,0,0,0.0211936352003335,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.0715731158749797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260818547105445,0,0,0,0.111995394281458,0.329520597751707,0.224931369417975,0,0,-0.0958736396729548,0,0,0,0.329901395478115,0,0,0,0,0,0,0,0,0,0.0534604879769951,0,0,0
X388.HK.EQUITY,0,0,0,0,0.445440138436351,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.25969862095153,0.015897844445963,0.0256388816259153,0.0340988128294314,0,0.017267575618814,0,0,0,-3.46944695195361e-18,0,0.0221987649531284,0,0,0,0.143402836226956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299860157683431,0,0,0
X2388.HK.EQUITY,0,0.488793914275695,0,-0.0907682529078382,0.0748003695172849,-0.325231328379873,0,0,0,0,0,0,0,0,0,0,0,0.649749685063511,0,0,0.175511096815204,0,0,0,0,0,0.00520527022960064,0,0,-0.304694047541077,0,0.217585188797115,0,-0.238024509207842,0,0,0,0,0,0,-0.041743534879856,-0.165619300594278,0,0,0,0,0,0,0,0,0,0.151810709093691
X267.HK.EQUITY,0,0,0,0,0,0,0,0,-0.190545804136486,0,0.0313990222570151,0,0,0,0,6.93889390390723e-18,0.0904625309314554,0.00741471655873806,0,0,0,0,0,0,0.340080684408489,0,0,0,0.15067382524761,0,0,0,0,0,0,0,0.0431169737783119,0,0,-0.281538292166655,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293981522175543,0,0,1.73472347597681e-18,0,0.168363552740056,0,0.119040951260246,0.271204791013246,0,0,0.108515591804517,0,0,0.0101493475112417,0,0,0,0,0,0,0,0,0,0,0,0,-0.262876511261953,0,0,0,0,0,0,0.112453603121722,0,0,0.0176964563933333
X601998.CH.EQUITY,0,0,0.0131599035271296,0,0,0,0,0,0,0,0,0.0448333359421919,0.21570853130597,0,0,0,0.257612543117362,0.066699632808916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244264547913981,0,0.0736592808986171,0,0,0,0,0,-0.0130396914480073,0
X000001.CH.EQUITY,0,0.209996982868562,0,0,0,0.151371391693306,0,0,0,0.0417747868518142,0,0,0,0,0.0290481689027183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290663291945302,0,0,0,0.0354591925527251,0.225909434993284,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254869347756554,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0753980587569834,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206129467768272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502692560507961,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0.00760489880380944,0,0,0,0,0,0,0,0,0,0,0.0979259261685796,0,0,0,0,0,0.0113204753537796,0,0.112789441391891,0,0,0.11966017188219,0,0,0,0,0,0,0,0,0,0.0254555210852942,0,0,0.11704165453508,0,0.462791644882531,0,0,0,0,0,0,0,0,0.292387994585153,0,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0.11678680203899,0,0,-0.033591359122529,0,0,0,1.38777878078145e-17,0,0,8.67361737988404e-19,0,0,0,0,0,0.325960581051917,0,0,0,0,0,0.19029024979006,0,0,0,0,0,0,0.20126798357224,0,0,0,0,0,0,0.149423214128214,0,-0.156094251837508,0,0,0.0806884688620555,0.116379669726784,-0.17095913567542,0.0399198090902732,0,0.20120234933022,0
