,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.600605562565609,0,0.0146281074226279,0,0,0,0,0.0172785115910584,0,0.0968121566341595,0,0,0,0,0,0,0.10130393425845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108201826990928,0,0,0,0.0709789528514746,0,0.0415631384933067,0,0,0,0,0,0.0421381216374652,-0.037001197158391,0,-0.0119202071818483,0
X601318.CH.EQUITY,0,0,0,0.118779230631565,0,0,0,0,0.0589417516306569,0,0,0,0,0,0,0,0,0,0.231198674186568,0,0,0,0,0,0,0.0383219200029773,0,0,0.0410755488968616,0,0,0,0.114086045599073,0,0,0,0,0,0,0.194654411885665,0.0755979968753783,0,0,0,0,0,0.0784581305715875,0,0,0,0,0
X601939.CH.EQUITY,0.115762417138676,0,0,0.364799095235399,0,0.20948610784029,0,0,0,0,0,0,0,0,0,0,0,0.0208864692125699,0,0.0139472586908602,0,0,0,0,0,0,0,0,0.0828541082662471,0,0,0,0.111017067400647,0,0,0,0,0.0064795667338225,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.0466891489231947
X601288.CH.EQUITY,0.0134619936012073,0,0.290135494916936,0,0,0,0,0,0,0.213832952643302,0,0,0,0,0,0,0,0,0.0506415516280959,0,0,0,0,0,0.0126894402922314,0.223371268364591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073081116042975,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0276342064127544,0,0,0,0,0,0.442182375067066,0,0,0,0,0,0.0320374031588475,0.111093749904018,0,0.160956517415828,0.0918710654208147,0,0,0,0,0,0,0.159638235736958,0,3.46944695195361e-18,0,0,0.12004954849607,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,-0.67535282309616,0,0,-0.135645360937414,0,-0.17412601395071,0
X601988.CH.EQUITY,0,0,0.10397331936557,0,0.0358897448082945,0,0,0,0,0,0,0.0602309265609333,0,0.0493961221854571,0,0,0,0,0,0,0,0,0.621043302276906,0.0185320055604743,0,0,0,0,0,0.108195349156328,0,0,0,0,0,0,0,0,0,0.051951373844959,0,0,0,0,0,0,0,0,0,0.0903804563260664,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0246896203552043,0,0,0,-0.023026920432246,0,0,0,0,0,0.0753475223225,0,0,0,0,0,-0.0077909301602462,0.70055893913629,0,0,0.0287380803816776,0.097549830159422,0,0,0,0,0,0,0,0,0,0,0,0.0667842044663806,0,0,0.049755463326068,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264125297949623,0,0,0.186335102242165,0,0,0,0,0.0846051836169816,0,0,0.0714203629966425,0,0,0,0,0,0,0,0.0161269479576081,0,0,0,0,0,0,-0.0347509816999451,0,0,0,0,0,0.0259852472563748,0,0,0.0280984361756549
X601628.CH.EQUITY,0,0.162573905683963,0,0,0.0108859113984418,0,0,0,0,0,0,0,0,0,0,0,0,-0.0457941963417997,0,0,0,0,0,0,0,0.152230624371125,0,0,0,0,0,0,0,0,0,0,0.369345304813606,0,0,0,0.215498902015958,0.064680575629408,0,0,0.0187902699470134,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0676051446472714,0,0,0,0.140841012979974,0,0,0,0,0,0,0.206911223551045,0,0,0,0,0,0,0,0.240685591522147,0,0,0,0,0,0,0.0772746087758183,0,0,0.00353580868463747,0.0355564885249675,-0.00736954852051346,0,0,0.0116183522478663,0,0,0.237373468821965,0,0,0,0,0.0335495907636875,0,0,0.0140381458540405,0,0,0,0
