,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.265252774070946,0.160311222203395,0,0,0,0,0,0,0,0,0,0,0.188507460087077,0,0,0,0,0,0,0,0,0,-0.297075525066414,0,0,-0.19018368847491,0.853104714841068,0,0,-0.0384194590356454,0.0516918344963817,0,-0.0300543170071891,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,-0.092953936979904,0,0.281610386597948,0,0,0,0,0,0,0.110506523169665,0,0.147226053258098,0,0,0,0.137520243719398,0.00622503825972543,0,0,0,0,0,0,0,0.0198616136933658,0,0,-3.46944695195361e-18,0,0,0,0.125249368466802,0,0.0483269535569577,0.265404007152013,0,0,0,0,0,0,0,0,0,0,0,0,-0.134560862052198
X601939.CH.EQUITY,0.27148404526949,0,0,0,0.0847028846191161,0,0,0,0,0.159910742329205,0,0,0,0,0,0,0,0.0783447454132076,0,0,0,0,0,0,0,0,0,0,0.0602254929148884,0.0593752041525143,0,0,0,-0.223780227329248,-0.175482903480876,0,0,0.12051846903033,0.480967706503517,0,0,0,0,0,0,0.0707706388540772,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.354950229818104,0.0939047963442709,0.0479449589146452,0.394185223710985,0,0,0,0.270591793318751,0.0235019320622449,0,0,0,0,0,0,0,-0.18213639245032,0,0,0,0,0,0,0,0,-0.606661621739609,0,0,0,0,0,0,0,0,0,0,0,0.408407666872785,0,0,0.126239314547884,0,0,0,0
X5.HK.EQUITY,-0.0527443374577539,-0.152854577031188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622274395464483,0,0.225492154927048,-0.0426348236905557,0.223151032655775,0,0,0.103599977055748,0.187552058194827,0,0,0,0,0,0,0,-0.0540297162776283,0,0,0,0,-0.0713997763537866,0,0,0,0,0.0363111308747673,0,0,0,0,0,0,-0.0984976007695672,0.155330865702228,0,0
X601988.CH.EQUITY,-0.103752312622467,0,0,0,0.379465751740778,0,0,0,0,0,0,0,0,0,0.0679932938153754,0,0,0,0.445853985893773,0,0,0,0,-0.111213760868487,0,0,0,0,0,-0.332611386900715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781308515006976,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.391757897703061,-0.0685931891251215,0,-0.0338562319899105,0.0223437104190341,0,0,0,0.559833924612825,0,0.0936248031810741,0,0,0,0,8.67361737988404e-19,0,0,0,-0.100322357368391,0,0,0.270640904527203,0,0,0.105552549675313,0,0,0,0,0.0389867985335877,0,-0.301230449801829,0,0,0,0,0,0,0,0.124239771265197,0,0,0.139380590538286,-0.0385539112712456,0,0,0,0,0,0.0512660081547843
X1299.HK.EQUITY,0,0,0,0,0.181994577997268,0,0,0,0,0,0,-0.0783293054680448,0,0,0.0322438267304323,0,0,0,0,0,0,0,0,0,0,0.15895431228975,0,0,0.101889840515583,0,0.253686275030665,0,0,0.0589875808086334,0,0,0,-0.0350960540038588,0,0,0,-0.0928579359106748,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.00220204268801488,0.0354700544773243,0.0267359792004975,0,0,0,0,0,0,0.0870989942280009,0,0,0.430810975278547,0,0,0,0,0.0440816522363527,0,0,0,0,0,0,0,0,0,0,0,0,-0.0415341682009445,0,0,0,0.131590413736425,0,0,0.0134163117479154,0.125114328834786,0,0,0,0,0,0.0645473267316814,0,0,0,0,0,-0.147585697093208
X601328.CH.EQUITY,0,0,0,0.00659854269409816,0,0,0.481657999399018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538351148292529,0,0.215817012928093,0,0.178426027398203,0.108560903896904,0,0,0,0,0,0,0,-0.170827654490077,0,0,0,0,0,-0.0561785386087246,0,0.102660911343122,0,0,-0.0291478503555732,0,3.46944695195361e-18,0,0,0,-0.232589764134675
