,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.152699511139025,0,0,0.00385805841424696,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994319640349988,0.358703018767541,0.0892320788278839,0,0,0,0,-0.111934469606336,0,0,0,0.190903560281926,-0.205997228847191,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170006859904499,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0789637464058978,0.0168105016170553,0.0606594659176853,0,0,0,0,0,0,0,0,0,0,0,0,0.299743396995598,0,0,0,0,0,0,0,0,0,0,0.150521051936486,0,0,0,0,0,0,0,0,0.317517062115042,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.880387675213845,-0.00550435726800571,0,0,0,0.00988926663000868,0,0,0,0,0,0,0,0,0,0,0.0619748141231507,0,0,0,0.0295521490216527,0,0,0,0,-0.108598944524051,0,0.0912960759878235,0,0,0,0,0,0,-0.0181551996919689,0,0,0,0.0591401756056602,0,-0.0656579311609907,0,0,0.0411720066573987,0,0,0,0.0666421479133251,0,0
X601288.CH.EQUITY,0,0,0.75932707993592,0,0.00480941213473632,-0.0228140134089318,0,0,0,0,0,-0.0287015061592084,0,0.309938391492122,0,0,0,0.113021269007204,-0.00361875922903791,0,0,0,0,0,-0.111845550808801,0,0,0,0,0,0,0,0,0,-0.0871019036909974,0,-0.103811277408558,0,0,0,0,-0.0441247296785124,0,0,0,0,0,0,0,0,-0.0225306703823104,-0.0170497136179981,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.539563752532561,0,0.284930681073635,0,0,0.115374569164666,0,0,0,0,0,0,0,0.0468885650559381,0,0,0.0267492609357697,0,0,0,0,0,0,0,0,0,-0.0915023741704642,0,0,0,0,0,0,0,0.0906461445423462,0,0,0,0,0,0,0,0.100028900340913
X601628.CH.EQUITY,0,0.0419006394712184,1.73472347597681e-18,0,0,0,0.294224673855224,-3.46944695195361e-18,0,-0.0541148186760892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196966926262327,0,0.127968160706694,0.0589548176986293,0,0,0,0,0.0639681853795007,0.102332430975722,0.0811864741252724,-6.93889390390723e-18,0,0
X600036.CH.EQUITY,0,0,0.280575713160368,0.164947226214821,0,0,0,0.0805381256812412,0.0608863707841613,-0.0712894485025279,0,0,0,0,0.109086852076751,0,0,0,0,0.0303618564455821,0,0,0,0,0,0,0.0189663447774914,0,0,-0.00620789389093832,0,0,-0.0136167798051083,0.246473627727565,0,0,0,0.0551843475552711,0,0,0,-0.0997878281438822,0,0,0,0,0,0.0552234878142147,0,0,0.0864557765294844,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0857304573515726,0,0,0,0,0,0,0,0,0,0,0.0348835833366629,0,0,0,0,0.183298026989399,0,-0.0613361198786033,0,0,0,0,0.165332174869244,0,0,0,0,0,0,0,0,0.038297243092296,0.0229919592798606,0,0,0.175749346848014,0.116696406501354,0,0,0,0,0.443765258444328,0,0,0.084002784168636,0,0
X5.HK.EQUITY,0,0,0,0,0,-0.251702702465677,0,0,0,0,0,0,0,0,0,0,-0.108906121495025,0,0,0.163499969198724,0,-0.0733153819539257,0,0,0,0.808760949544479,-0.287613528227178,0,0,0,0.69176518404357,0,0,0,0,0,0.164169587739035,-0.145263469126518,0,-0.0936518657642094,0,0,0,0,0.0907263194799806,0,0,0,0.221822412719389,0,0.258433138654539,0,0
X388.HK.EQUITY,0,0.130958545176629,0,0,0,0,0,0,0,0,0,0,0,0,0.0850289331745983,0,0,0,0,0,0,0,0.32350799140851,0,0,0,0.157059823528334,0,0,0,0,0,0,0,0,0,0.111119825374215,0,0,0,0,0,0,-0.0677017761316071,-0.149763140662056,0,0,0,0,0,0,0,0
