,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.13036727883171,0,0.131113343774822,0.0515809982149534,0,0,0,0,0,0,0,-0.108778184306329,0,0,0,0,0,0,0,0,0,0.54688866388511,0,0.458382085898769,0,0.2338029010687,0,0,0,-0.106843858094557,0,0,0,0,-0.190821214599639,0,0,-0.136949279736435,0,0,-0.730026248146574,0,0,0.100673325027795,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.383383989071458,0,0,0,0,0.0943869666921603,0,0,0,0,0.183494415704376,-0.0947352675502009,0,-0.0372055335755262,0,0,0,0,0,0,0,0,0.076232846670546,0,0,-0.172863269821778,0,0,0,0,0,0,0,0,0,0,0,0.0951236364550953,0,0,0.0057941665585841,0,0,0.310498694983276,0,0.0736423675549605,0,-0.0264958824075697,0,0.118126651094227
X601318.CH.EQUITY,0,0,0,0,0.119152426682393,0.248616498450174,0,0,0,0,0,0,0,0,0,0,0,0.121810150922925,0,0,0,0.126345111530014,0,0,0,0,0.00460372462340809,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.297193442343072,0,0,0.121650315249654,0,0,0,0,0
X601288.CH.EQUITY,0,0.410573015046711,0,0,0.123792450580998,0,0,0,0,0,0,0.0453559474455788,0.249280358660455,0,0,0,0,0,0,0,0.140820688049141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165956568033336,0,0,0,0,0,0,0,-0.0718223666284166,0,0,1.35525271560688e-20,-0.101603739033994,-0.0780667685437306,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.490596093762607,0,0,0,0,0,0.172924014539969,0,0,-6.93889390390723e-18,0,0,0.289624368888691,0,0,0.215378323097389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.496821860391262,0,0,0,0,0.166379798990517,0,0,0,0,0,0,0,0,0.332110478377473
X600036.CH.EQUITY,0,0.0415257681754463,0,0.0706650940029041,0,0,0.00699066118274835,0.0505309660904712,0,0,0,0,0,0,0,0,0,0,0.0204717003761962,0,0,0.175391869073778,0.063573981067378,0,0,0,0,0,0,0,0,0,0.0600151186472804,0,0,0,0,0,0,0,0,0.138201629032789,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.00880108835639784,0,0,0.123755630380367,0,0,0.170094217697279,0.00763517696743853,0,0,0,0,0,0.105247638706297,0,0,0,0.0158960473128503,0.085595243281547,0,0,0,0,0,0,0,0,0,0,0.132257484486302,0.334104404070378,0,0,0,0,0,0,0.050181469866519,0,0.1091405031347,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.35023074437622,0.0566638936311347,0,0,0,-0.114268504032648,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761603524731046,-0.0259530999571172,0,0,0,0,0,0,0,0,0.0879008844819577,0,0,0,0,0,0.150283928108693,0.0794502213483799,0,0,0.0619063863788014,0,0,0,0,0,0,0,0.0193120278449883
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111061984397224,-0.152675140407452,0,0,0,0,-0.380341223136981,0,0.749515273685209,0.0557582618618991,0.519690807080837,0,0,0,0.0305549216917534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146565984571187,0.100772467427496,0,0,0,0
X601658.CH.Equity,0,0.0971355548002664,0,0.144228494317251,0,0,0,0,0,0,-0.0497203996062077,0,0,0,0,0,0,-0.12414213296941,0.129601517096575,0.288493305630106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852232378902571,0.28905868236684,0,-0.0225021150118022,0,-0.0230541444509523,0,0,0,0.0419331457528191,0,0,0,0,0
