,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,2.77555756156289e-17,0.111132295789707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419228443719629,0.364395788817311,0.00196948565850405,0,0,-0.265177107456381,0,0.323676600009595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155529006741408,0,0,0.011559517963299,0
X601318.CH.EQUITY,0,0,0,0,0,0.16795288025528,0,0,0,0,0,0,0,0,0,0,0,0.0743180358733594,0.0598285879491151,0.0618990585817334,0,0,0,0,0,0,0,0,0,0,0.0244717707861097,0.0592923589326122,0,0,0,0,0.229407535884845,0,0.0682144054644291,0,0,0,0,0,0,0,0,0,0,0.198448993639947,0,0,0.108073583870607
X601939.CH.EQUITY,0,0.0684948254264445,0,0.80417332075095,0,0,-8.67361737988404e-19,0,0,0.00205356232725874,0,0,0,0,0,0,0.0829076923512839,0.0184489527933801,0.0584024230122157,0,0,0.00323213838653323,0,0,0,0.0104605637600885,0,0,0,0.00997771618528749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0764306238028531,0,0.970968697732986,0,-0.0297397552297689,0,0,0,0,0,0,0,0,0,0,0.0619607588545656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112845330563908,0,0,-0.0264389236957824,0,0,0,0,0,0,-0.0530311947264264,0,-0.117293382628388,-0.0462950314023242,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.397607780533157,0.0109281232087432,0,0,0,0,0,0,0,0,0.0919911220461455,0,0,0,0,0,0,0,0,0.00611536020162844,0,0,0,0,0.3081972729928,0,0,0,0,0,0,0,0,0,0.111175649596762,0.0474371767320972,0,0,0,0,0,0.0785467878110079
X600036.CH.EQUITY,0,0,0.408357945046334,0,0,0,0,0,0.0245910713992872,-0.00634431549246182,0,0,0,0,0,0,0.106654905031055,0,0,0.00503516355043897,0.0125352825238847,0,0,0,0,0.189130652500013,0,0,0,0.124475083807659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.0610626586415908,0.142573102728019,0,0,0,0,-0.0504948759664216,-0.0775616183788919,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109924341615658,0,0,0,0,0,0,-0.0500697109961234,1.0756501461247,0.0163202453348294,0.00376931356909866,0
X1299.HK.EQUITY,0,0,0,0,0.154920357586745,0,0,0,0,0.132247581191938,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,-0.204692501476298,0,0,0.414949194442617,0,0.0823958430415244,0.160098892687163,0,0.375282350434236,0.0953595737987321,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.168257353888738,0,0,0,0,0,0.0899641563716447,0,0
X5.HK.EQUITY,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.093782983159505,0,0,-0.103626784230786,0,0,0,0,0,0,0.359147390344741,0.394520092859851,0,0,0,0,0,0,0,0,-0.0484390141127526,1.73472347597681e-18,0,0,0,0,0,0,0.0352849322847977,0,-0.0820147659099902,0,0,0.174616459610768,0,0.19883564172247,0,-0.0662431937907299
X388.HK.EQUITY,0,0,0,0,0.303465150432437,0,0,0,0,0,0,0,0,0,0,0,-0.0268139840829209,0,-0.101547372586536,0,0,0,0,0,0.364089566315716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111134722138133,-0.153154620376253,0.228375794711151,0.0966175873117873,0,0,0,-0.138125328660593,0,0.0989342491828241
