,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.141562992004295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139426891176369,0,0.0177612148109061,0.417769368195029,0,0.454654952192517,-0.220359545918244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0603843289506453
X601318.CH.EQUITY,0,0,0,0.0160237261461781,0,0,0,0,0,-0.0184478643750136,0,0,0.0184391689748458,0,0.0289785259380249,0,0,0,0.520695026005113,0,0,0,0,0,0,0,0,0,0.125892978672027,0,0,0,0,0,0,0.0689854670231589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0629861775745726,0,0.787628154033446,0,0,0,0.00773009448304292,0,0.047103569532274,0.0514282719042401,0,-0.0553887872477989,0.0122314741239199,0,0,0.0772940033852935,0,0,0,0,0.00092913833439774,0,0,0.0343955420699675,0,0,0,0,0,0,0,0,0,0,0,0,0.0831010920735144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00545857067604161
X601288.CH.EQUITY,0,0,0.971126283552388,0,-0.0184531513559627,0,0,-0.0867140841383704,0,0.0368221393889139,0,0,0,0,0,0.0207750721091079,0,0,0,0,0,0,0,0,0.0754252753568659,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021021218233915,0,-0.0740843798685712,0,0,0,0,0.0197908441919192,0,0,0,0,-0.10719504538129,0,-0.0239502057294794
X601628.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0212594177820043,0.321908485951671,0,0.249425981745085,0,0,0,0,0,0,0.459563761991592,0,0,-1.73472347597681e-18,0,0,-0.0513329987092364,0,-5.55111512312578e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119958123727562,0,0,0,0,0,0,0.0154825399721318
X600036.CH.EQUITY,0,0,0,0.3307032121847,0,0,0,0,0.0476154599149596,0,0,0,0,0,0,0,0.0680484347476945,0.110228661491869,0,0,0,0,0,0,0.0737393349781527,0,0,0,0.144489056899373,0.120393255629863,0,0,0.0161562355769112,0,0,0,0,0,0,0,0,0,0,0,0.0512037780638954,0,0,0.0356097466847274,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0683063739327457,0,0,0,0,-0.0528576601923973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710709493222837,0,0,0,0,0.00186412903280721,0,0,0,0,-0.0220198197872958,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,-0.133616656759905,0,0.998802550647564,0,0,0,0.000566119034485447
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.193147529404092,0,0,0,0,0,0.0170531942476411,0,0,0,0,0,0,0.321280703825923,0,0,0,0,0.0746812059282045,0,0,0,0,0.137424572769714,0,0,0,0.030677420978358,0,0,0,0,0.09380169158211,0,0.0452043401476514,0,-0.0302038431273057,0,0,0,0.206341610440267,0,-0.0359272375564725,0
X5.HK.EQUITY,0,0,0,0,-0.0428232283001903,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0055815874130062,0,0,0,0,0.221355339934191,0,0.341765840705414,-0.125069412429659,0,0,0,0,0,0,0,0,0,0.0231142482385073,0,0,0,0,0.248247189038564,0,0,0,0,0,-0.27252791442014,0.249843459687323,0.0502676966893109,-0.039290169034581
X388.HK.EQUITY,0,0,0,0,0.220894611569924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12682822568094,0,0.25484115474222,0,0,0,0.114423759740747,-0.00870999367567456,0,0,0,0,0.129517071017426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181370805562682,0,0,0,0,0.283924291937967
