,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.119240216150941,0,0.0724567180428234,0,0.0240292781953015,0,-0.0167596623599429,0,0,0,0.394718655460424,0,0,0,-0.092560008369025,0,0,0,0,0,0,0,0,0,0,0,0,0.212724157314574,0,0,0,0,0,0,0,0,0,0.229485878030061,0,0,0,0,0.017989524222633,0,0,0,0.054451633301968,0,0,0,0,0.128945266403365
X601318.CH.EQUITY,0,0,0,0,0,0.135906882812954,0,0,0.11049434309816,0,0.17912115679454,0,0,-0.0751814077910977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125517181999792,0,0,0,0,-0.218526956701082,0.261600456257564,0,0.0739126394152303,0.129051527236037,0,0,0,0,0,0.208454998081984,0,0,0
X601939.CH.EQUITY,0.168889804483026,-0.00123880359362328,0,0.296580848784424,0,0.113144293503349,0,-0.0730755573940299,0,0,0,0,0,0,0.0717427065470396,0,0,-0.0188204047844592,0,0,0,0.103159181222503,0,0,0,-0.068672493682523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486971429857492,0,-0.031134849125233,0,0,0,0,0,0,0,0.0205220544389288,-0.0342428133476285,0,0
X601288.CH.EQUITY,0.305951739710309,0,0.198832631443091,0,0,0.206770988796253,0,0,0.115660076774958,0,0,0,0,0.0394370600445964,-0.0216890593743672,-0.147009828958059,0.0750342594465799,0,0,0,0,0,0,0,0,0,0.0233423027836206,0,0,0,0.0033070673250865,0,0,0,2.71050543121376e-20,0,0,0,0,0.131453874833805,0,0,0,0,0,0,0,0,0.18125381604358,0,0,0,-0.0660560461527045
X5.HK.EQUITY,0,-0.124777722141119,0.0277106262274462,0.285657558677735,0,0,0,-0.248045880060244,0,0,0,0,0.146134264059205,0,0,0,0,0,0,0,0.539828070885896,0,0,0,0,0.302201518904985,-0.0109710809678025,0,0,0,0,0,0,0.022375161766416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200682055412388,-0.07179935070762,0,0,0,0
X601988.CH.EQUITY,0.207492799856256,0,0.236941917825316,0.0301354887510403,0,0,0,0,0.0775512312598613,0,0.0783570333773676,0,0,-0.2755054538775,0,0,0,0,0,0,0,0,0.054541370789698,0,0.211241799781918,0,0.143381513351778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132318852121054,0,0,0,0,0,0,0,0,0,0.075274002274859
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0967522614680101,0,0,0,0,0.0532072759092855,0,0.301527139163884,0.246226702845392,0,0,0,0,0.097230947047795,0,-4.33680868994202e-19,0,0,0,0,0.00743873642926499,0,0,0,0.0603598730877378,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0232991716133571,0,0,0.0905861645012857,0,0,0,0.00150186769476387,0,-0.0351209993643659
X1299.HK.EQUITY,0,0,0,0,0,-0.0341810872080757,0.0696089618125069,0,0,0,0.140514958924922,0,0,0,-0.146560208467307,0,0,0,0.376506523730238,0,0.254054855777645,0,0.0430280895173168,0,0,0,0.105001467985461,0,0,0,-0.00407357506269872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.275265982111218,0.269645308468016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055414711532683,-0.0268791588609574,0.042681795188115,0,0,0,0,0.0240939105329733,0,0.0218589486856535,0,0.0414241736855903,0,0,0,0,0,0,0,-0.240327503225101,0,0,0,0,0.17214458468754,0,0,0,0.142258563195209,0,-0.105685201920792,0,0,0.149898990072011
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504673199549959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
