,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0146689239039053,6.93889390390723e-18,0.151887958950116,0,0.011186216524187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675444078099535,0,0.259325170856904,0,0,0.0584176135834937,-0.124470560637882,0,0,0,0,0,0.269334354618285,-0.193660527818071,0,0,0,0,0,0,0,0,0,0,-0.13905718594764,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.075880514684509,0,0,0,0,0.0388726629487713,0,0,0,0,0,0,0,0,0.439744273027493,0,0,0,0,0,0,0,0,0.103385280935329,0,0,0,0,0,0,0,0,0.198001178707353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13834543003554
X601939.CH.EQUITY,0,0,0,0.853505892054665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760999836146994,0,0,0,0,0.113316624177993,0,-0.0324475267980768,0,0,0,0,0,-0.0259992541773191,0,0,0,0,0.0516327785000476,0,-0.0437409070340766,0,0,0,0,0.0386569742093508,0,0,0,0.0378678682682484
X601288.CH.EQUITY,0.0102976667805583,0,0.895145906561585,0,0,0,-0.0633977956802465,0,0,0,0,0,0.00412199439907013,0,0,0.0426438692934524,0,0.106438963572695,0,0,0,0,0,0,0,0.0516328802642745,-0.0617463935557695,0,0,0,0,0,0,0,0,0,0,0,-0.0958183593215024,0,0,0,0,0,0,0,0,0,0,0,-0.0464234858005986,-0.0100282693565889,0
X601988.CH.EQUITY,0,0,0,0,0,0,-0.152510086771855,0,0,0,0,0,0,1.12301419183746,0,0,0,0,0,-0.105328048089268,-0.0604441167094623,0,0,0.0762946756600687,0,0,0,0,0,0,0,0.00774439596915162,0,-0.213082466171908,0,0,-0.14955015590809,0,0,0,0,0,0,0.0449728543007152,0.0915065308966437,0,0,0,0,0.0218037734026542,0,0,0.225926970977079
X600036.CH.EQUITY,0,0,0.280327591995909,0.0981279615477422,0,0,0,0.0167657030819749,0.0194294600367325,0,0,0,0,0,0,0,0,0,0,0.0265164703154687,0,0,0,0,0,0.0662505678292025,0,0,0,0.103887857144294,0,0,0,0.363460788842799,0,0,0,0,0,0,0,-0.0559614410148207,0,0,0.0629685596501809,0,0.0708254146336983,0,0,0,0.064188055661515,0,0
X601628.CH.EQUITY,0,0,1.73472347597681e-18,0,0,0,0,0,0,-0.022099950076346,0.0468913207721779,0.701498399977829,0,0,0,0,0.0258086421801454,0,0,0,0,0,0.114553233242654,0,0,0,0.0193615463573598,0,0,0,-0.113516948018023,0,0,0,0,0,0,0.171824520595877,0,0,0,0.137052272811761,0,0,-0.0463538533873605,0,0,0,0,0,0.112849584843173,0.0260334761192455,0.133622552442467
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.185890377477168,0,0,0,0,0,0,0,0,0,0,0,0.157151224333248,0.063799720617098,0,-0.139602687737466,0,0,0,0,0,0.0199979785478888,0.152486351057601,0,0.185257858889063,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.440393851116237,0,0,0,0.0847181796291884,-0.0116627009643191,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.152230312252442,0,0,0,0.0754433280569865,0,0,0,0,0.287299597009741,0,0,0,0,0,0.182721225890386,0,0,0.288450872020084,0.0338899634867165,0,0,0,0,0.086896841900016,0.0419713967411169,0,0,0,0,0.134974594291064,0,0,-0.162139366795387,0,-0.0642486308413853,0,0.1224200962196,0,0,0,0,0,0,0.142638563471306,0,-0.0906245269445228
X601658.CH.Equity,0,0,0,0.232065661590372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225424194219725,0.0572666079374932,0,-0.113644812191238,0,0,0,0,0,-0.131885583161684,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.387818228975269,0,0,0.0642887111375665,0,0,0,1.73472347597681e-18,0,0,0
