,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0580299935882747,0.469895398947887,0,0,0,0,0,0,0.106431763254723,0.0549591082013121,0,0.15449801220538,0,-0.00693779043380716,0,0.0993862505758522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134624929449093,0,0,0,0,0,0.0771009672005412,0,0,0,0,0,0,0,0,0,0,0,0,0.0181334974199625
X601318.CH.EQUITY,0,0,0,0,0,0,0.0682202888316213,0,0.0401392046893057,0,0,0,0,0,0,0,0.301825814252081,0.0782772491126874,0,0,0.0202430851530106,0,0,0,0,0,0,0,0,-0.0499485830458282,0,8.67361737988404e-19,0,0.160938100121932,0,0,0,0,0.285668706934395,0,0,0,0,0,0.0308603298597857,0,0,0,0.0493065041252719,0,0,0
X601939.CH.EQUITY,0.154114082973105,0,0,0.616202563756751,0,0.0160814817903251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132187458261142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00634868329621828,0,0.0121156555155134
X601288.CH.EQUITY,0,0.013832542434722,0.352056916874556,0,0,0,0,0,0,0.164215343479621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221426766343249,0,0,0.113144474677789,0,0,0,0.0199488471880649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.442426973276158,0,0,0,0,0,0,0,0,-0.0840306680527323,0.0399367609336253,0,0.384150727691503,-0.334808063114394,0,0,0,0,0.225698038606296,0,0,-0.243896233538689,0,0,0,0,0,0.0182967200972818,0,0,0,0,0,0,0,0,0,0,0,0,0.16173848267652,0,0,0.0290248069587314,0
X601988.CH.EQUITY,0,0,0.0575305524483086,0,0.0765997793859941,0,0,0,0.120958731652059,0,0,0,0,0.0101272022980606,0,0,0,0,0,0,0,0.5429218043408,0,0,0,0,0,0,0.0301194439922914,0,0,0,0,0,0,0,0,0.0572647146508295,0.0184451797216896,0,0,0,0,0,-0.00403565277217322,0,0,0,0,0.0649978003354993,0,0
X600036.CH.EQUITY,0,0.0339533423636232,0,0,0,0,0,0,0.0176846619709066,0,0,0,0,0,-0.0264199223936624,0,0,-0.012283471501982,0,0,0,0,0,0,0.73424307854413,-0.0279930992308196,0,0.03373615399964,0,0,0.154787783607586,0,0,0,0,0,0,0,0,0,0,0,0.108817481938374,0,0.0754944156505052,0,-0.0296501808277901,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.263809391273729,0,0,0,0,0,0,0,0.0876148173969729,0,0,0,0,0,0.0679335241788322,0,0,0,0,0,0,0,0,0,0.152951481614145,0,1.73472347597681e-18,0.311468789773845,0,0,0.109926290794701,0,0,0,0,0,0,0,0,0,-0.0633838732828116,0.0789329944819219,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.153140893816332,0,0,0,0.000496542932282334,0.00552791530846987,0,0,0,0,0,0,0,0,0,0.0795967026785233,0,0,0,0,0,0,0,0.17157398220516,0,0,0,0,0,0,0,0,0,0,0.37503971960005,0,0,0,0.21114030082614,0,0,0.011305337632181,0,0.0313910787029424,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.185044590203364,0,0,0,0.0967877778329403,0,0,0,0,0,0,0.200450278535725,0,0,0,0,0,0,0,0,0.228515340932653,0,0,0,0,0.0568059100382933,0,0,0,0.0330325997037687,-0.0183106936611852,0.0292922531532692,0,0,0,0,0.236564692646119,0,0,0,0,0,0,-0.022138543309077,0,0.0612679217678337,0,0,0,0
X601166.CH.EQUITY,0.153642727537168,0,0.182591375434925,0,0,0,0.121850789929227,0,0,0,0,0,0,0.232385405925116,0,0.000385198078708111,-0.0360867356806598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131140438420154,0,0.0951636556512622,0,0,0,0,0,0,0,0.0696254905051719,0,0,0,0,0,0,0,0.0185808087159419,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.394562136629876,0,0,0,0,0,0.284629516681293,0,0,0,0,0,0,0,0,0,0.303559808779072,0,0,0.311788163832098,0,-0.0151526192349441,0,0,0,0.430876549138321,0,0.0420616605741292,0,0,0.103891076787756,0,0,0,0,-0.0827560677724384,0,-0.0582601562660542,0,0,0,0,0,0,0.108743893438002
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0265251167761087,0,0,0,0,0.167815423628598,0,0,0.404579038597367,0,0,0,0,0,0,0,0,0.266797444582632,0.349059094621402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665488047753385,0.106140213934175,0.075035368772286,0.101641886658046,0,0,0,0.0999119302487387,0
X600000.CH.EQUITY,0,0,0,0,0.0442013411906222,0,0.282706367948199,0,0,0,0.289842883058355,0,0.0890038120615299,0,0,0,0,0.0784165214211588,0,0.0313836195321747,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841120251596814,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,-0.20671775364208,0,0,0.057106423024093,0,0,0,0,0,0,-0.136557357282268,0.140477938838821,0,0,0,-0.0984846266175097,0,0,0,0,0,0,0,0,0,0.0757725106926146,0,0,0.0714706081725175,0.51355117923358,0,0,0.197843753796278,0.322646659895736,0,0,0,0,0,0,0,0,0,0,0.0510514607028767,0,-0.0721024069864811,0,0,0,-0.0665884184207446
