,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X000627.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0.108359491564057,0.0653656003598404,0,0,0,0.0533377884634795,0.355882218517722,0,0,0,0,0,0,0,0,0,0,0,0,0.0198603977446056,0,0,0,0,0,0.0259488372278535,0,0,0,0,0,0.0138388999087039,0,0,0,0.02528492373841,0,0,0,0,0.156975497936599,0.0787266367054962,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0.163180739732456,0,0,0.143257741620285,0,0.238662716000872,0,0,0,0,0,0,0,0,0,0,0.0404271021891932,0,0,0,0.0603422187425177,0,0,0,0,-0.0345875258868888,2.16840434497101e-19,-0.0522035911667716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207245216874187,0,0.00336772657950664,0.143228597635616,0,0.00583757016306971,0
X002958.CH.EQUITY,0,0.0352614788766145,0,0,0,0,0,0,0,0.133900370310623,0,0,0,0,0,0,0,0.355858414212699,0,0,0,0,0,0.0365946789275775,0,0,0,0,0,8.68882048023959e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.134315838486403,0.0852785655314782,0,0,0,0,0.0939284838323973,-0.0548706707537384,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576942641863987,0.094841607322462,0.0199099939994134,0.0209145416028769,0,0.0941537300945853,0.146049973474418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952774757694446,0,0,0.0409524218194281,0.0837176834300855
X600015.CH.EQUITY,0,0,0,0.141155991449403,0,0,0,0,0,0,0,0,0.0687500639143425,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0.101097475661356,0,0,0,0.670503164861651,0,0,0.00637801258277576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0764968020593132,0,0,0,-0.074225595757308,-0.0714292210556618,0
X600016.CH.EQUITY,0.0422864392861876,0,0.13374645673214,0,0.301537589754719,0,0,0,0,0.0759895689855568,0,0,-3.46944695195361e-18,0,0,0,0,0.289658558985595,0,0.0481360958454088,0,0,0,0,0,0.0706954636096295,0,0,0,0,0,0,0,0,0,0,0,0.163539700752254,0,0,0,0,0,0.00927977513411646,0,0,0,0,0,0,-0.0135455276444613,0
X600036.CH.EQUITY,0.351150825136685,0.138681119382427,0,3.46944695195361e-18,0,0.000990022216170158,0,0,0,0.113766792545402,0,0.143973970980923,-0.109693122649767,0,0,0,0,0,0.0467709966852039,0,0,0,0,0,0,0,0,0,0.187931202336756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713308775639356,-4.33680868994202e-19,0
X600919.CH.EQUITY,0,0.0602863992517673,0,0,0.296460591993958,0,0,0,0.513811267894265,0,0.0275214699251118,0,0,0,0,0.0779893782481189,0.0168386732349671,0,-0.0260069465804536,0,0.111478859345609,0,0,0,0,0,0,-0.0569340319870389,0,-0.101906599476182,0,0,0,0,0,0,0,0,0,0,0.0633346886113229,0,-0.136210015967407,0,-0.0823915205158593,0,0,0,0,0,0,0
X600926.CH.EQUITY,0,0.0624291721856162,0,0,0,0,0,0.377998878651035,0,0,0,0,0,0,0.0481118955522572,1.73472347597681e-18,0,0,-0.0483060406402264,0.447678750863385,0,0,0,0,0,0,0,0,0,-0.0196427609158152,0,0.171839771224749,0,0,0,0,0,-0.0901051840887368,0,0,0,0.131998577403323,0,0,0,0,0,0,0,0,0.219767673197382,0
X600928.CH.EQUITY,0,-0.0466083921184911,0.168298558555868,0,0,0,0,0,0,0,0,0,0.0203169286983504,0,0,0,0.119205340684044,0.144178443756244,0.130905929156193,0,0.0112525776602558,-0.0886444511015795,0.43435018942246,0,0,0,0,0,0,-0.0299640262958581,0.0746638750798166,0,0,0,0,0,0,0,0,0,0.0217830989466047,0,0,0,0,0,-0.0268590255405913,0,0,0,0,0
