,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X000627.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.10712049488895,0,0.18664739703482,0,0,0.275354910684824,0.188521773888045,0.0557189376794041,0,0,0.100625551158906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.150763250468617,-0.0361588361951021,0,0,0,-0.338077949835652,0,0,0,0,0.111601474462758,0.251577113496511,0,0,0,0,0,0,0,-0.0207486020268701,0,-0.0556176570817892,0,0,0
X002142.CH.EQUITY,0.024204120366208,0,0,0,0,0,0.0527493196216623,0,0.606453608479661,0,0,0.0277110973929596,0,0,0,0,0,0,0,0,0.0767136856529023,0,0,0,0,0,0,0,0,0,0,0,0,0.17464977439318,0,0,0,0,-0.255789428815904,0,0,0,0,0.17016720961964,0,1.73472347597681e-18,0,0,0,0,-0.0599273345376525,0.0598883123459358
X002958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.393501779372657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556734971364494,0,0.134419926327082,-0.0725453826363042,0,0,0,0,0,0,0,0,0,0,-0.233564963274095,0,0,0,0,0,0.294458563201536,0,0,0,0.0736011653824397,0.0794770014299692,0,0
X600000.CH.EQUITY,0.0973903966495509,0,0,0,0,0,0.206567085045576,0,0.0255842591947592,0.0600673450339386,0,0,0,0,0,-0.00100818268155301,0,0,0,0,0,0,0.450947917856063,0,0,0,-0.122822137556166,-0.0340177276570857,0,0,0.0555080300514378,0,0,0,-0.104503606213735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118448948203442,3.46944695195361e-18,0
X600015.CH.EQUITY,0.143469768858731,0,0.0751591957146333,0,0,0,0,0,0,0,0,0,0.119490725078942,0.139026063380218,0,0.0210862448281875,0,0,0,0.0779155360313886,0,0,0,0.206778679324528,0,0,0.0255338022912128,0,0,0,0,0,0,0,0,0,0,0,-0.152817967771071,0,0,0,0,0,0,0,0,0,0,0,-0.00486092837532509,0
X600016.CH.EQUITY,0,0,0,0.150604477446267,0,0,0.0778109619501871,0,0,0,0,0,0,0,0,0,0,0.0804996227260748,0.296425785619622,0,0,0,0,0,0,0,0,0,0.148745081772935,-0.00203142458257373,0,-0.173962828684674,0,0,0,0,0.617419064499727,0,0,0,0.254614726529203,0,0,0,0,0,0.209719354568664,-0.281603224946492,0,0,0,0
X600036.CH.EQUITY,0,0.186834610965259,0,0,0.00614127862516482,0,0,0.0413865151950271,0,0,0,0.110877935844485,0.00279632158471266,0,0,0,0.0501062855152939,0,0.123975633130549,0.0446575348605215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216673720824162,0,0,0,0,0,0,0,0,0.0275427149673575,0,0,0.373303461856255,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0.0772988754915336,0,-1.38777878078145e-17,0,0.00581163825394862,0,0,0.000863015151232561,0,0.127413580117916,0,0,0,0,0,0,0.387358713031819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086782098207522,0,0,0,0
X600926.CH.EQUITY,0.212461753640616,0.337764853945566,0,0,0,0,0,0,0,0,0,0,0,0,-0.0344161262495189,0,0,0.322245865560778,0,0.0481207593801882,0,0,0,0,0,0,0,0,0,0,0,0,0.0664588201913173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643850911814182,0,0,0,0
X600928.CH.EQUITY,0,0,0.312698252496626,0,0,0,0,0.0221104263918457,0.168925960883678,0,0,0,0,0,0.0590032337527211,0,0.146588060969978,0,0,0,0,0.218210303171739,-8.67361737988404e-19,0,0,0,0,-0.0341305215991519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216236720032639,0,0,0,-0.0617338803271233,0,0,-0.101295972108519
