,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.236598114290805,0,0,0,0,0,0,0.141651156075466,0,0,0,0,0,0,0,0,0.10444662604519,0,0.112667390024865,0,0,0,-0.109373888032947,0,0,0,0,0,0,0,0,0,0,0.0923770670062835,0.363753025295624,0,-0.279535159058479,0.0336340211597358,0,0,0,0,0.0261812871849556,0,0,0,0,0.0469986193510658,0,-0.254204333963948
X002142.CH.EQUITY,0.190628814272015,0,0,0,0,0.115378862619406,0,0,0.0211812181747815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.087261999963209,0,0,0,0,0.161773866391378,0,0,0,0,0,0,0,0,0.00256986134774624,0,0.143711005801357,0,0,0,0,0,0,-0.173068611394972,-0.175545387907862
X600000.CH.EQUITY,0.0733786323046189,0,0,0,0,0.161473664702339,0,0,0,0,0,0,0.35886848209261,0,0.167087216752264,0,0.108980646708787,0,0,0.0179665307723826,0,0,0,0,0,0.194270507513616,0,0,0,0,0,0,0,0,0.0485409632544135,0,0,0,0,-0.0135186479838705,0,0,0,-0.0151355740347592,0,-0.0533352047432862,0,0,0,0,0.0513881770242909
X600015.CH.EQUITY,0,0,0,0,0,0,0.123434921329112,0,0,0.126531944022225,-1.73472347597681e-18,0,0,0,0.306609422196985,0,0,0.0169945163216071,0.0165718573935078,0,0,0,0.00331988181897976,0,0,0,0,0,0.0137114518053377,0,0,0.134918795576105,0,0,0,0.0559587246480498,0,0,0,0,0,0,0.119257136986777,0,0,0,0.0346220301623863,0,0,0,0
X600016.CH.EQUITY,0,0,0.0273670585679474,0,0,0,0,0,0.0508179730191509,0,0.200412159694751,0,0.234446347176655,0,0,0,0,0,0,0,0,0,0,0,0,0.0232644867895682,0,0.154009291158802,0,0,0,0,0,0,0.328459169747832,0,0,0,0.0853949128554702,-0.0110696757651617,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.240037139655273,0.0881457283968196,0.0239265449480392,0,0,0,0,0,0.0469808094518788,0,0,0,0,0,0,0,0,0,0,0,0,0.0932350784394586,0,-0.0726954619163334,0,0,0,0,0,0,0,0,0,0,0,0,0.119347227567229,0,0,0,0.107884387866626,0,0.10625681293813,3.46944695195361e-18,0,0.162480663152114,0.00308793879509613,0.0456372080619024,0,0,0
X600919.CH.EQUITY,0,0.126778059675149,0,0,0,0,0,0,0.136380573554129,0,0.0725841735922552,0,0,0,0,0.106255537599811,0,0.00148891722091434,0,0,0,0,0,0,0,0.0446539620213891,0,0,0,0.242160453863634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.143695954309816,0,0,0.473645071533985,0,0,0,0,0,0,0.0501998474295981,0.135593993530172,0,0.0183794587668808,0,0,0,0,0,0,0.088331469288345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325197983587107,0,0,0,-0.135443186519571
X601166.CH.EQUITY,0,0,0,0,0,0.320210378963011,0,0.166604477590383,0,0.12301718736599,0,0,0,0,0.0475264725818904,0.0438499538333144,8.67361737988404e-19,0.0855677841955716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111325831615665,0,0,0,0,0.204199136695115,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.0103604033538443,0.315206250769838,0.437207268916794,0,0,0,0,0,0,0,0,0.264971460951287,0,0,0,0,0,0,0,0,0,0,0,0.0111760906044827,0,-0.103086474542258,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452688022064413,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0.0291627243912613,0,0,0,-0.0317995910167703,0,0,0,0,0.298097538913675,0,0.183215001723333,0,0,0,-0.184290444719761,0,0,0,0,0,-0.0822575326685861,0.19556262733673,0,0,0,0,0,0,0,0.0316236296040109,0.327348348999496,0,0,0,0,0,0,0,0.101224503336778,-0.0818434744602615,0,0,-0.154905256436047,0,0.00772125935502985,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0833088662846117,0.131133274489927,0,0,0.517729267289247,0,0.129647557991657,0.0261669271214615,0,0,-0.0352356828930968,0,0,0,0.0438044269664098,0,0,0,0,0.183713110368457,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016293898921824,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.348618332460506,0,0,0,0,0,0,0.162406305589318,0,0,0,0,0,-1.38777878078145e-17,0,0.1636774400679,0,0,0,0.0164985437791785,0.0654812275278858,0,0,0,0,0,0,0.158276097233435,0,0,0,0,0,0,0,0,0,0,0.0878656552779403,0,0,0,0,0,0,0,-0.0245618660194061,0,0
X601398.CH.EQUITY,0,0,0,0,0,0,0.0651087394223929,0.291802949065517,0,0,0,0.0861401589067295,0.226165715490936,0,0,0,0,0,0,0,0.097969677978266,0,0,0,0.0326778068064126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13439425285395,0,0,-0.296547114609636,0,0,0,0,0.127765150659217,-0.0109663277829797,-0.0734327763224939
X601818.CH.EQUITY,0.201850737601213,0,0,0.176214253455968,0,0,0.113056391307249,0.0380864674846024,0,0,0,0,0,0,0,-0.252987061985943,0,0.219139589642806,0,0.0986297321113605,0,0,0,0,0,0,0.0097261614804401,0,0.0223409774292104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179313210512748,0,0,0,0,0,0,0,0.115715082966907
X601939.CH.EQUITY,0.0590596433380563,0,0,0,0,0,0,0,0,0.0496600657596773,0.375064949024343,0,0,0.484107622465714,0,0,0.178931558353281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0474842706228233,-0.120866627348142,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.326879503332008,0,0,0,0.140901722948728,0.0141667812917912,0,0.244099597188491,0,0,0,0.132026079930723,0,0,0,0,0,0,0,0,0,0,-0.213186372988841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490592053530623,0,0,0,0.145828048318246,-0.00104994296853064,0
X601998.CH.EQUITY,0,0,0,0.303684141364674,0.444639610534922,0,0,0,-3.46944695195361e-18,0,0.0310015529974024,0,0,0,0,0.0245777637026508,0,0,0.0577552735140393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.230664396527739,0,0,0,0,0,0,0.0100255797900226,0,0,0,0.0207772173270471,0,0,0,0
X601916.CH.Equity,0,0,0,0,0,-0.224961173544897,0,0,0,0,0,0,0,-0.206509100683932,0,0,0,0.233549331632091,0,0,0,0.0206562270919364,0,-0.220576659331516,-0.0602280679761521,0,0,0,0,0.071639319548223,0,0,0,0.157468654885434,0,0,0,0,-0.226765566340053,0,0,0,0,0,0,0,0.288595669603784,0,0,-0.626231060019983,-1.38777878078145e-17
