,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0.0156480663365177,0,0,0,0,0,0,0,0.681289388291948,0,0,0,0,0,0,0,0,0.103781356028758,0,0,0,0,0,0,0.0470484588455668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104628305943511,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0.0967686880002692,0,0.270936415614727,0,0,0,0,0,0,0,0,0,0.0659787891300214,0,0,0,0,0,0,0,0.0954708293428518,0,0,0,0,0,0,0,-0.178668967406869,0,0,0,-0.0694567756159304,0,0,0,0,0,0.0235223228654856,0,0,0,0,0,-0.00765260239616223,0,0,-0.00316464258114709
X002958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.185196663402763,0,0,0,0.0687191570431652,0.0875435259195348,0,0,0.180401707585046,0,0,0,0,0.258553634732654,0,0,0.0344874960794479,0,0,0,0,0,0,0,0,0,0.0800630872377994,0,0,0,0,0,0,0,0,0,0,0,0,0.0169031089785652,0,-0.0898910625198386,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.32529786342874,0,-0.057279616594864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.659517918857066,0,0,0,0,0.00468624347344379,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0737437021430389,0,0,0.168264448593568,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.00710262150426725,0,0,0,0,0,0,0,0,0,0.129854100534975,0.0876549568699524,0,0.0223375066201967,0,0.100298178690714,0.0261044169375183,0,0,0.140602033189899,0.0611147787579816,0,0,0,0.119798331969137,0.131263145187773,0,0,0.10499906797582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.140739313062753,0,0.177804918397928,0,0,0,0,0,0,0,0,0.0430614533697216,0.244188571648753,0,0,0,0.119782474308475,0,0,-1.73472347597681e-18,0,0.233823181378503,0,0,0,0,0,0,0,0,0.11564923026242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0583053159787245,0.0880870704541996,0,0.472652632362649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879478942796659,0,0,0.1816194932149,0,0,0,0,0.0649431938944171,0,0.326741068341492,0,0.134167564828775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.419780481265615,0,0,0,0,0,0,0,0,0.27080928693603,0,0.310457046959548,-0.110782738594142,0,0.294290014224164,0,0,0,0,0,0.0208990313099269,0.152762168212919,0,-0.124200919851852,0,0,0.0479792969704156,0,0,0,0.167673820315848,0,0.0142186947471022,0,0,-0.0644454496650353,0,-0.291368450050144,0,0,0,0
X600926.CH.EQUITY,0,0,0,-0.0628095718347179,0,0,0,0.062237041297527,0,0,0,0,0,0.164733102342507,0,0,0,0.00923514659772388,0,0.457960912289289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874840362321453,0,0,0,0,0,0,0,0,0.0516086803318232,0,0.174883833624347,0,0,0,-0.174535398818227,0,0.0589700959089584,0
X600928.CH.EQUITY,0.078306913264263,0,0.392930717370837,0,0,0,0,0,0,0,0,0.125183570168562,0,0,0,-0.0663516305855619,0,0,0,0,0,0,0,-0.0928194911562922,0,0.37023904043005,0,0,0,0,0,0,0,0,0,0,0.117938956631033,0.112154616708427,0,0,0,-0.041143164757991,-0.0201987173452312,0,0.032846592211563,0,0,0,0,-0.133843802267524,0,-0.00641350457890433
