,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000069.CH.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.186957767153587,0,0.143047725710152,0,0,0,0,0,0.106680892192351,0,0,0,0,0,0,0.1123053595284,0,0,0,0,0,0,0,0.00561068055799504,0,0,0.000954955418482002,0,0,0,0,0.110364905410237,0,0,0,0,0.0403172655699604,0,0,0,0.118928698952873,0.0427939083060666,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.260833515146478,0,0,0,0,0.147116495012756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149269362420744,0,0,0,0,0,0,0,0,0,0,0,0.22819521437288,0,0.0218063304793641,0.0584006310044646,0,0.00233472540128156,0.208301768738404,0,0,0,0,0,0,0,0,0.0359638260846542
X600000.CH.EQUITY,0,0,0,0,0.0898641860787447,0,0.0391456111676753,0,0.353341005888263,0,0,0,0.288802363512617,0,0,0,0,0,0,0,0,0,0.136454924408402,0.0164441405191868,0.194274426384578,0,0,0,0,0,0,0,0,0,-0.0498759583854148,0,0,0,0,0,0,0,0,0.0770694151628351,0,-0.0592153829476063,0,0,-0.00781515580268363,0
X600015.CH.EQUITY,0.00375433734481448,0,-0.0361428081941349,0,0,0.48934106996975,0,0,0,0,0,0,0,0,0.032902858484733,0.0928466325246852,0,0.521062387558805,0,0,0,0,-0.103954534924026,-0.334866706247646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.055635217011916,0
X600016.CH.EQUITY,0,0.144886067613823,0.114843023876683,0.325165740385448,0,0,0,0.121406246530556,0,0,0.0570567500306946,0.00131613031966344,0.119711326415467,0,0,0.0286475503975735,0,0,0,0,0,0,-0.0407838160260253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126111168956778,0,-0.0758128697640443,0
X600036.CH.EQUITY,0,0.0872811587326725,0,0.218506127156166,0,0,0,0,0,-0.106509442749268,0,0,0.477946687084026,0,0.0494216389067613,0,0,0,0,-0.0857003072626903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046510551495045,0,0,0,0.215702588477015,0,0,0,0,-0.125708264427871,0,-0.00394835769841535,0.0460751553220354
X600919.CH.EQUITY,0,0,0,0,0.182868036204164,0,0,0.0439137607292457,0.0708798834374684,0.0225196803419767,0.0524725557271938,0,0,0,0,0,0,0.158989064526301,2.16840434497101e-19,0.282661850713026,0,0,0,0,0,0,0.0379163119749755,0,0,0,0,0,0.0761347153933114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.0987477061365664,0,0,0,0,0,0.323078346051071,0,0.0925360585732687,0,0,0,0,0,0,0.220101594427107,0,0,0,0.176189744052367,0,-0.0698657858236501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141731210423144,0,0.0676190479065419
X601166.CH.EQUITY,0,0,0.246796806092096,0,0,0,0.0248640878455063,0.130335557514072,0,0,0,0.265322335234926,0.216879271099994,0.0323428857138106,0,0.0781353333107663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0
X601169.CH.EQUITY,0,0,0,0,0.0251263812244249,0.0387192728515105,0,0,0,0,0.209649859448806,0.104322808213563,0.039592537304275,0,0,0,0,0.235000298465208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599760607378075,0,0,0.0791316462055441,0,0,0,0,0,0,0,0.0270175532542049,0.073447909878496,0,0.0685064440423777,0,0,0,0
