,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600061.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000069.CH.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0.0767857297727149,0.115483460237577,0,0,0.150845862873531,0,0,0,0.201351302025797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124097763584522,0,0,0.0407022138235713,0.0380872799581923,0,0
X002142.CH.EQUITY,0.0453418658650936,0,0,0,0,0.160531703565485,0,0.493216662986645,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112977955842971,0,0,0,0,0,0.072083881178273,0.082670122529866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0970675808937016,0,0,0,0.0992327735003059,0.180894287029252,0,0.0818039072886352,0.00575961844136656,0,0,0,0.129465482276074,0,0,0,0,0,0,0,0,0,0,0,0.159984271626505,0,0,0,0,0,0,0,0,0,0,1.35525271560688e-20,0,0,0,0,0.10540744705493,0,0,0.0498132269518894,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.257407225698656,0,0,0.297332906498959,0,0,0.070746595852117,0,0,0,0.289481941438868,0,0,0,0,0,0,0.0528169880759105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00311613800277192,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0884406906481849,0,0,0,0,0.310047721810217,0,0,0,0.216010201146636,0,0,0,0.0748144252968135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0300001824192141,0,0,0,0.0411172837502107,0,0,0
X600036.CH.EQUITY,0.413054477116877,0,0.256441104995162,0,0,0,0,0,0.0485530526413373,0,0,0,0,0,0,0,0,0,0,-0.056399277131638,-0.0591213382693933,0,0,0,0,-0.0894889111682625,0,0,0,0.0602765924626394,0,0,0,0,0.0431652197204275,0,0,0.0955788363411739,0.0780289827629533,0,0,0.044080725513805,0,0.0536227173043687,0,0.0796170564476129,0,0.0150198873213391,0,0.00701352209725841
X600919.CH.EQUITY,0,0,0,0.418121601303233,0,0,0,0.0626895464731176,0,0,0,0,0,0,0.0432505799224598,0,0.144783736426081,0,-0.0126976379671446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217365753139476,0,0,0,0,0,0.0722133365618628,0,0,0.0326634200889669,0,0,0,0,0,0,-0.0208016485332732
X601009.CH.EQUITY,0,0,0,0,0,0,0.0169336768175234,0,0.292256320613336,0.307569832901464,0,0,0,0,0,0.0309921183533348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00686333496135203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334583294141387,0,0
X601166.CH.EQUITY,0,0.0745593912390654,0,0,0.269875398917641,0.14667884164189,0,0,0,0,0,0,0,0,0,0.155566544618712,-6.93889390390723e-18,0,0,0,0,-0.00131802049743388,0,0,0,-0.00891033920309246,0,0,0,0,0,0,0,0,0,0,0,0,0.0722805236378749,0,0,0,0.116313194743916,0.00756099445868916,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0.0406635921550873,0,0.179742834419767,0.0089013497494086,0.00337861070369446,0,0,0.099326181920372,0,0,0,0,0,0.149732282016846,0.0175410035087998,0,0,0,0,0,0,0.235777454718935,0,0.0899999354970326,0,0,0,0,0,0,0,0,0.040148159608624,0,0.0606574621812588,0,0,0.00861569293078096,0,0.0105066255435804,0,0,0,0,0,0,0
