,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.0109804672480543,0,0,0,0,0.0767264680527072,0,0,0.349635622638599,0,0,0,0,0,0.110474649162905,0.120817066279878,0,0,0,0,0,0,0,0,0,0,0,0.119378545782196,0,0,0,0,0,0,0,0,0,0,0,0,0.126769378655405,0,0,0.101697684397876,0,0,0,0,0.0399104428417464,0.0158602412280263,0
X002142.CH.EQUITY,0.149095729531798,0,0,0,0,0.0885700995247704,0,0,0,0,0,0,-0.0524949279961508,0,0.399032975122495,0,0,0,0,0,0,0,0.27956645065576,0,0,-0.224440915207251,0,0,0,0.0636050794908485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14597430775853,0,0,0,0,0.0273461206798867,-0.044031035364418,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.223751072006495,0,0,0,0.117950302065699,0,0,0.104150946831368,0,0,0,0,0.118350708151086,0,0,0,0,0.0580001528588546,0,0,0,0,-0.0998313932573761,0,0,0,0,0.274883082973057,0.0514263292364226,0,0,0,0,0,0,0.0559005953164009,0,0.111511243079115,0,0,0,0,0.0490380304623216,0,0
X600015.CH.EQUITY,0,0,0,0,0.065813054032549,0,0,0,0,0,0.132817859926054,0.118099346629719,0,0.032574357952781,0,0,0.480941437484045,0,0,0,0,0.0359520741794067,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.144186146289426,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131953951745208,0,0,0,0,0.262778370385148,0,0,0,0.125836655736377,0.464450028059311,0,0,-0.123665935531605,0,-0.0694379654156303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180311031446786,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.226421257061955,0,0,0,0,0,0,0,0,0.2848299485164,0,0,0,0,0,0,0,0,0,0,0,0.201950427496477,0,0,0,0,0,0,0.227210784327441,0,0.159582707579444,0,0,0.0122692410279326,0.118751182855252,0,0.0364416492160387,0,0,0,0,0,0
X600919.CH.EQUITY,0.0573598759317272,0.394955549511864,0,0,0,0,0,0,0.0300576447528804,0,0,0,0,0.0680230551455457,0,0,0,0,0,0.413524160617837,0,0,0,0,0,0,0,0.0738215521261182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184042774923987,0,0,0,0.0112349769277565,0.0609569696218562,0
X600926.CH.EQUITY,0,0,0,0,0,0,0,0,0.154658314844362,0,0,0,0.0772652301842789,0,0,0,0,0.142099459820261,0,0,0,0,0.319677277061577,0,0,0,-0.0280414343329727,0,0,0,0,0,0,0,0.193476989642583,0,0,0,0.101695058448837,0,0,0,0.0666795333919963,0,0,0,0,0,0,0,0.0122318777215447,0
X601009.CH.EQUITY,0,0,0,0,-0.202030580717924,0,0.321875192122953,0.332182538069927,0,0.214736006082168,0,0,0,0,0,0,0,0,0,0.154658220303144,0,0,0.068442411773802,0,0,0,0,0.0720183742478355,-0.0930062305471518,0,0,0,-0.253007151654871,0,0,0,0,0,-0.00553849190947167,0,0,0,0,-0.0082473592366234,0,0,0.221821086050225,0,0.0665801640288289,0,0,-0.0269227250706179
X601166.CH.EQUITY,0.325687795150816,0,0.011593645315235,0,0,0,0,0,0.101794925074221,0,0,0,0,0,0,0,0,0.239525158746053,0,0.0978229962520028,0,0,8.67361737988404e-19,0,0,-0.0577917001518942,0,-0.0825471679699081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0980241697464065,0.278705828094433,0,-0.046574593895925
