,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.211871557585873,0.0818181670733597,0,0,0.186740605573232,0,0.0318382873110093,0,0,0,0,0,0,0,0,0,0,0,0,0.180790621424267,0,0.123475723980356,0,0,-0.00210044429492586,0,0,0,0,0,0,0,0,0,0,0,0,0.0634530020706298,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.192379066362041,0,0,0,0,0,0,0,0,0.298011341816842,0,0,0,0,0,0,0.326429707797958,0,0,0,0,0,0,0,0,0,0,-0.119636889012362,0,0,0.0795831649314955,0,0,0,0,0,0,0,0,0,0,0,0.0172283940528632,0,0.101906264410696,0,0,0,0,0,0,0.145366071333099
X600000.CH.EQUITY,0.0503802606819401,0,0,0,0,0,0,0.1800756588782,0,1.73472347597681e-18,0.35765918799845,0,0,0,0,0.0797131588954273,0,0.166157281637533,0,0,0,0,0,0,0,0,0,0,0,-0.0708940059973192,-0.00502880082681887,0,0,0,0,0,0,0.0858486213320625,0,0,0,0,0,0,0.0220548172503798,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.0537485546762356,0.0624621033179195,0,0,0.489831034677233,0,0,0,0,0,0,0,0,0,0,0,0,0.161954144035786,0,1.0842021724855e-19,0,0.0148254246717521,0,0,0.0145863496257692,0,-0.161981248212534,0,0.0295974650559938,0,0,0,4.33680868994202e-19,0.0241035240910511,0,0,0,0.102371913699865,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,-0.349569342893817,0.0600136784865509,0,0,0,0,0.193115564481236,0,0,0,0,0,0,0,0,0.409194137949118,0,0,-0.125877184595756,0.0939523983178422,0,0,0,0,0,0.0444171801653385,0,0,0.0978786882998056,0.031582556285669,0,0.161851785185063,0,0,0.11274972060274,0,0,0,0,0,0,0.119011397278016,0,0
X600036.CH.EQUITY,0.189553992323803,0.196679708323795,0,0,0,0,0,0.0741646194398355,0,0,0,0,0,0.0137761328215948,0,0,0,0,0,0,0,0,0.438205892330861,-0.023015163677702,0,0,0.0669018377127073,0,-0.0111322865757119,0,0,0,0,0,0,-0.0301491917317008,0,0,-1.73472347597681e-18,0,0,0,-0.0847264382185496,0,0,0,0.0750559481613385,0,0,0.220430377761765,0,0.0194369146728239
X600919.CH.EQUITY,0,0,0.0391673397020776,0,0,0,0,0.465744893447738,0,0,0.10685777709152,0,0,0,0,0,0,0.135680870913297,0,0.0277092137680539,0,0,0,0.27759650043104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.193447862592523,0.00769571117339617,0.0480300593388045,0,0,0,0.0291261157141308,0,-0.0828400361711875
X600926.CH.EQUITY,0,0.316224766705787,0,0,0,0,0.43948052074965,0,0,0,0,0,0,0.0353364690522557,0.127683795274444,0,0,0,0,0,0,0,0.00805084454569514,0,0,0,0,0,0,0,-0.0294049405510156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0572947712960656,0,0,0,0.0593388024896082,0
X601009.CH.EQUITY,0,0,0,0.105581905342588,-0.0841523544089673,0,0,0.150326923657777,0,0,0,0,0,0.386870641881148,0,0,0,0.0877510821998227,0,0.0269095190315259,0,0,0,-0.0434886908377385,0,0.0919439258965328,0,0,0,0,0,0,0,0,-0.0856233910726182,0,0,0,0.103887936315256,0,0,0,0,0.165555393533259,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.642750335007758,0,0,0,0.0253852331037997,0.066915732019088,0,0.0660626519540165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23976518604721,0,0,0,0.149321782185541,0,0,0.104302966563217,0,0,0,0,0.0684059692607781,0,0.00902905688695783,0,0,0,0.0764218229340808,0.028230825676848,0.0350388749473158,0,0,0,0,0,0.0982391798363642,0
