,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600061.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.179889882682032,0,0.0878323236508177,0.0134780865971978,0.0587019316293096,0,0,0,0.0539214847287777,0,0,0,0,0.0188315452469772,0,0.118879886858376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114217977967952,0,0.0441764611607245,0,0,0.0340434969137947,0,0,0,0.0923433065891588,0.0697605952929701,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.175189886964541,0,0,0,0,0,0,0,0,0,0.0961914220194111,0.0364264868467496,0,0,0,0,0,0.0762025342358827,0,0,0,0,0,0,0,0,0,0.280315206442515,0,0,0,0,0,0,0,0.223155507103936,0.054813339337957,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0637164212117143,0,0,0,0.282145740637868,0,0.185736472218652,0,0,0,0.0910876893745749,0,0.0343325710710955,0,0,0,0,0,0.127752801027154,0,0.207660573206261,-0.08337078475337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147619137215603,0,-0.00997135284336334,0,0,0
X600015.CH.EQUITY,0,0,-0.00149772274442822,0,0,0.468808966536443,0,0,0,0,0,0,0,0,0,0,0,0.174390989316907,0,0,0,0.00930407897509991,-0.0954709331765977,-0.330688057842466,0,0,0,0,0,0,0,0,0,0,0.0877090980591807,0.238012097035311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710624405664811
X600016.CH.EQUITY,0.0304939511971854,-5.42101086242752e-20,0.196479933670066,0.312386053339811,0,0,0,0.146806263535498,0,0,0.104128955046651,0,0.0254727425214037,0,0,0.0344602285340063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771830970698367,0,0.0145815969075318,0,0,0,0,0,0
X600036.CH.EQUITY,0.546733991330941,0.0508765443918984,0,0.254870235896103,0,0,0,0,0,0,0,0,0.076133443059831,0,0.0183057342867512,0,0,0,0,-0.134497567104715,0,0,0.081941594448443,0.0232672911678742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883013247949045,0,-0.0458364491490252,0.0983691512755812
X600919.CH.EQUITY,0,0.0949709699096062,0,0.00344528997739437,0.0709740229656331,0,0,0.154863964437542,0,0,0.0880528544911639,0,0,0,0,0,0,0.242407940181378,0,0.228368825115638,0,0,0,0,0,0,0,0.0767163425546573,0,0,0,0,0,0.0648299504223956,0,0,0,0,0,0,-0.0572331682383907,0,0,0,0,0,0,-0.00629015685363736,0,0
X601009.CH.EQUITY,0.285704091787202,0,0,0,0,0.11998411229653,0.137107193289446,0,0.23350781683834,0,0,0,0,0.0397503043960192,0,0,0,0,0,0.125387757373838,0,-0.0557794807589775,0,-0.199832888556017,0,0,0,0,0,0,-0.0782303699424614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115830097201351,0.00727035171512054,0.203934891593241
X601166.CH.EQUITY,0,0,0.280654139928826,0,0,0,0,0.175903765662244,0,0,0,0.219223352720976,0.150462088703277,0.152200759759886,0,0,0.0158647137005314,0,0,0,0,0,0.0203150031719491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.00260833238527508,0,0,-0.0696293356823333,0,0
X601169.CH.EQUITY,0,-0.106975856559793,0,0.113629383290925,0,0.122054705103744,0,0,0,0,0.233855544401049,0,0.0486154442701528,0,0,0,0,0.332159166998862,0,0,0,-0.0225912535959355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209610954722388,0,0,0,0,0,0,0,0.0371189210267544,0.0925842082426374,0,0.0489456909958166,0,0.0216770561494648,0
