,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.240310123850849,0,0,0,0,0,0,0,0,0.200468226474767,0,0,0,0,0,0,0,0.101558653206728,0,-0.107828712050551,0,0,0,0.225490276422221,0,0,0,0,0,0,0.270257486824181,0,0.120351559962246,0,0,-0.354023058962968,0,0,0,0,0,0,0,0,-0.0193584330600536,0,0,0
X002142.CH.EQUITY,0.218838762244734,0,0,0,0,0,0.0553812971948136,0,0.102893255601964,0,0,0,0,0,-0.000637012425843821,0,0.0729552419168582,0,0.027533061536824,0,0,-0.0881068205690911,3.46944695195361e-18,0,0.0273682902854589,0,0,0,0,0,0,0,0.0210672221534816,0,0,0,0,0,0,0.20408654202138,0,0,0,-0.0219195397290055,0,0,0,0,0
X600000.CH.EQUITY,0,0.0994725967434802,0,0,0.0522894387459838,0.296983650278341,0.044535784067282,0,0,0,0,0,0.373431145291733,0,0,0,0.0448676519495732,0,0,0,0,0,0.0185812411275564,0,0,0,0,0,0.047976513425918,-0.0698773492773444,0,0,0,0,0,0,0,0,-0.0109198308010746,0.141418302716726,0,0,0,0,0,0,0,0,-0.0231322922382972
X600015.CH.EQUITY,0.0204756708948454,0,0,0,0,0,0,0,0,0.278958286781852,0.00809711050114162,0,0,0,0.397277895633891,0,0,0.000316037220268787,0,0.039108134679469,-5.42101086242752e-20,0.21017333317887,0,0,0,0,0,0,0,0.0383202403685642,0,0,0,0,0,0,0,0,0,0,0,0.126977900277807,0,0,0,0.0258290055861764,0,0,0
X600016.CH.EQUITY,0,0,0.0587907684802769,0.213830628758326,0,0,0,0,0,0,-3.46944695195361e-18,0,0.382276645820149,0.00549165163733277,0,0,0.181456327353733,0,0,0,0,-0.0497642520521508,0,0,0,0,0,0,0,0,0,0,0.0918621799118012,0,0,0,0,0,0,0,0.214639592980572,0,0,0,0,0,-0.0690307358481562,0,-0.171224851379369
X600036.CH.EQUITY,0,0.225972322879366,0.195069873248525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703528972124485,0,0.213653802511575,0,-0.0345863650782379,0.0187998057679089,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0223158674106614,0.399671877071822,0,0.0154429013149565,0.0346293305179055,0,0,0,0,-1.73472347597681e-18,0.00749603611738981
X600919.CH.EQUITY,-0.0216116686203313,-1.73472347597681e-18,0,0,0.0368650473252133,0,0,0,0,0.162588221082966,0.113286915759072,0,0,0.0876167935737638,0.0308977977410362,0,0.379593853772453,0.173394089395713,0,0,0,0,1.73472347597681e-18,0.0249929850976435,0,0,0,0,0.133665095190245,0,0,0,0,0,0,0,-0.048999860332461,0,-0.126508687719582,0,0,-0.128474176316667,0,0,0,0,0,0,0.0463726859580665
X601009.CH.EQUITY,0.557281609427222,0,0,0,0,0,0.0139457042223324,0,0,0,0,0,0,3.46944695195361e-18,0.340956499227525,1.73472347597681e-18,0,0,-0.121361766669287,0,0,0,-0.0984745439470154,0,0.111610385696349,0,0,0,0,0,0,0,-0.0828499650952565,0,0,0,0,0,0,0,0,0,0,0,0.217617798645966,0.0266168508057942,0,0,0
X601166.CH.EQUITY,0,0.279589495728051,0,0,0,0,0,0,0,-0.242413198878247,0,0,0,0.0306311848201081,0,0,0.433964708498551,0,0,0,0,0,0,0,0,0.0277119338112486,0,0,0,0,0,0,0,0,0.0478246408513651,0,0,0,0,0,0.0474604488887743,0.283247106910929,0.236468629234237,0.0460691186793917,0,0,0,-0.0369774367072579,0.269368109329531
X601169.CH.EQUITY,0,0,0.0914128221812463,0.596061817506905,0,0,0,0,0,0,0,0,0.0755638110189975,-0.117243498341685,0.111606561344775,0,0.245910824764017,0,0,0,0,0.133419558811916,0,0.11697919281881,0.0407560386105262,0.0354641341989322,0,0,0,0,0,0,0,0,-0.025063269806627,0,0.00828190776204511,0,0,0,0,0,0,0,0,0,0,0,0
