,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000069.CH.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0,0,0.195020129605741,0.0140598822398925,0.124909696449619,0,-1.73472347597681e-18,0.161712553668961,0,0,0,0.120877939858514,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.00338587600080864,0,0,0,0,0.0191030343300802,0,0,0,0,0,0,0,0,0.0555815557946529,0,0.0991633812061665,0,0,0.0785085074934546,0.0493598790966788,0
X002142.CH.EQUITY,0,0,0,0.19642794597058,0,0,0,0.228187432874445,0,0,0.218823481779447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185323261191197,0.161256814848429,0,0,0,0,0,0,0,0,0,0,0,0.0677486945955536,0,0,0,0,0,0
X600000.CH.EQUITY,0.0353343564748485,0,0,0,0.139128637368874,0.218782865739168,0,0,0,0,0,0,0.157019392942964,0,0,0,0,0,0,0,0.0216093383569496,0,0,0,0,0.00726581149683397,0,0,0,0,0,0,0,0,0,0,0,0,0.0222421510441025,0,0.0768278752739277,0,0,0.115787645199788,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.607610189325563,0.0660682003882589,0,0,0.100465563604332,0,0,0,0.050766926807563,0.0516354788262515,0,0,0,0,0,0,0,0,0.0527753021086093,0,0,0,0.00183805452196375,0,0,0,0,0,0,0.0212899062158969,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0496985877724419,0.318264786652431,0,0,0,0,0.325213161813155,0,0,0,0.0413391147829488,0,0,0,0.103197927593642,0,0,0,0,0,0,0.0873136973890528,0,0,0,0,0,-0.0250757179574133,0,0,0,0,0,0,0,0.00351162747605049,0,0,0.043771738182795,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.440069039669325,0.040428769112878,0.273145362678773,0,0,0,0,0,0,0,0,0,0,0,0.0867430995926157,0,0,0,0,-0.0417390427328114,0,0,0,0.0423713997685153,0,0,0,0,0,-0.0352002156648637,0,0,0,0,0,0,0,0,0,0,0.0209980066058432,0.0922762118570072,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0.26410178257027,0,0,0,0,0,0,0,0,0,0,0,0,0.274050642706605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875353442247019,0,0.20224003607181,0,0,0.034107352546634,0,0,0.0515844857076215,0,0,0.0143063366445358,0,0,0,0,0,0
X601009.CH.EQUITY,0,0.230553585943154,0,0.215895024321889,0,0,0,0,0.369413292880922,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619268067243026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335105901939597,0,0.261134422078952,0
X601166.CH.EQUITY,0,0.0106133334234262,0,0,0.0472373990163281,0.17051210117193,0,0.0620243028034644,0,0,0,0,0.125971094989377,0,0,0.143263303923473,0.0705046765877293,0,0,0,0,-0.0527936992780689,0,0,0,0,-0.00071933266510646,0,0,0,0,0,0,0,0,0,0,0,0.057481919050765,0,0,0,0.155497425480271,0,0,0,0.0972567586502489,0,0
X601169.CH.EQUITY,0,0,0,0.0357077108181382,0,0.0544128905235185,0,0,0,0,0,0,0.0124782771300364,0,0,0,0.200260309629634,0.153445675019385,0,0,0,0,0,0,0,0.0996011437549496,0,0,0.0512228477218632,0,0.0976434764196044,0,0,0,0,0,0,0.0746049422754845,0,0,0.0672269674707409,0,0,0.0674963627581387,0,0,0,0,0
