,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.181759142654995,0,0,0,0,0,0,0.13511134099072,0,0,-0.141394496756458,0,0,0,0.309149509384791,0,0,0,0,0,0,0,0,-0.0908675639736043,0.0249096788631373,0,0,0,0,0,0,0,0,0.363999870656626,0,0,-0.13032073554057,0,0.170121958575439,0.0764497571957684,0,0.00336940663563399,-0.148278366498381,0.107550836534262,0,0,0,0,0,0.000719381630319336
X002142.CH.EQUITY,0.101823891813625,0,0,0,0,0.183478126203882,0,0.267884681994173,0,0,0,0,0,0,0,0,0,0,0,0,0.0256383423918632,0,-0.0123941822314092,0,-0.0990348925132697,0,0,-0.142365213491683,0,0,0,0.0454351432547945,0,0,-0.285880920350847,-2.16840434497101e-19,0,0,0,0,0.00140768922463193,0.269381761066962,0,0.117100759931797,0,0,0,0,0,0,-0.0187171518868692
X600000.CH.EQUITY,0.101592743733315,0,0,0,0.0265925480413359,0.143606286851803,0,0,0,0.0500449503478502,0,0,0.334075162800071,0,0.147382933330575,0,0.0438867757071307,0,0,0,0,-0.0411948358043342,0,0,0,0,0.158828227587933,0,0,0,0,0,0,0,0.0701391984057963,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.0651695096267683,0,0,0,0.0580272479490553
X600015.CH.EQUITY,0,0,0,0,0.0129370534860041,0,0.0644056504375114,0,0,0.0941970921281129,3.46944695195361e-18,0,0,0,0.229742024791205,0.109852573906715,0,0,0,0.0289453305516049,0,0,0,0,0,0,0,0,0,0,0,0,0.0627473261135053,0.00975869711075687,0,0.0540421600677459,0.0278978112794971,0,0,0.0469351309214527,0,0,0,0.18152798101174,0,0,0,0.0348374672887035,0,0,0
X600016.CH.EQUITY,0,0,-1.38777878078145e-17,0.0417563919554736,0,0,0,0,0,0,0.126699198784886,0,0.349223894318233,0,0,0,0.0739131221102306,0,0.0123081356475243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379398550764046,0,0,0,0,0,0,0.0934379167448465,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.129011062895538,0.101047220859763,0.385400492538062,0,0,0,0,0,0,0,0,0,0.0598250127425492,0,0,0,0,0,0,-0.0382652026795984,0.0474361704964167,-1.38777878078145e-17,0,0.0704337761277341,-0.0264729272500899,0,0,-0.0483896986699616,0,0,0,0,0,0,0,0,0,0,0.0996187855166049,0,0,0,0,0,0,0,0.236711324015364,0,0.124992375141116,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0928534785312493,0,-3.46944695195361e-18,0.310324809468283,0,0,0.275253442763165,0,0,0,0,-0.00308344882028256,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0406834822084631,0,0,0,0,-0.0362358954251888,0,0,0,0,0,0,0,-0.0628660764406544,0,0
X601009.CH.EQUITY,0.226080880060445,0,0,0.248213559453361,0,0,0,0,0,0,0.0132245270791877,0.245785964774812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648673306612933,0,0,0,0.00264662944034825,0,0.0612737053449298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108553806178928,0,0,0
X601166.CH.EQUITY,0,0,0,0.126804697954716,0,0.351599590455121,0,0.133941265359681,0,0,0,0,0,0.015994101583806,0,0.0379589476988529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186248356265087,0,0,0,0,0,0.27476952993697,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.260032488894244,0.428036133255842,0,0,0,0,2.16840434497101e-19,0,0,0,0.265516094702721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0830590348385117,0,0,-0.0195253833752577,0,0,0,0,0,0,0,0,0,0,0.0145105793803665,0,0.0798033487726679,0,0,0,0,0,0,0.0176068226625348
