,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.122262128475463,0,0.10801593819733,0,0,0,-0.0430540955992343,0,0,0,0.375234212755461,0,0,0,-0.0839182992709771,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225103699234171,0,0,0,0,0.145520790628372,0,0,0,0.121068096600376,0,0,0,0,0.0787090171152837,0,0,0,0.0112021053505439
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0707265042978186,0,0.288503787830481,0,0.102757689290636,-0.105528705765544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307509395275915,0.306035151123034,0,0,0,0,0,0.240307076791984,-0.223469310573245,0,0.23478927438547,0,0.243273546656748,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.324661679872622,0,0,0.255977288015948,0,0.134045749649775,0,0,0,0,0,0,0,0,0.118944667198582,0,0,0,0,0,0,0,0.0773195762180475,0,0,-0.0651011453441467,0,0,0,0,0,-0.0253131978996845,0,0,0,0,0,0,-0.0994543264774837,0,0.363308228144284,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.228270562073218,0,0.158873322621559,0,0,0.258408991393057,0,0,0,-0.06866786020444,0,0,0,0,0,0,3.46944695195361e-18,0.0656808688890347,0,0,0,0,0,0,0,0.0452661327644964,0,0,0,0,0,0,0,0,0,0,0,0,-0.05104315651379,0,0.235093704811428,0,0,0,0,0,0,0.16537250383527,0,0,0,0
X5.HK.EQUITY,0,0,0.0394385312877979,0.228152169774721,0,0.166634982303953,0,-0.312132787573855,0,0,0,0,0.0807362741412004,0,0,0,0,-0.043164534120257,0,0,0,0.420084558399418,0,0,0,0.416564877448359,0,0,0,0,0,0,0.0625900017044907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161667950312244,-0.11013337292027,0,0,0
X601988.CH.EQUITY,0.255460794899909,0.0537312693949037,0.221984918277073,0.0010118297965991,0,0,0,0,0.170628978894834,0,0,0.176380652143983,0,-0.207679586596313,0,0,0,0,0,0,0,0,0,0,0.0647799722777432,0,0.0740781526862519,0,0,0,0,0,0,0,0.0542578987630554,0,0,0,0.00831168330069953,0.0891270320927731,0,0,0,0,0.0512511985278516,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0196902630677159,-0.0118817224633677,0,0.0968299561768676,0,-0.0264514335796636,0.0291343468729789,0,0.325086493204179,0,0.26330674913364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0550680452495568,0.0715871140206781,0,0.0712478924941636,0,0,0,0.0907343028195903,0,0,0,0.118057235344577,0,0,0,0,0,0,0.063861804258845,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0139787717189777,0,0,0,0.0202985443408754,0,0,-0.0436574095071389,0,0.11576015761992,0,0.435103275106096,0,0,0,0.0793934522902603,0,0,0,0,0.0651477310287234,0,0,0,0,0,0.0555952673681129,0,0,0,0,0,0.107087237343539,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0131237075371734,0.290240657024456,0,0,0.143799807888724,0.00131859225523418,0,0,0,0,0.0209243282014652,0,0,0,0,0,0,0,0,0,0,-0.0677246897995068,0,0,0,0,0.28063458623683,0,0,0.00937470251721955,-0.143079347418655,0,0,0,0,0,0,0,-0.258756843252059,0,0,0,0.0716977964911316,0,0,0,0,0.158829345494194,0,0,0,0.0836586375567561
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.114626318012883,-0.169402360860092,0,0,0,0,0,0,0,0.0337843329340881,0,0,0,0.685398732827736,0,0,0,0,0,0,0,0,0,0,0,0.541005657802068,0,0,0,-0.181602247899959,0,0,0,0,0,0.0668051850609475,0,-0.0733675894804075,0,-0.933695104179531,0,0.186491943758377
X601166.CH.EQUITY,0,0,0.0677123915939439,0,0,0,0.503326171845861,0,0,0,0,0,0,0,0.00565627855957094,0,0,0,0,0,-0.0196186162090123,0,0,0,0,0,0.127971882383975,0,0.309088700417266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03501640021542
X601328.CH.EQUITY,0,0,0,0,0,0.0775730436981488,0,0,0,0,0,0,0.506615604432628,0,0,0,0,0,0,0,0,0,0.143666682106442,0,0,0,0,0,0.072540285271088,0,0,0,0,0,0.0364298487063138,0,0,0.00338353988621955,0,0,0.116679124005326,0,0,0,0.0491719676493386,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.114637957408699,0,0,0,0,0.11776047910967,-0.0878852461706341,0,0,0,0.290558929817435,0,0,0.168454965038058,0,0,0,0,0,0,0,0,0.00908322905788862,-0.0441614920852996,0,0,0,0.158167204382334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731677122529385,0,0.121395153058571,0.0274699506363301,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506949702062133,0.0864974998893754,0,0,0,0,0,0,0.0282581161616886,0,-0.0987632893466391,0.465706335750258,0.0500519266557359,0,0,0,0.00246482775531275,0.112044392635174,0,0,0,0,0,0,0,0,0,0,0,0,0.169676583472589,0,0
X000001.CH.EQUITY,0,0,0.106539629328217,0,0,0,0.32828154312926,0,0,0,0,0,0,0,0,0,0,0.261440961219479,0,0,0,0,0,0,0,0,0,0.172517043989706,0.154076269296968,0,0,0,0,0.0420800079620279,-0.203459141924615,0,0,0,-0.0333314704301713,0,0,-0.0611652516832279,0,0,0.068378383968812,0,0.176593701326329,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.199156580171349,0.27679208737519,0,0.251516735344674,0,0,0,0,0,0,0,0,0,0,0.000958913272652306,0,0,0.148293498671482,0,0.00776945380932054,0,0,0.130898123107085,0,0,0,0,0,0,0.117099868501842,0,0,0,0.113282591137381,0.0215385764751955,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.277151933539959,0,0,0,0,0,-0.109875648954661,0,0,0,0,0,0,0,0,0,0.0537207317920109,0,0,0,0,0,0.482326574693291,0,0,0,0,0,0.0695334328639623,0,-0.112813124348214,0.243313784384867,0,0,0,0.0914430496037733,0,0,0.0280693962705085,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0
