,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.485188423470953,0.124161123080915,0.0319937921484872,0,0,0,0,0,0,0,0,0,0,0.0753873295130845,0,0,0,0,0,0,0,0,0,0.0654112938306794,0,0,0,0,0,0,0.131493595331069,0,0,0,0,0,0,0.0139643216252301,0,6.93889390390723e-18,0,0,0.0923684802752485,0.0910066177175612,0,0.138603115808643,-0.202298366018305,0.0656759371415389
X601318.CH.EQUITY,0,0,0.0482032379344688,0.154569169215588,0,0,0,0,0.126923857838788,0,0,0.0649979262316963,0.0223179744598292,0,0,0.019271328061618,0,0.123807543822672,0,0,0.181854638447437,0,0,0.119931772232731,0,0,0,0,0,0,0.0572494518028187,0,0,0,0.00564923223542275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120332628307926
X601939.CH.EQUITY,0,0,0,0,0.211278465378091,0,-4.33680868994202e-19,0,0,0,0,0.123005013483982,0,0.11266627935249,0,0,0,0,0.128768308371525,0,0,0,-0.00177878297252838,-0.154131617085614,0.470586287692193,0,0.165650810341854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107735350616152,0,0,0,0,0
X600036.CH.EQUITY,-3.46944695195361e-18,0.193897289350439,0,0,0,0,0.103301310147938,0.109680526414299,0,0,0,0,0.174469017176779,0.0708835080722766,0,0,0,0,0,0,0,0,0,0,0,0.255928783174878,0,0.060855097851275,0,0.0146661924433357,0,0,0,0,0,0,0,0,0,0.0344061462111606,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.111508229264916,0,0.101817488146534,0,0,0.144690753223105,0,0.341389356476173,0,0,0,0.0871646510063758,0,0,0,0.0873417566514004,0,0,0,0,0,0,0,0,0,0,0,0,0.0531951991952692,0,0,0,0,0,0,0,-0.0129996664428673,0,0,0,0,0.0437789853825379,0,0,0.0800581581691143,0,0,0,0,0,0.111082947779273,-0.111493412658487
X601628.CH.EQUITY,0.133456738452366,0,0,-0.0328239168237088,0.0337648540080019,0,0,0,0,0.13699150989758,0,0,0,-0.110725702338533,0,0,0,0,0,-0.0526025335235574,0,0,0,0.0721933876263293,0,0,0,0,0,0,0,0,0,0,0,0.656171864906926,0,0,0,0,0,0,0,0,0,0,0,0.107887396858017,0,0,0,0.144046744279314
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.145264495130902,0,0,0,0,0,0,0,0,0,0,0,0,0.103742637657275,0,0,0,0,0,-0.267779230484775,0,0,0.00126078236181035,0,0,0,0,0,0,0.0780137754126631,0.301273427548916,0,0.160629672375788,0.0689684722607038,0.106960580473722,0,0.0521550266990386,0,0,0,0,0,0
X601988.CH.EQUITY,0.0338834492009682,0,0,0.197314378816949,0.450813456281842,0,0,0,0,0,0,0,0.106758813122062,0,0,0,0,0,0,0.099554083358784,0,-0.058269096979283,0.169013979982635,0,1.73472347597681e-18,0.249348853146813,0,-0.0864857776458405,0,-0.0746765151677669,0.127950158224657,0,-0.10573790479285,0,0.0856714429640412,0,0,0,0,0,0,0,0,0,0.0217142297701576,0,0,0,0.186081362030676,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0158660538755761,0,0.0406728822004721,0,0.0184334904580101,0,0,0,0,0,0,0,0,0,0,0.203883988766464,0.107844831702642,0.157800465805122,0,0,0,0,0,0,0.0311336357381342,0,0,0,0,0.00373372473360136,0,0,0,0.245033180847517,0,-0.0700274529498399,0,0,0.189359871998161,0,0,0,0.0594022200783166,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.12761385197994,0,-0.106061040437564,0.169283363495357,0,0,0,0,0,0.00807946211728303,0,0.425818456178756,-0.109607745790863,0,0,0,-0.116532641477175,0,0,0.170676654064635,0.220946869736996,0,0,0,0,0,0.0236582115579417,0,0,0.170697030360654,0,0,0,0,0,0,-0.0165588075648095,0.00612256620935936,0,0,0,0,0,-0.143943273703887,-0.0413710132604426,0,0,0.151331022391151,0
