,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0409549685376845,0,0,0,0,0,0,0,0,0,0,0,0,0.530836334455719,0.675822766447968,-0.112069181069306,0,0.00655651424733605,0,0,0,-0.19946143993872,0,0,0.244591706640059,-0.311841267832411,0,0,0,-0.0116845146007908,0,-0.057448815019158,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.232920391548768,0,0,0,0,0,0,0.0872436661320127,0,0,0,0,0,0.0963973973310282,0,0,0,0,0,0,0,0,0.0625554463780941,0,0,0,0,0,0,0,0,0.293603329099519,0,0,0,0,0,0,0,0,0.0630153138320626,0,0,0,-0.0466495565000403,0
X601939.CH.EQUITY,0,0,0,0.828657178984571,0.0253464854061695,0,0.0106978095247838,0,0,0,0,0.00168844607974042,0,0,0,0,0,0,0.0627341710836207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460384238529437,0,0,0,0.00511176540784937,0.00313875048751224,0,0,0,0,0.0683217380535517,0,0,0,0,0.019930110955297,0,0,0
X601288.CH.EQUITY,0.0174675260276456,0,0.877189781715035,0,0,-0.0724603380405934,0,0,0,0,0,0,0,0,0.0159709956777455,0,0.0719989308026688,0.109304369716751,0,0,0,0,0,0,0,0,-0.0371030078213947,0.0560926540398079,0,0,0,0,0,0,0,0,0,0,0,0,-0.136834765120426,0,0,0,0,0,0,0,0,0,-0.0383220683389573,0
X601988.CH.EQUITY,0,0,0,0.0378572968172293,0,-0.0648041326844525,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121460442751708,0,0,-0.0780896741184122,0,0,0,0.0813559158094068,0,0,0,-0.11250838456942,1.00798943950403,0,0.113056216606897
X601628.CH.EQUITY,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.764702271653505,0,0.0732667535708557,0,0,0,0,0,0,0,0.119821109130497,-0.00603287352091889,0,0,0,0,0,0,0,-0.0383031197592185,0,0,0,0,0,0,0.00466667103056447,0,0,0,0,0,0.0423878315514925,0,0,0,0,0,0,0.0898566878566399,0.140208842102003
X600036.CH.EQUITY,0,0,0.323753164948825,0,0,0,0,0,0,-0.0304163458505356,0,0,0,0,0,0.182377393642386,0,0,0,0.0396495138014029,0,0,0,0,0,0,0,0.108583168166763,0.114031903325008,0,0,0,0,0.304350217034166,-0.0537444642510215,0,0,0,0,0,0,0,0,-0.0107063666854942,0.0410352124955005,0.0156141806689441,0,0,0,0,0.0718854208259299,0
X1299.HK.EQUITY,0,0.062076335250535,0,0,0,0.082154294604291,0,0,8.67361737988404e-19,0.174635710189887,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,-0.138072728504905,0,0,0,0.243543214437419,0.327848188859571,0.11437003775356,0.135150335660402,0,0,0,0,0.0856193749634197,0,1.73472347597681e-18,0,0,0,0.170080301024086,0.00660205073447757,0,-0.214345147784838,0,0,0,0,0,0.169889614227606,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171252580397892,0,0,0.073207808049839,0,0,0.228764342205846,0,0,0.270771333209132,0,0.14016968463238,0,0,0,0,0,0,0,0,0.0939808030595699,0,0,-0.146575720773067,0,0,0,-0.13461620407482,0,-0.0552686708767936,0,0,0,0,0.247933306012392,-0.123299852988751
X388.HK.EQUITY,0,0,0,0,0,0.284880223890754,0,0,0,0,0,0,0,0,0,0,0,0,-0.17036027566749,0,0,0,0,0,0,0,0.414872574836562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128996007464289,0.215323315450992,-0.121120220971635,0.0819717991457994,0,0,0,0,-0.128904284276175,0.0610491091464898
