,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.090113367450227,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466780610939311,0.36811180907064,0,0,0,-0.238335282480554,0,0.334774668806521,0,0,0,0,-0.0838165590788105,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.190078995611793,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.16795288025528,0,0,0,0,0,0,0,0,0,0,0,0.0743180358733594,0.0598285879491151,0.0618990585817334,0,0,0,0,0,0,0,0,0,0,0.0244717707861097,0.0592923589326122,0,0,0,0,0.229407535884845,0,0.0682144054644291,0,0,0,0,0,0,0,0,0,0,0.198448993639947,0,0.108073583870607
X601939.CH.EQUITY,0,0.0684924220650646,0,0.804172873096631,0,0,0,0,0,0.00205314040984735,0,0,0,0,0,0,0.0829072920939836,0.0184503230129046,0.0584037376636086,0,0,0.00323265888349129,0,0,0,0.0104611460581444,0,0,0,0.00997714299666966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0376780992055798,0,0.899499512614489,0,-0.0798793513196366,0,0,0,0,0,0,0,0,0,0,0.0416475834844986,0,0.138734797467764,0,0,0,0,0,0,0,0.0235140974141966,0,0,0,0,0,0,0,0,0,0,0,0,-0.0289980510760394,0,0,-0.0878498991232314,0,0,0,2.16840434497101e-19,0,0,-0.0227448289043054,0,-0.0474431324801196,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.397607780533157,0.0109281232087432,0,0,0,0,0,0,0,0,0.0919911220461455,0,0,0,0,0,0,0,0,0.00611536020162844,0,0,0,0,0.3081972729928,0,0,0,0,0,0,0,0,0,0.111175649596762,0.0474371767320972,0,0,0,0,0.0785467878110079
X600036.CH.EQUITY,0,0,0.408357945046334,0,0,0,0,0,0.0245910713992872,-0.00634431549246182,0,0,0,0,0,0,0.106654905031055,0,0,0.00503516355043897,0.0125352825238847,0,0,0,0,0.189130652500013,0,0,0,0.124475083807659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.0602502084354188,0.14776508233452,0,0,0,0,-0.0546543270280475,-0.0788491532574195,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00257854056811208,0,-0.108701390511242,0,0,0,0,0,0,-0.0489169127883148,1.0749935657979,0.0142850012975032,0
X1299.HK.EQUITY,0,0,0,0,0.154919746017368,0,0,0,0,0.132245826398827,0,0,0,0,0,0,0,0,0,0,0,0,-0.204691614297938,0,0,0.414949061611324,0,0.0823989783920323,0.160099564987998,0,0.375281795221056,0.0953601826335101,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.168259837396187,0,0,0,0,0,0.0899654668876969,0
X5.HK.EQUITY,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0937886458581335,0,0,-0.103622151648435,0,0,0,0,0,0,0.359148515052922,0.394512511521447,0,0,0,0,0,0,0,0,-0.0484307559536857,0,0,0,0,0,0,0,0.0352757140964082,0,-0.0820641066126468,0,0,0.174587122335304,0,0.198845584866038,-0.0662602180770885
X388.HK.EQUITY,0,0,0,0,0.303434230839477,0,0,0,0,0,0,0,0,0,0,0,-0.0268407695211545,0,-0.10136939711776,0,0,0,0,0,0.363943200650986,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,-0.111133483843978,-0.153145939012513,0.228298725341534,0.0967390622367623,0,0,0,-0.138109107299864,0.0990675073729267
