,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.422301404804017,0.110116083740864,0.089832906495379,0,0,0,0,0,0,0,0,0,0,0,0.0720098275138277,0,0,-0.0437414712729723,0,0,0,0.0335298751881968,0,0.098746559229478,0,0,0,0,0,0,0.00367189944391731,0,0,0,0,0,0,0.0977243512758883,0.0290388415625219,0,0,0,0,0,0.232322831010086,0,-0.104198033703876,0
X601318.CH.EQUITY,0,0,0,0.0657382343418967,0,0,0,0,0.123643873725039,0,0.0851776173028644,-1.73472347597681e-18,0.108011594368549,0,0,0,0,0,0.109513276466124,0,0.265101942896617,0,0.050632443400999,0,0,0,0,0,0.09733044066974,0.0368190711067089,0,0,0,0,0.0192678718227616,0,0,0,0,0,0,0,0,0,0.0701055349670601,0,0,0,0,0,0,0.0998563631578569
X601939.CH.EQUITY,0.234895609066203,0,0,0,0.223745931454464,0,0,0,0,-0.0294140170623722,0.131496775391575,0,0,0,0.0541444193984196,0,0,0,0,0.138335765594765,0,0,0,0.182985667236438,0.238501673595321,0,-0.0204906548171984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348319675343775
X600036.CH.EQUITY,0,0.127569196388141,0,0,0,0.0655648507235029,0.0433586560877433,0.136794125774209,0,0,0,0,0.164648817894627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332913696200141,0,0.0606189737075119,0,0,0,0,0,0,0,0,0,0,0.114990364682093,0,0,0,0,0,0,0,0,0,0,0.0376912805898087
X601288.CH.EQUITY,0.0980741498785902,0,0.160970404292435,0,0,0.0662083024877679,-0.00874861202019534,0.399218562300354,0,0,0.00693283259273829,0,0,0,-0.046291427511793,0.0424155867600633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144740597633374,0,0,0.185917357494821,0,0,0,0,0,0.120287581495202,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143214629536592,0,0,0,0,0,0.106859659393741,0,0,0,0,-0.0828181976657327,0,0.0296945088808326,0,0,0.213612051675495,0,0,0.0741592116173743,0.503491737722163,0,0,0,-0.0204911552243153,0.0730191075757637,0,0,0,0,0,0,0,0,0,0.0742791881645428
X1299.HK.EQUITY,0,0,0,0,-0.0746477346851908,0,0,-4.33680868994202e-19,0,0.0710807763326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213722486648245,0,0,0,0,0,0,0,0.0138038356002806,0,0,0,0.0266919732544656,0,0.339125754966841,0.282399517403371,0,0.217548323862083,0,0,0,0,0,0.305473708014185,0,0
X601988.CH.EQUITY,0,0,0.0862081438176504,0.168678663702804,0.148375081265648,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327538222404438,0.02681533620975,0,0,0,0,0,0,0.261280250293659,0.119456877224142,0.165762739704295,0,0,0,-0.04630156909129,0,0.00735001801756874,0,0,0,-0.0858340615427985,0,0,0,0,0,0.0469957639410917,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,1.38777878078145e-17,0,0,0.136897487714173,0,0.0141931246744178,0,0,0,-0.231382168103197,0.0367700026062874,0,0,0,0,0,0,0.0248720100899063,0.194240064692378,0,0.0851328881242947,0,0.373690204190005,0,0,0,0,0,0,0,0.042473796311596,0,0,0,0.225207500976409,0,0,0.367636792168286,0.0229559603116437,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.0158173471803429,-0.1659478586764,0,0,0.170358524569728,0,0,0,0,0,0,0.162675046571797,0,0,0,0,0,-0.147325123597031,0,0,0.269661620589951,0,0,0,0,0,0,0.029179619483067,0,-0.00136701731475838,0.157350358669109,0,0,0,0,0,0,0.311764403424243,0,0.0676443427344119,0,0,0,0,-0.258178340149383,0,0,0.163135060682656,0.0907743099528993,0
