,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.130371508854765,0,0.131104049128457,0.051573248813575,0,0,0,0,0,0,0,-0.108761601561461,0,0,0,0,0,0,0,0,0,0.54686666453566,0,0.458387101870236,0,0.233814787708243,0,0,0,-0.106846546973868,0,0,0,0,-0.190822645111874,0,0,-0.136939796361068,-8.67361737988404e-19,0,-0.730021114468857,0,0,0.100656698902789,0,0,0,0,-3.46944695195361e-18,0
X601939.CH.EQUITY,0,0,0,0.383382355292865,0,0,0,0,0.094383708441726,0,0,0,0,0.183496839482,-0.0947381586012636,0,-0.0372014747692475,0,0,0,0,0,0,0,0,0.0762309186718241,0,0,-0.172861883268767,0,0,0,0,0,0,0,0,0,0,0,0.0951198347971211,0,0,0.0057929784811581,0,0,0.310502364663477,0,0.0736460173913996,0,-0.0264959945044422,0.118128356878183
X601318.CH.EQUITY,0,0,0,0,0.119152426682393,0.248616498450174,0,0,0,0,0,0,0,0,0,0,0,0.121810150922925,0,0,0,0.126345111530014,0,0,0,0,0.00460372462340809,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.297193442343072,0,0,0.121650315249654,0,0,0,0
X601288.CH.EQUITY,0,0.410626362106761,0,0,0.123769295484204,0,0,0,0,0,0,0.0453713106983273,0.249254384766663,0,0,0,0,0,0,0,0.140810748085018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165932200091535,0,0,0,0,0,0,0,-0.0718271336946008,0,0,1.35525271560688e-20,-0.101574107750818,-0.0780701519223307,0,0,0
X601988.CH.EQUITY,0,0,0,0.490579996527051,0,0,0,0,0,0.172940121936043,0,0,0,0,0,0.289645419897814,0,0,0.215353171309038,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.496819671245049,0,0,0,0,0.166385164914573,0,0,0,0,0,0,0,0.332110892794189
X600036.CH.EQUITY,0,0.0415576086238618,0,0.0706322959015565,0,0,0.00698935584573569,0.0505290478295564,0,0,0,0,0,0,0,0,0,0,0.0204682342153165,0,0,0.175406045756282,0.0635488548894684,0,0,0,0,0,0,0,0,0,0.0600319703098963,0,0,0,0,0,0,0,0,0.138219815876881,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.00880108835639784,0,0,0.123755630380367,0,0,0.170094217697279,0.00763517696743853,0,0,0,0,0,0.105247638706297,0,0,0,0.0158960473128503,0.085595243281547,0,0,0,0,0,0,0,0,0,0,0.132257484486302,0.334104404070378,0,0,0,0,0,0,0.050181469866519,0,0.1091405031347,0
X601628.CH.EQUITY,0,0,0,0,0,0.35023074437622,0.0566638936311347,0,0,0,-0.114268504032648,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761603524731046,-0.0259530999571172,0,0,0,0,0,0,0,0,0.0879008844819577,0,0,0,0,0,0.150283928108693,0.0794502213483799,0,0,0.0619063863788014,0,0,0,0,0,0,0.0193120278449883
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111061984397224,-0.152675140407452,0,0,0,0,-0.380341223136981,0,0.749515273685209,0.0557582618618991,0.519690807080837,0,0,0,0.0305549216917534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146565984571187,0.100772467427496,0,0,0
X601658.CH.Equity,0,0.097138570918789,0,0.144225240669142,0,0,0,0,0,0,-0.0497204849065862,0,0,0,0,0,0,-0.124135143860869,0.129602996109721,0.288492322458279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852227928471956,0.289055536526085,0,-0.0225030057248612,0,-0.0230574931046475,0,0,0,0.0419306974950181,0,0,0,0
X388.HK.EQUITY,0,0,0.165284339117763,0.191513729046221,0,0,0,0,0,-0.197154761659801,0,0,0,0.0703783091288438,0,0,0,0.0349587169164186,0,0,0,0,0,0.440779457626003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,-0.0663570555915132,0,0,0,0.0713501115579182,-0.0770454059626614
X601328.CH.EQUITY,0.0615292785778004,0.146580455705697,0,0.104984565192805,0,0,0,0,0,0,0,0,0,0.0871032766863662,0.171707513846779,0,0.0378009179021513,0,0,0,0,0,0.015123231527317,0,0,0.234095941442728,0,0,0,0.0927648287902353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00499129596440409,0,0,0,0,0
X601166.CH.EQUITY,0,0.102466118416411,0,0.093117915782657,0.02350799975778,0,0,0,0,0.0208004877082082,0,0,0,0.425754916736651,0.0733817897511864,0,0,0,0.10527432249756,0,0,0,0,0,-0.00277384601014415,0,0,0,0,0,0,0,0.0375677721799167,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.236004006507934,0.0346251141833776,0.133111508431063,0,0,0.0728149097512105,0,0,0.0985060890502026,0.154079604461145,0,0,0,0,0,0,0,0.0449270215686834,0,0,0,0,0,0,0,0,0,0.105228392034722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418698463709603,0,0,0,-0.016775513390962,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0.0174533692380679,0,0,0,0,0,0,0,0,0,0,0.276513914034256,0,0,0,0.0123980331811223,0,0,0,0.0108103046543134,0,0.103089943353013,0,0,0,0,0.106650704801079,0,0,0,0.117913075200406,0,0,0,0,0,0,0,0.151183428373307,0,0,0,0,-0.0579896671965551
X600030.CH.EQUITY,0,0,0,0,0,0,0.0066413918059917,0,0,0,0,0,0.0234456389419081,0,0,0,0.3027742421617,0,0.0170680238004089,0,0,0,0.0334313679805126,0,0,0,0,0,0,0,0,0.0630026906650102,0,0.392044753247365,0,0.081246454915047,0,0,0,0,0,0.0190037350844334,0,0,0.0247367976882391,0,0,0,0,-3.46944695195361e-18,0.0678583618583359,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,-0.159342836650575,0.0453373789475334,0,0,0,0,0,0,0.511473448832832,0,0,0,0,-0.0687096428480724,0,0,0,0.0594533626934091,0,0,0,0,0,0.0796841421936824,0,0,0,0.115830549515462,0.107814454961242,0,0,0,0,0.184172403179403,0,0,-0.0310430022958418,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.213002910713839,0,0,0,0,0,0,0,0,0,0.0409300571541248,0,0,0,0.168177872445851,0,0.0995574693237578,0,0,0,0,0,0,0,0,0,0,0,0.0697119048766772,0,0,0,0,0.338911289507894,0,0.0908911699233081,0,0.0758335053051478,-0.105410580592062,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.0640955147182559,0,0,0.133801807153006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177803234875909,-8.67361737988404e-19,0,0,0.0272101545978237,0,0,0,0,0,0,0.229963173724879,0,0,0,0,0.0177061085249296,0,0,0,0,0,0,0.104464007155088,0,0,0.190110515157319,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233731690331774,0,0,0,0,0,0,0.0408042584977703,0,0,0,0,0,0,0,0,0,0,0,0.103643140571726,0,0.184148333016338,0,0,0.0985437532578071,0,0,0,0.201936771553181,0.075752913787016,0.118566619621825,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0991369518689795,0.167696982547725,0,0,0,0.00635572958048581,0.0153593247639298,0,0.220233258746104,0,0.0186776944553063,0,0,0,0.38680806221525,0,0,0,0,0,0,0,0.109762742312773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127698997392595,0,0,0,0,0,-0.0196250300874178,0
X601601.CH.EQUITY,0,0,0.479321471201538,0,0,0,0,0,0.0143388697216616,0,0,0,0,0,0,0,0,0.275953462365248,0.107097946635784,0,0,0,0,0,0,0,0,0.0836763900059369,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.284410927157547,0.162373097719275,0,0,0,0,0,0,-0.0832319459869034
