,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.0927059449468857,-1.38777878078145e-17,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0815317559467346,0,0.0232379817096491,0.51977699071653,0.572040756038362,0,0.179211086082594,0,-0.199975783011698,-0.173336093509622,0,0,0,0,-0.106870351708472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.23728213916553,0,0,0,-0.0844525428251991,0,0,0,0,0,0,0,0.0245454392574978,0,0,0,0,0,0,0,0,0,0,0,0.0695629249215996,0.180823365471411,0.0288201175645759,0,0,0,0.221517637742173,0,0.136060727145112,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.0329530020957222
X601939.CH.EQUITY,0,0.00585212272353367,0,0.814254691208003,0,0,0,0,0,0.000203721918464333,0,0,-0.0315928516759511,0,0,0,0.0783685290810391,0.106265453764244,0,0,0,0,0,0,0,0.0063050054689775,0,0,0,0,0.0436642479090051,0,0,0,0,0,0,0.0450173684817141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.910642084139875,0,-0.0893287300444431,0,0,0,0,0,0,0,0,0,0,0.0313791387953567,0,0,0.122443525148888,0,0,0,0,0,0,0.0446139894585343,0,0.0299221027885086,0,0,0,0,0,0,0,0.0186196165218807,0,0,0,-0.0257426496061659,0,-0.0787073756106362,0,0,0,0.00655075766971936,0,0,0,0,-0.0534934030875082,0
X601628.CH.EQUITY,0.0106578655782729,0,0,0,0,0,0,0,0,0.311545066547594,0,0.214610401135339,0,0,0,0,0,0,0,0.0865192614958457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463935265441649,0,0,0,0,0,0,0,0,0.184827245139876,0,0,0,0,0.128175661323079
X600036.CH.EQUITY,0,0,0,0.333184780903872,0,0,0,0,0.0722739590273373,-1.73472347597681e-18,0,0,0,0,0,0,0.150003601541278,0.11465510883291,0,0,0,0,0,0,0,0,0.126064191115563,0,0,0,0.137883808861085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420460314205347,0,0,0,0.0155110039211184,0,0,0
X601988.CH.EQUITY,0,0,0,0.0152579654841023,-0.153509958314617,0.0606644071622368,0,0.065748548799924,0,0,0,0,0,0,0,-0.000103157593401389,0,0,0,0,-0.0574012240522169,0,-0.016832761293557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101927498314827,0,0,0,0,0,0,0,1.05299937311954,0.0127238894548338,0
X1299.HK.EQUITY,0,0,0,0,0.0322682445586599,0,0,0,0,0.169155701552905,0,0,0.0855403485851618,0,0,0,0,0,0,0,0,0,0.206813906368843,0,-0.160709433271589,0.0897517803201496,0,0.0219251294207015,0,0.282012951769707,0,0.187335577265255,0,0,0,0,0,0,0,0,0.0597252526559844,0,0,0,-0.0489107234243715,0,0.161082990085583,0,0.0878350370809404,0,0,0.0545668753035063
X5.HK.EQUITY,0,0,0,0,-0.0211823027652224,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.194165635765705,0,0,0,0.0337262386299415,0,0,0.22408623221646,0,0.485601276984931,-6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.0557526768369277,0.0488919825084104,0,0,0,0,0.00628658416530671,0.0602251148339732,0,-0.167938605796675,0,0.0532248353514658,0,0.125150796070151,0
X388.HK.EQUITY,0,0,0,0,0.275459752488235,0,0,0,0.0775475774449509,0,0,0,0,0,0,0,0,-0.23303085831846,0,0,0,0,0.462037606114885,0,0,0,0.00740078158072651,0,0.179314114405285,0.0890548605376184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113566308288557,0.138585718749227,0,0,-0.0805249335593817,0,0,0.109600098853203
