,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.445551755801568,0,0,0.0124235295138768,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23241047957082,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.18369674967729,0,0.0456280283882776,-0.0135005373544734,0
X601318.CH.EQUITY,0,0,0,0,0,0.000501942146457945,0,0,0.148592883382226,0,0.0550369953959877,0,0,0.0789111825054609,0,0,0,0,0.231703431380815,0,0.189950928019393,0,0.0201850812778514,0,0,0,0,0.105860819434588,0,0,0,0,0,0,0,0,0.0233363998276366,0.0423547879129344,0,0,0,0,0,0.0222932463778499,0,0,0,0,0,0,0,0.0767521367578611
X601939.CH.EQUITY,0,0,0,0.207450416597523,0,0,0,0,0,-0.0252755719541078,0.0498284958317671,0,0,0,0,0,0,0,0,0.0340340487151492,0,0.768604351910212,-0.269669331362765,0.0471867579135003,0.0588726348181149,0,0,0.10114393511744,-0.187868727782084,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0953943274345338,0,-0.0246580170968789,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.11338991256387,0,0.0753125158302773,0,0,0.0876003139849401,0.407034196541323,0,0,0,0,0,0,0,0,0.0488545944914122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212330248545389,0,0,0,0,0,0,0.118613722905332,0
X600036.CH.EQUITY,0,0.182327951787251,0,0,0,0.0679773278739979,0.0914057771434775,0,0,0,0,0,0,0.207671651677803,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0.0287951458580002,0.317011656387422,0,0,0,0,0,0.0863635682275008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179509063764979
X601628.CH.EQUITY,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0386491460549867,0,0,0,0,0,0,0,0.161555954053619,0,0,0,0,0.122143998446672,0,0,-0.0614677244490294,0,0,0,0,0,0,0.187541820389169,0,0.0553098180865505,0,0.539884564231776,0,0,0,-0.048531055803173,0,0.105098032433807,0,0,0,0,0,0,0,0,0.0780859005718097
X601988.CH.EQUITY,0.0983649080390803,0,0,0.19302171794089,0.294807286826022,0,0,0,0,0,0,0,0,0.0141958719447077,0,0,0,0,0,0.0163716147935678,0,0,0,0,0,0,0,0.141561770095566,0.111342021723616,0,0,0.0288741362782068,0,0,0,0,0,0.126148582164607,0,0,0,-0.194114284219792,0,0,0,0,0,0,0,0.264663367543686,0,0
X1299.HK.EQUITY,0,0,0,-0.0455037439467458,0,0,0,0,0,0.139297235806563,0,0,0,-0.169783045341792,0,0,0,0,0,0,0,0,0,0,0,0,0.239664556828329,0,0.0187670422408832,0,0,0,0,0,0,0,0,0,0,0.0979706965315742,0.128375674788532,0.0625049818916321,0,0.0745577350491496,0,0.0265186098884499,0.171553220086353,0,0.139060389359322,0,0,0
X5.HK.EQUITY,0,0.0170454581289761,0,0,0,0,0,0,0,0,0,0,0,0,0.0967155929543166,0,0,0,0,0,0,0,0.0557146659415952,0,0,0,0.122721778739677,0,0.61814762864054,0,0.0336799631302182,0.135977849714896,0,0,-5.42101086242752e-20,0,0,0,0,0,-0.111759326036865,0.0919831736461033,0.189393803058094,0,0,0,0.106748994487481,0,0.182352107316333,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0566103268088409,0,0,0,0,0,0.00809384160775713,0,0,0,0,0,-0.160541282334968,0,0,0.446528485208409,0,0.130271887630358,0,0,0,0.247849201272921,0,0,0.18122360101501,0.197106156246247,0,0,0,0,0.230917852457897,0,0,-1.73472347597681e-18,0,0.0144290101727248,0,-0.379807026048157,0,0,0,0,0,0.0530794065136448,0
