,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.521318730052555,0,0,0,0.122295502439672,0,0,0.0509998883589991,0.0496627147216106,0,0,0.169710233741629,0,0,0,0.036145594111486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253385258685272,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.140375658965173,0.265529886981495,0,0,0,0.0338686646004522,0,0,0,0,0.318946268681457,0.0925843859126236,0,0.0657746271835062,0,0,0,0,0.0449648176394748,0,0,0,-0.0505353165008206,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0696171200660937,0,0,0.00463326514386597,0,0,0,0,0,0,0,0.00274646673691249
X601939.CH.EQUITY,0.460575773004213,0,0,0.250163540770662,0.155073626864685,0.0181428131972497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00241585312086592,0,0,0,0,0.191887065195801,0.116122776094285,-0.170900973936006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178733648190301,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.217179820559861,0.103835399109016,0,0.853529850081053,0,0,0,0.0685481940230273,0,0,0,0,-0.139266113515005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581073762875489,0.0238020793947017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,8.67361737988404e-19,0,0,0,0.28659052610591,0,0.087079011171493,0,0,0,0.0761279097653356,0,0,0,0,0,0,0.16645474840286,-0.19946366836055,0,0,0,0,0,0.0397976234331355,0,0,-0.0248129666824448,0,0,0.0193740720271727,0,0,0.201126796622616,0,0,0,0,0.387236690235388,0,0,0,0,0,0,0.195659999600176,-0.141030802986309,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.327465997810007,0,0,0,0.0457024772480661,0,0.0307167824453073,0,0,0,0,0,0.070056752188817,0,0,-0.0538772125491789,-0.0223666988739359,0,0,0,0.193667158444187,0,0,0,0,-0.214149446748824,0,0,0,0,0,0,0,0,0,0,0,0.151963091780602,0,0,0,0,-0.0229419232427707,0,0,0.136048189612396,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.102938574462724,-0.0483297694079627,-0.0362889709180783,-0.0137015150380584,0.0984307888768751,0,-0.107001738809348,0,0,0,0,0,0.516779442271636,-0.0425095318794678,0,0.0851265729988526,0,0,0.138091422315005,0,0,0,0,0,0.0284761602371075,0,0,0,0,0.0266769713598793,0,0.242977983897261,0,0,0.097078177079656,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.234140841799429,0,0,0,0,0,0,0,0,0,0,0,0.141186811431599,0,0,0,0.0331105614495922,0,0,0,0,0,0.0353078518765655,0,0.0335140343319885,0,0.0234611859649293,0.285144679921648,0,0,0.176982403114931,0,0,0,0,0,0,0,-0.0556615430875263,-0.225478518116648,0,0.0773185272167465,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0318326098176157,0,0,0,0,0,0,0,0,0.132133797325129,0,0,0,0,0.409300572725009,0,0,0,0,0,0,0.00347113774552871,0,0,0,0,0,0,0,0,0,0,0.065544754704757,0.182431146477963,0,0,0,0.190282248228399,0,0.0782415095943793,0.0490518317635131,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.00557770465402221,0,0.414402694576802,0,0,0,6.93889390390723e-18,0,0,0,0,0.412331068247463,0,0,0,0,0,0,0,0,0,0.0544757660491519,0.0493675175645919,0,0,0,0,0,0,0,0,0,0,0.0136703158678195,0,0,0,0,0,0.0925056086264934,0,0,0,0.229799987215148,0,0,0.0626745469369301,0,0,0,0
X601166.CH.EQUITY,0.0737713466799176,0,0.000691439300516359,0.194311423808174,0,0,0,0,1.73472347597681e-18,0,0,0.368703480253348,-0.0211159301178657,0,0,0,0,0,0.00534940698982829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427581117113072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1264729848419,0
X600000.CH.EQUITY,0,0,0.448293506246793,0,0.152242208176916,0,0,0,0,0,0.0453272700561305,0,0,0,0,0,0,0,0,0,0.166190954160278,0,0,0,0,0,0.118872801015234,0,0,0,0,0,0,-0.170186169305002,0,0,0,-0.0622148554260267,0,0.231980600947998,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,-0.118966701115455,0,0,0,0,0,0,0,0,0,0,0.0909241687005476,0,0,0,0.151280102004611,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.204160772191262,0.204489109718654,-0.213443493028123,0,0,0,0,0,0.297103985868657,0,0.128374265334917,0.134150887064501,0,0,0.00751406356227581
X11.HK.EQUITY,0,0,0,0,1.38777878078145e-17,0.166148711461477,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.0625461611742167,0,0,0,0,0.245562227460236,0.0254697026176139,0,0,0,0.575191339345476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175614336132925,0.108042751249435,0,0,0,0,0
