,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.137601154059855,0,0,0,0,0,0,0,0,0,0,-0.0977134101112372,0.434731033688637,0,0.688274473948566,0,0.0393164493969876,0,-0.127706839038205,0,0,-0.082269216034413,0,0.103755915224328,0,0,0,0,-0.135506909818951,0,-0.339562011169583,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,-3.46944695195361e-18,0,0.131378709435497,0,0,0,0,0,0,0,0,0,0,0.0387947864369989,0,0,0.326021270007376,0,0,0,0,0,0,0,0,0,0.121119340337276,0,0,0,0,0,0,0.200686633837303,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206721164994845,0.141539742881255
X601939.CH.EQUITY,0,0,0,0.803166508643653,0.0022675538056415,0.00150326208099563,0.0154940950467465,0,0,0,0,0,0.0107612353191734,0,0,0,0,0,0.0520836451441022,0,0,0,0,0,0,0,0,0,0,0,0,0.0897095120567318,0.0418574693271494,0,0,0,0,0,0,0,0,0,0,0,0.0320700246130356,0,0,0.03791332553203,0,0,0,0.0145050239649404
X601288.CH.EQUITY,0,0,0.920379419589465,0,0,0,-0.0678099972422858,0,0,0,0,0,0,0,0,0,0,0.11612630125898,0,0,0,0,0,0,0,-0.0148158661882335,0.058909150701266,0,0,0,0,0,0,0,0,0,0,-0.103994525240068,0,0,0,0,0,0,0,0,0,0,0,0,-0.0483917978349717,0
X601988.CH.EQUITY,0,0,0,0,0,0,-0.116700925720556,0,0,0,0,0,1.16077702850418,0,0,0,0,0,0,-0.125300865615747,-0.0110564023257574,0,0,0.0821002806982579,0,0,0.0613713380355769,0,0,0,0,0,-0.218660153903776,0,0,-0.252677743326502,0,0,0,0,0,0.0416561123822136,0,0.0878681841319024,0,0,0,0,0,0,0,0.1900128616348
X600036.CH.EQUITY,0,0,0.386078427224037,0,0,0,0,0,0.0082261201089847,-4.33680868994202e-19,0,0,0,0,0,0.132671563745757,0,0,0,0,0,0,0,0,0,0,0.189960623629776,0,0.016567351020479,0,0,0,0.175114154547875,0,0,0,0,0,0,0,0,0,0,0.0212515950572428,0,0,0,0,0,0.0102660442370822,0.00744002066591801,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.708645418334888,0,0,0,0,0.102298089726369,0,0,0,0,0,0.111117358782872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650386798638162,0,0,0,0,0,0.0898391344445721,0.158529973366047
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0228735642363085,0,0,0,0,0,0,0,0,0.207739534985322,0,0,-0.191742652851147,0,0,0.139752753780059,0,0.0154256575532788,0,0.29095523022302,0,0,0.115071949794337,0,0,0,0,0,0,0,0,0,0,0,0.383789861656775,0,0.0152142662626423,0,0.153433208266405,0.116972461509949,0.111229134898051
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0247363368473031,0,0,0,0,0.402811021125061,0,0,0,0,0,0,0,0,0,0.46194609257605,0,0.0890363581785034,0,0.0172122381841077,0.311224977106621,0,0.0172391311887963,0,0,0,0,0,0,-0.37844398528422,0,0,0.139954845387196,0,0,-0.0592470755191537,-0.103757798344559,0,0,0,0,0.174953624440346,-0.0983497918254061
X388.HK.EQUITY,0,0,0,0,0,0,0.249944410626435,0,0,0,0,0,0,0,0,0,0,0,-0.235429141381981,0,0,0,0,0,0,0.390705727174366,0,0,0,0.0633939633508353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221948158019148,0.0367029778439545,0,0.0837198655721269,0,-0.220980191212245,-0.0713959290762275,0.0280438023852812
