,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.301084101691721,0,0,0,0,0.407603453223544,0,0,0,0.0024162128407925,0,0,0,0,0,0,0,0,0,0,0,0,0.120174049078328,0.0651021466355053,0,0.0535624569827633,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0834826025787285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.329710601358213,0,0,0.167850651145077,0,0,0.0159101024741333,0,0,0,0,0,0,0.139182450825774,0,0,0,0.0177236715027453,0,0,0,0,0,0,0,0,0,0.161115660494535,0,2.71050543121376e-20,0,0,0,0.0924434297204134,0,0,0,0,0,0,0,0,0.00682371489881956,0,0.0322077561317451,0,0,0,0,0
X601939.CH.EQUITY,0.458521425099128,0.117701787648403,0,0,0,0,0,0.178921418119735,0,0,0,0,0,0,0,0,0.00981931846878426,0,0,0,0,-0.137408479119624,0,0,0,0,0,0,0,0.138039447100214,-0.0113143950003472,0,0.138614207721172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197779449908366,0.144391692988199,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.553577319913067,0,-0.0847175188931023,0,0.0476671232144466,0,0,0,0,0,0,0,0.0058837065827177,0,0.0668617225050666,0.0816383440718407,0,0.0974272965419832,0,0,0,0,0.116426983930264,0,0,0.0505439482301701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585973006928659,0,0,0,0,0
X600036.CH.EQUITY,0,0.13709295255368,0,0,0,0.0449655431304038,0,0.0469305198377835,0,0,0,0,0.128956520303584,0,0.0183661157875609,0,0,0,0,0,0,0,0,0,0.0950032215794346,0.024195349111656,0,0,1.73472347597681e-18,0.0366173219495257,0,0,0,0,0,0,0,0.0547775786043771,0,0,0,0,0.0484210412418426,0,0,0,0,0,0,0.355163751981759,-0.268623133485265,0
X1299.HK.EQUITY,0,0,-0.0700185278436401,0,0,0,0,0,0,0.134347203610479,0,0,0,0,0,0,0,0,0,0,0.155758929765424,0,0.202587255107183,0,0.0383785409372219,0,0,0,0,0,0,0,0,0,0,0,0,0.142117286767133,0,0.002742007872384,0.0131741914445129,0,0.16357862897796,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.131617455386538,0,0,0,0,0,0,0,0,0,0,0,-0.0361077080319279,0,-0.30600005425586,0,0,0,0,0,0,0.143685093457671,0,0,0,-0.0405092167418667,0,0,0,0,0,0,0,0.142246262744592,0.578390043212765,0,0,0.0182513354459805,0,0,0,0,0,0,0,0,0,0,0.0172589188447163,0,0.0411800998390891,0.163639919300629
X601988.CH.EQUITY,0.225046664823787,0,0.0553823553085609,0.498971882492534,0,0,0,0,0,0.116420606408852,0,0,0.154634110756001,0,0,0,0,0,0,0,0,0,0.135712839286299,0,0,0.0114556880999574,0,0,0.0542014893846402,0,0.0385011159065649,0,0,0,0,0,0.0737219819378108,0,0.0309248949551646,0,0,0,0,0,0,0,0,0,0,0,-0.0458804861064325,0
X5.HK.EQUITY,0,0.215812612112358,0.023582454209505,0,0,0,0,0,0,-0.0131643997486853,0,0,0,0,0,0,0,0,0,0,0,-0.208031949428665,0.172166393876787,0,0,0.0558447500474034,0.130819161071933,0,0,0,0,0,0.0817590305026528,0,0,0,0,0,0,0,0,0.110787117639909,0.197059552259253,0,0,0,0,0,0,0,0.0390750009698648,-0.15681534013206
X388.HK.EQUITY,0,0,0,0,-0.121261242516462,0.216382684565218,0,0,0,0,0,0,0,0,0,-0.075622344905735,0,0,0,0,-0.1181367852893,0.467542297455775,0.0269433599083077,0,0,0,0,0.0836047202402195,0,0,0,0,-0.0592082971028188,0,0,0,0,0,0.145488180401435,0.076554249916752,0,0,0,0.15040489853344,0,-0.182008861018508,0,0,-0.0497668039695924,0,0.157571599396679,0
