,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.418607105153403,0,0,0.0385123745345742,0,0,0,0,0,0,0,0,0.0191126646620739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156331349996576,0,0,0,0,0,0.240026188114786,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.218783917734812,0,0,-0.00934160834455554,0
X601318.CH.EQUITY,0,0,0,0,0.0211722138893225,0,0,0.0219066641545227,0.139763044308977,0,0.0515522529042408,0,0,0.0998341243843931,0,0,0,0,0.216400558074979,0,0.220019198376686,0.0276039323671444,0,-0.0163437470527395,0,0,0.0964429138107156,0,0,0,0,0,0,0,0,0,0.0350869753700125,-1.73472347597681e-18,0,0,0,0,0,0.0375817837972842,0,0,0,0,0,0,0,0.0844554500745762
X601939.CH.EQUITY,0,0,0,0.291425242407528,0,0,0,0,0,-0.0394765101448567,0.037454424342957,0,0,0,0,0,0,0,0,0.0416397856702564,0,-0.286615238249503,0.705265999560456,0,0.0581462849916438,6.93889390390723e-18,0.124731168655046,-0.20544395854535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600086752980365,0,-0.0460102706256816,0,0,0,0,0,0.0466226661448618,-0.00540929929869157
X601288.CH.EQUITY,0.112211418664963,0,0.0747173749664787,0,0,0.0873974122524504,0.403963313199902,0,0,0,0,0,0,0,0,0.0484753280118287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204996568075155,0,0,0,0,0,0,0.117915401342387,0
X600036.CH.EQUITY,0,0.181594928965696,0,0,0,0.0681336275605437,0.0911303407099898,0,0,0,0,0,0,0.206417678086365,0,0,0,0,0,0,0,0,0,0.0286955484626747,0,0,0,0,0.319142084815389,0,0,0.0873388175999855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178215801394779
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0375045331725551,0,0,0,0,0,0,0,0.160693814412647,0,0,0,0.121714949020989,0,0,0,0,0,0,-0.0620832902174006,0,0,0,0.185547185872684,0,0.0527666088617805,0,0,0.537476689574136,0,-0.0496506746000995,0,0,0.102838470798706,0,0,0,0,0,0.00180223073371361,0,0,0.075498522745766
X601988.CH.EQUITY,0.0399778345527716,0.17282780676534,-1.35525271560688e-20,0.221666991944634,0.335360891214078,0,0,0,0,0,0,0,0,0,0,0.139895288048435,0,0,0,0.105553998115876,0,0,0,-0.0210355843693821,0,0,0.111901130918281,0,0,0,0,0,-0.0458092418063265,0,0,0,0.0720846356511416,0,0,0,0,-0.110968096249328,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,-0.0452276166838659,0,0,-0.00227961995817981,0,0,0.128665851807415,0,0,0,-0.183859014916864,0,0,0,0,0,0,0,0,0,0,0,0.227005898904321,0,0.0279701502385547,0,0,0,0,0,0,0,0,0,0,0,0.140057203907852,0.114854043406144,0.0573817037928838,0,0.0671432528413834,0,0.0247466643325651,0.180621242228325,0,0.136623583022058,0,0,0
X5.HK.EQUITY,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0229175426077088,0,0.147573752022676,0,0,0,0,0.190385401600376,0,0.151979131340021,0,0,0,0.0699722631398943,-0.056043347345767,0.453457043181936,0,0.096780089060564,0,0,0,0,0,0,0,0,0,-0.11336137793575,0,0.20325552123312,0,0,0,0,0.118085341447988,0,0.276459736928651,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.10480953051791,0,0,0,0,0,0.00656819522260247,0,0,-0.0397320018840789,0,0,-0.133585043343513,0,0.475797848956123,0,0.225786997230676,0,0,0,0.197527529796687,0,0,0,0.155972433266154,0.188273625568964,0,0,0,0.136796339225092,0,0,0,0,0,0.0602874755510115,0,-0.342268139040875,0,0,0,0,0,0,0
