,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.610730267121155,0,0.0367521601879798,0,0,0,0,0.00717114957813666,0,0.0762122302001779,0,0,0,0,0,0,0.0906034150526861,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,-0.0200439749095022,0,0,0,0.0847108425848487,0,0.0294967848801791,0,0,0,0,0,0.0431079412256463,-0.0151585614489998,0,0.0292627185790138
X601318.CH.EQUITY,0,0,0,0.118779230631565,0,0,0,0,0.0589417516306569,0,0,0,0,0,0,0,0,0,0.231198674186568,0,0,0,0,0,0,0.0383219200029773,0,0,0.0410755488968616,0,0,0,0.114086045599073,0,0,0,0,0,0,0.194654411885665,0.0755979968753783,0,0,0,0,0,0.0784581305715875,0,0,0,0
X601939.CH.EQUITY,0.110560290746018,0,0,0.336313450660876,0,0.242897496927302,0,0,0,0,0,0,0,0,0,0,0,0.0226963777294458,0,0.0158708719054663,0,0,0,0,0,0,0,0,0.0534597923308462,0,0,0,0.116843844082209,0,0,0,0,0.0165413700988627,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0.0453021691637455
X601288.CH.EQUITY,0.0134810469393223,0,0.29010876633347,0,0,0,0,0,0,0.213811636542623,0,0,0,0,0,0,0,0,0.0506619439640623,0,0,0,0,0,0.0126970372933645,0.223356998796478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073096033896062,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0222212446446483,0,0,0,0,0,0.456689301068415,0,0,0,0,0,0,0.0896112731367089,0,0.170931650549535,0.12276340746558,0,0,0,0,0,0,0.255320846248347,0,0,0,0,0.0613931810453308,0,0,0,0.0406477519988331,0,0,0,0,0,0,0,0,0,0,0,-0.755204442739773,0,0,-0.175727464943896,0.157838971760163,0
X601988.CH.EQUITY,0,0,0.103897885073717,0,0.0358993015249448,0,0,0,0,0,0,0.0601961353960142,0,0.0492979484509051,0,0,0,0,0,0,0,0,0.621095670633075,0.0185466201363193,0,0,0,0,0,0.108199546195203,0,0,0,0,0,0,0,0,0,0.0520121124067039,0,0,0,0,0,0,0,0,0,0.0904159520320239,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0246896203552043,0,0,0,-0.023026920432246,0,0,0,0,0,0.0753475223225,0,0,0,0,0,-0.0077909301602462,0.70055893913629,0,0,0.0287380803816776,0.097549830159422,0,0,0,0,0,0,0,0,0,0,0,0.0667842044663806,0,0,0.049755463326068,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264125137994471,0,0,0.186335479047634,0,0,0,0,0.0846052953062108,0,0,0.071420145954594,0,0,0,0,0,0,0,0.0161278228595684,0,0,0,0,0,0,-0.0347513709297902,0,0,0,0,0,0.0259864143608264,0,0.0280996721340779
X601628.CH.EQUITY,0,0.162573905683963,0,0,0.0108859113984418,0,0,0,0,0,0,0,0,0,0,0,0,-0.0457941963417997,0,0,0,0,0,0,0,0.152230624371125,0,0,0,0,0,0,0,0,0,0,0.369345304813606,0,0,0,0.215498902015958,0.064680575629408,0,0,0.0187902699470134,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0676130681642874,0,0,0,0.14084251145598,0,0,0,0,0,0,0.206912743913748,0,0,0,0,0,0,0,0.240687518364757,0,0,0,0,0,0,0.0772717925691815,0,0,0.00353451897686823,0.035551004821295,-0.0073689437901789,0,0,0.01161839474026,0,0,0.237368544595346,0,0,0,0,0.033548104514598,0,0,0.0140374684520237,0,0,0
