,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.531997195184779,0.0542649768472772,0.0478708580648682,0.0366632917306463,0.0781976934764952,0,0,0,0,0,0,0.0372126270749255,0,0,0,0.000972889973548084,0.0719308087632995,0,0,0,0,0,0.0648919869110906,0,0,0,0,0,0,0,0,0,0,0,0,0.00168227701828964,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0.0836612871915759,0,0,0.0600035450242928,0,0,0,0,0,0,0,0.229952850821648,0,0,0,0,0,0,0.0930813286257414,0,0.030632861821287,0,0,0,0,0,0,0,0,0,0.156517322861871,0,0,0.281909577842062,0,0,0,0.0125716770105174,0,0.0149652630242335,0,0,0,0,0
X601939.CH.EQUITY,0.466730159666882,0,0,0.183129977757137,0,0.11129890020749,0,0,0,0.0167367994789445,0.134344693834956,0,0,0,0,0,0,0,0,0,0,0,0.00112388802569382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00508024685638753,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.430421516648097,0,0.0774098760805959,0,0,0.0132967997444427,0,-0.0209797184880128,0,0.0779041591897819,0,0,0,0,0,0,0,0.201491511044517,0,0,0.151303281702269,0,0,0,0,0.0324001920217096,0,0,0.0896295340447421,0.0678291059588668,0,0,0,0,0,0,0,0,-0.0876655107010074,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.31496118005223,0,0,-0.12976407210744,0,0,0,0,0,0,0,0.72950168206394,-0.142120074139063,-0.0597413723875968,0,0,0,0.213105090737023,-0.0496993011150708,0,0.235720983981055,0,0,0,-1.38777878078145e-17,0,0,0,0,-0.0183404200879784,0,0.0589258880291338,0,0,0,0,0,0,0,0,-0.629439996366057,0,0,0,0.126284554645262,0
X601988.CH.EQUITY,0.0935484610693031,0,0.167399020897506,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0581615194057509,0,0,0,0.343161103289275,0,0.0785793834168676,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0147478291107527,0,0,0,0,0,0.219493658190028,0,0,0,0,0,0,0,0.0510619133276775,0
X600036.CH.EQUITY,0.0288115713072523,0.118132670471373,0,0,0,0,0,0,0.0518508498059535,0,0.117076291728956,0,0.213216398027175,0,0,0,-0.0516916433295886,0,0.0683592290870333,0,0,0,0,0,0.334207566168366,0,0,0,0,0.114881433072187,0,0,0,0,-0.0459920456479238,0,0,0,0,0,0,0,0,0.0133015082103815,0,0,0,0,-0.0439004122430591,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0354028710184104,0,0,-0.0547488465781516,0,0,0,0.129126236030851,0,0,0,0,-0.0322932200864533,0,0,0,0.256354775521575,0,-6.93889390390723e-18,0.0851052377206436,0,0,0,0,0,0,0.00923278878591559,0,0,0,0,0,0,0,0,0,0,-0.0298416123729981,0,0,0,0.284413207319141,0,0,0.126894328429994
X601628.CH.EQUITY,0,0.0305741627465309,0,0,0,0,0,0,0,0,0.0544894154338784,0,0.0876954437525387,0,0,0.011600793224597,0,0,0,0,0,-2.77555756156289e-17,0,0,0.0454017398071573,0,0.107028707756471,0,0,0,0,0.23762116776783,0,0,0,0,0,0,0,0,0.0800598143423256,0.195048182788018,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0678951412915114,0,0,0,0,0.0898657385813734,0.00892767968113615,0,0,0,0,0.0929038886996903,0,0,0.012415782736936,0,0,0,0,0.167122005934328,0.0251616711971015,0,0,0,0,0,0,0,0,0.0688357041310355,0,0,0,0,0,0.000495329169038173,0,0,0.190276414176885,0.238197835598364,0,0,0,0,0,0,0,0,0,0
