,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0801446828721537,0,0,0,0.0463201095120982,0,0,0,0,0,0,0,0,0,0,-0.358530695721017,0,0,0,0,0,0,0,0,-0.119023725309815,0,0,0,-0.353408347723272,0,0.0890563839253088,0,0.773899230646512,-0.0932956386255295,0.400636857775927,0,0,0,0,0,0,-0.0414768712690564,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.180538214554885,0,0,-4.33680868994202e-19,0,0,0,0.0633721951965288,0,0,0,0,0,0,0,0,0,0,0.148394403325038,0,0,0,0,0,0,0,0.0606906174218031,0,0,0,0,0.465538418687169,0,0,-0.0538086510616297,0,0.0707836228315595,0,0,0,-0.0219980545160444,0,0.0290344028535011,0,-0.061684515798937
X601939.CH.EQUITY,0.319724401656422,0,0,0,0,0.0327343855975524,0,0,0,0.0100916708648747,0,0,0,0,0,0,0,0.186162656112192,0,0,0,0,0,0,0,0,0,0,0.0813110891160514,0,0,0.119737805814852,0,0,-0.0199440799895418,-0.148340524724488,0,0,0.433800491771937,0,0,0,-0.00616956589997811,0,0,0,0,0,0,0,0.0836387333791165
X601288.CH.EQUITY,0,0,0,0,0,0.0243892169954286,0,-0.176556578653985,0.061476218995733,0,0.474800629866618,0.217705736382222,0,0,0,0.173523220181822,-0.0640175983362929,0,0,0,-0.00847882931806561,0,0,0,0,0,-0.0457405739617536,0,0,0,-0.592601942255022,0,0,0,0,0,0,0,0,0,0,0.289258209561466,0,0,0.0209867977818928,0,0,0,0,0,0
X5.HK.EQUITY,-0.225887399902813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297188746433408,0,0.0701432985172773,0,0,0.259135539567561,0.0113340622864944,0,0.434643427652885,-0.0365588157684026,0,0,0.0710589654838891,0,0,0,0,0,-0.168595472977606,0,0,-0.00445659466148062,0,0,0,0,-0.118158358720729,0,0.268451485603822,0,0,0,-0.116529821132357,0,-0.110462675116853,0,0
X601988.CH.EQUITY,0.191905016951409,0,0,0.521670730741292,0,0,0,0,0,0,0.138696850532283,0,0.0168834744323808,0,0,0,0,0.032615831695368,0,0,0,0,0,0,0,0,0,0.130578242952931,0,0,0,0,0,0,0,0,0,0,0.223341272878119,0,0,0,0,0,0,0,0,0,0,0,0.117939196796688
X600036.CH.EQUITY,0,0.569980591588424,0,0,0,0,0,0,-0.0574552309332622,0.514893310330314,0,0,0,0,0,0,0,0,0,0,0.0845612468686461,0,0,0,0,0,0,0.0337480905204555,0,0,0,0,0.254870599244554,0,0,-0.181719088723241,0,0,-0.176982369379716,0,0,0,0.0804138745212523,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.111352397339347,0,0,0.0624337455725012,0,0,0,0.142040876634768,0,-0.0375944306724464,0,0,0.0642206513123429,-1.0842021724855e-19,0.254574418132106,0,0,0,0,0,0,0,0,0,0,-0.00255920730840067,0,0,0,0,0.0252181370328649,0,0.254543993917357,0,0,0,0,0,-0.0919626350142856,0,0,0,0,0,0.0288340758227119,0,0.0469733764336895,0,0,0
X601628.CH.EQUITY,0,0.0395566573599393,8.67361737988404e-19,0.054770559561946,0,0,0,0,0,0,0,0,0,0.328950293892671,0,0,0,0,0,0,0,0,0,0.096933246688066,0,0,0,0,0,0,0,0,-0.0522447719801708,0,0,0,0.0461304758821267,0.223097147391705,0.0146556478500781,0,0,0,0,0,0,0.133884637562376,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0495813344826234,0,0,0,0.133088822822973,0,0,0,0,0,0.307402297212566,0,0,0,0,0,0,0,0.234864755869552,0,0,0,0,0.178933839945258,0,0.0388001094889513,0,-0.223289902477522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937942664538104,0,0,0,0,0,0,-0.294145011609107
X601166.CH.EQUITY,0,0,0,0.24066950893782,0,0.102419080606618,0,0,0.100545598630544,0,0,0,0,0.355693344812761,0,0,0,0,0,-0.0541722109674876,0,0,0,0,0,0,0.0946412416760387,-0.0566851868642775,0,0,0,0,0,0,0,0,0,0,0.163490638594849,0,0,0,0,-0.0415368099429062,0,0,0,0,0,0,-0.161276581875328
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.00949036656935796,0,0,0,0,0,0.0309456957773836,0,0,0,0.176789003538542,0,0,0,0,0,0,0,0.044887762029451,0,0,0,0,0,0,0,0,0.129194863505677,0,0.267437588390544,0,0,0,0,0.005690876344783,0,0,-0.144226617140772,0
