,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.444389021267135,0.0924909724290625,0.0833096558815228,0,0,0,0,0,0,0,0,0,0,0,0.0407741317078635,0,0,-0.0855363309179082,0,0,0,0,0.0782536802069501,0.0687804423442389,0,0,0,0,0,0,0,0.0543011142675766,0,0,0,0,0,0.0698702603866192,0,0,0,0,0,0.0539174180164116,0.26876980388979,0,-0.119558267629078,0
X601318.CH.EQUITY,0,0,0,0.0669070281770964,0,0,0,0,0.128060295804219,0,0,0.0835974776209024,0.109737439950843,0,0,0,0,0,0.110383858645378,0,0.233036229402613,0,0.0521917730914225,0,0,0,0,0,0.0370829278496359,0,0.102723833572264,0,0,0,0,0.0197671098988746,0,0,0,0,0,0,0,0,0.0722709534544473,0,0,0,0,0,0,0.107804001418364
X601939.CH.EQUITY,0.0151377289701929,0,0,0,0.361064900705126,0,0,0,0,0,0,0.226637786527456,0,0.00609921540005851,0,0,0,0.148018694067966,0,0.0756779379893653,0,0,-0.10408791697409,0.22301894780034,0.240141405169748,-0.0592502292835801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405112329599516
X600036.CH.EQUITY,0,0.159501334494404,0,0,0,0.0480746286924705,0.0986331730866288,0.101067070685565,0,0,0,0,0.161205856133311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35581799281614,0.0450814143634801,0.0618090131847423,0,0,0,0,0,0,0,0,0,0.0416809306422354,0,0.0684723830681549,0,0,0,0,0,0,0,0,0,0,0.0511978845555217
X601288.CH.EQUITY,0.130972517450696,0,0.0689854259224588,0,0,0.136373609261393,0,0.413465837123476,0,0,0,0.101297037179195,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674970951725487,0,0,0,0,0,0,-0.021974895223654,0,0,0,0,0.0174604514505723,0,0,0.125814152225241,0,0,0,0,0,0.0934126754745703,-0.11032781078003
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.113273867394839,0,0,0,0,0,0,0.127700005492891,0,0,0,0,0,0.0896247376565989,0,0,-0.0435591895686038,-0.116580115143758,0,0,0,-0.0256189883034828,0.293559942740374,0,0,0.537842084833008,0,0,0,0,-0.0714907791512626,-0.0334896701718407,0.175242008823658,0,0,0,0,0,0,0,0,0,0.0960261906350414
X1299.HK.EQUITY,0,0,-0.111546082456271,0,-0.0425355783652996,0,0,0,0,0.214640916223913,0,0,0,0,0,0.0888827268760503,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0142678174965461,0,0,0.0850323556153273,0,0.286103292348363,0.22135134879774,0.158599438846732,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0200822464170149,0.0945725190399767,0.216605736237456,0.107232196200299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30527878153148,0,0,0,0,0.0215035873625815,0,0.22990120803812,0.0933323501540601,0,0,0,0.162051616957341,-0.129615378026272,0,0,0,0,0,0,0,0.0748353913054882,0,0,0,0,0.0147316740884772,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.114529512509852,0,0.0808625962165638,0,0,-0.0402542099532305,0,0,0,0,0,0,0,0,0,0.0909139512247794,0.127461341657979,0,0,0,0.197035128226333,0,0,0.0151582613283941,0,0,0,0,0,0,0.0277449733992066,0,0,0.322823979272631,-0.0501015284078647,0,0,0,0.134273013631157,0,0,0,0.0885812735912875,0,0,0,0
X388.HK.EQUITY,0,0,-0.163140714947682,0,0,0,0.119647708115216,-0.120411368467168,0,0,0,0,0,0,0.2428772121491,0,0,0,0,-0.0909049060846873,0,0,0.222956632269295,0,0,0.205490559698221,0,0,0,0,0,0.151349923389923,0,0,0,0,0,0,0,0.115149765110829,0,0,0,0,0,0.0450053455567136,-0.101466324277195,0,0,0,0.148010748171397,0
