,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.21109502670371,0,0.0177768112590797,0,0,0.38678357042851,0,0,0,0.0205410875276386,0,0,0,0,0,0,0,0,0,0,0,0,0.237407589889688,0,0,0,0.0262042493439275,0,0,0,0.101012201402229,0,0.0668983268855313,0,0,0,0,0,0,0,0.0299922281403237,0,0,0,0,0,-0.101454706570004,0,0,0
X601318.CH.EQUITY,0,0,0.128877551228074,0,0,0,0,0,0.168399401246951,0,0,0,0.205252070677542,0,0.09148064204417,0,0.0336483142319293,0,0.0465016368542471,0.00949859376569395,0,0.0584046415516027,0,0,0,0,0,0,0.179073839436815,0,0,0.0480055577224788,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152161250590824,0.152087682546518,0,0,0,0,0
X601939.CH.EQUITY,0.540904236057239,0.0948592252693032,0,0,0,0,0,0,0.133728858913803,0,0.130939601666466,0,0,0,0,0,0,0.0542856710293503,0.148647745796208,0,0,0,0,0,0,0,0,0,0,0.187751748389436,0,0,0.0375096013765842,0,0,0,0,0,0.0767131230822413,0,0,-0.0863521396558514,0,0,0,0,0,0,0,0,0.013789015377684,0
X600036.CH.EQUITY,-0.0232515001633194,0,0,0,0,0.212102052799856,0,0,0,-0.127436304481149,0,-0.0356451843762003,0.108747504847806,0,0,0.137319344633841,0,0,0.153034166305511,0,0,0,0,0,0,0.425579687000815,0,0,0,0.0434031712464474,0,0,0,0,0,0,0,0,-0.0679173012022192,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0461610238989785,0,0,0,0,0.552016731452895,0,-0.0805530730137916,0,0,0,0,0,0,0,0,0.0358961089612197,0,0,0,0,0.0881548028090693,0.104516541055638,0,0,0,0,0.112952336169278,0,0,0.079647589836645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200869937065657,0.00123127026167826,0.00579227560058078,0.0387983096867185,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0624494590851748,0,0.12779110148397,0,0,-0.0216789555032851,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.212302993613436,0,0,0,0,0,0,0,0,0.0774796876203406,0,0,0,0,0,0.0566574794332601,0,0,0.106972377672608,0,0,0.141714118099682,0,0,0,0.210343192942696,0,-0.170517069125935,0
X601628.CH.EQUITY,0.0549766188316004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0538095880311733,0.156738134799472,0,0,0.0058042878379189,0,0,-0.160205911079776,0,0,0,0,0,0,0,0,-0.0353819433698664,0,0,0,-0.0206631931576532,0,0.474151861600291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0313541451238871,0,0,0,0.479006820748244,0,0,0,0,0,0,0.0425353254291662,-0.0479863230258623,0,0,0,0,0.229558885945734,0,0,0,0,0,0,0.0105408970389678,0,0,0,0,0,0,0,-0.104271108370731,0,0,0,0,0,0,0,0,0.116625541878271,0,0.146244341634848,0,-0.0411492297673424,0,0,0,0,0,-0.0675660221698443
X5.HK.EQUITY,0,0.14555243160308,0.00271710441812675,0,0,0,0,0,0,-0.182728821709957,0.0651654541985585,0.0890188712639922,0,0,0,0,0,0,0,0,0,0,0,0.222883320815076,0,0,0.152549715000355,0.0379017072354276,0,0,0.000289336677672195,0,0.132819070854147,0,0,0,0,0,0.254806576995155,0,0,0,0,0,0.218327961435335,0,0,0.0171071059314403,0,0,0,-0.0468392324146541
X388.HK.EQUITY,0,0,0,-0.0696048711399159,0,0,-0.110828721431874,0,-0.210756173194033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835407208518993,0,0,0,0,0,0,0,-0.179208385004876,0,0,0,0,0.216763570387767,0,0,0,0,0.199326015351562,0.219920414840954,0,0,0,0,0.114799830398359,0,0.118891437784071,0
