,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.483330518241805,0,0,0.436836562934057,0,0,0,0,0.00841100646080345,0,0,0,0,0,-0.0594758441446717,0,-0.050382495704348,0,0,0,0.012456224064817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224113676784035,0,0,0,-5.42101086242752e-20,0,0,0,0,-0.100542566774317,0,0,-0.203685768114923,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0583246495654752,0,0,0,0,0,0,0.130436326499945,0,0.160886088049101,0,0,0,0,0,0.0631379887651844,0,0,0,0,0,0,0.0508818050565823,0,0,0,0,0.0883808418326204,0,0,0,0,0,0.378433967636309,-0.0236678083711276,0.0735725199818709,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.136461788397288,0,0,0,0,0,0,0,0.00888553627431307,0,0.0684660912614783,0,0,0,0,0,0,0,0,0,0.122974369941611,0,0,0,0,0,0.405523596147253,0,0,0,0,0,0,0.0672433607597765,0.0922209913719454,0,0,0,0.0160496295382746,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0.0473511797018945,0,0,0,0.0310149183926901,0,0.0281680918783815,0,0.0955366122517719,0,0,0,0,0,0,0,0,-0.00341601299316688,0.381323511048934,0,0,0,0.101301230885493,-0.0172317157211579,0,0,0,0,-0.0505442876234567,0,0,0,0,0,0,0.190967881687145,0,0,0,0,0,0,0,0.0792396910846271,0,0,0
X5.HK.EQUITY,0,-0.134382315250756,0,0,0,0,0,0,0,0,0,0,0,0,0.0180376656159372,0,0,0.138737960244293,0,0.360037381661483,0.0134591391341492,0,0,0.407027419114027,0,-0.0144772321883625,0,0,-0.187428116787734,0,0,0,-0.0519336249483368,0,-0.0687706724193937,0,0,0,0,0,0,0,0,0,0,-0.0066871760566263,0,-0.132096785343631,0,0.29348778118899,0
X601988.CH.EQUITY,0.160648273495348,0,0,0.473475720370751,0,0,0,0,0,0.0968569282183684,0,0,0.139852798805933,0,-0.0320160743463959,0,0,0,0,0,0,0,0.0680014245620332,0,0,0,-0.0500753147102372,0.0522386692353996,0.016633061936832,0,0,0,0,0.111006155929818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000964038602886179,0.0894290395183928
X600036.CH.EQUITY,0,0.528213126327169,0,0.0364996952266198,0,0,0,0,0,0.0625365900859759,0,0,-0.187066509169322,0,0,0,0,0,0.0837238608695141,0,0,0,0,0,0,0.188439200840735,0,0,0.0217753086548361,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.28212580934346,0,0,0,0,0.137995856198114,0,-0.226331387287518,0,0
X1299.HK.EQUITY,0,0.00571493643863744,0,0,0,0,0,0,0,0,0,0,0,-0.0970717254506946,0,0,0,0.208144448324738,0.114644688815704,0,0.278395167449088,0.281143402069849,0,0.0894639389305197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101375430553437,0,0,0,0,0,0,0,0,0,0,0,-0.210339377547856
X601628.CH.EQUITY,0,0.18068244091922,0,0,0,0,0,0,0,0.00177552127815013,0,0,0,0,0,0.23374991852454,0,0,0,0,0.0308463502810273,0.142246715285875,0,0,0,0,0,0,-0.0414161827067184,0,0,0,0,0,0,0,0,0.138135924606052,0,0.102253105140405,0,0,0,0,0,0,0,0,0.0638403451534496,0,0
X601166.CH.EQUITY,0,0,0.162529963736091,0,0,0.239984793533977,0,0,0,0,0,0,0,0,0,0.354082083981449,0,0,0,0,0,-0.196385611574926,0,-0.0253748198628802,0,0,0,0.275468647618039,0,0,0,0,0,0.298046647940502,0.0011975488594898,0,0,0,0,0.1054313950851,0,0,-0.094313527442783,0,0,0,0,0,0,0,-0.126222848640622
X601328.CH.EQUITY,0,0,0.117278099356057,0.014892296317995,0.0383580505949629,0.326848994459482,0,0,0,0,0,0,0,0,0.058243628546645,0,0,0,0,0,0,0.0164131440460931,0.199527234004066,0,0,0.0486495703619445,0,0,0,0,0,-0.000542168363434082,0,0,0,0,0,0,0.00128373728821867,0,0,0,0,0,0.0970056684496477,0,0.131551457720474,0,0,0.00977131552775906,0
X600000.CH.EQUITY,0.0621463636497835,0.145119390814548,0,0,0,0,0.104394410900681,0,0,0,0,0,0,0,0,0,0,0,-0.00558503921643843,0,0,0,0.18701666257577,0,0,0.0793633926654949,0,0,0,0,0,0,0,0.0642695257347896,0,0,0,0,0.204128323527194,-0.0303840400771163,0,0,0,0,0,0,0.185646513961578,0,0.00103165512907983,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,4.33680868994202e-19,0.15885125633782,0,0,0,0,0,0,0,0,0,0,0.0685659939800943,0,0,0.118905224495688,0,0,0.116058906271398,0,0,0,0,0.0994292874344136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332246123823841,0.135513429166215,0,0,0,0,-0.0169972051062317
X000001.CH.EQUITY,0,0.240061709580868,0.174494706774969,0,0,0,0,0,0,0,0,0,0,0,0,0.0206438524064567,0,0,0,0,0,0,0,0,0,-0.211601267165982,0,-0.0386756225469202,0,0,0,0.0310631775144696,0.237436680259365,0.107464221631081,0,0,0,0,0.271159468800146,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,-0.1324851563582,0,0.0353150196205346,0,0,0,0,0,0,0,0,0.0609490724666341,0,0.190987207875268,0,0,0,0.14848379844291,0,6.93889390390723e-18,0,0,0,0,0,0.126800626431101,0.48802853941908,0,0,0,0,0.256704194005611,0.0383846591967107,0,0,0,0,0,0,0,0,0,0,0,0,-0.319401248200333,0,0.251651878762469,0
X601601.CH.EQUITY,-0.069433124568005,0,0.0769372609364262,0,0,0,0,0,0.0855499077443648,0.0895294753037057,0,0,0,0.348470647709787,0.270923747473916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692437787405768,0,0,0.0230676648923515,0,0,0,0,0,0,-0.0493964571344793,0,0,0,-0.097495310424381,0,0,0,0,0.223683822363232
X16.HK.EQUITY,0,0,0,0,0,0,0,0.239277900369628,0,0,0,0,0,0,0,0,0,0,0,0,0.0830679439661829,0,0,0,0,0.109420009442998,0,0,0,0.198654134895346,0,0,0,0,0,0,0,0,0,0,0.393198073756641,0,0,0,0,0,0,0.219551186714563,0.0295138500819569,0,0
X11.HK.EQUITY,0.229790943307488,0,0,0,0.13765632763094,0,0,0.216615638941635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.540656360732044,0,-0.0180371367092956,-0.152353979030533,0,0,0,0,0,0,0,0,0,0.067844605597726,0,-0.0278956370326639,0,0,-0.0911565284413368,0,0,0,0,0.00900421866297177,-0.155266686382124,0,-0.129144134109628,-0.0100940786101013
X388.HK.EQUITY,0,0,0.107859751154503,0,0.0182874594479824,0,0.10655542498679,0.442595042116142,0,0,0,0,0,0,-0.061084804321304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,-0.0257616897850162,0,0,-0.347949754466059,0,0,0.327676481060837,0,0,0,-0.0996021517106831,0,0.459111011495636,0,0,0,0
X601998.CH.EQUITY,-0.318896835270046,0,0,0,0,0,0,0,0,0,0,0,0.426960139286648,0,0,0,0,0,0,0,0,0.604433553029828,0,0,0,0,0.000274534513010991,0,0,0,0,0,-0.190442681675313,0,0,0,0,0,0.343717059650203,0,0,-0.311353450360316,0,0.159506521002435,0,0,0,0,0,0,0
X267.HK.EQUITY,-0.0894407829434948,0,0,0,0.184767854407684,0,0.282814773905023,0,0,0,0,0,0,-0.103577354239065,0,0,0.0640279820317498,0,0,0,0,0.145604174878756,0,0.188975313099071,0,0,0,0,0,0,0,0,0,0,0.0914033201425827,0,0,0,0,0,0,0.00822078338363608,-0.0627932127783615,0,0,0,0,0,0,0,0.0413016382331168
X688.HK.EQUITY,0.0831193770596361,0.107529587923406,0,0,0,0,0,0.114970508662535,0,0,0.0275722789830608,0,0,0.107069165877912,0,0,0,0,0,0.0283522641225293,0,0,0,0.174459296169841,0,0.0253405050047961,0,0.282979884857515,0,0,0.149116042537971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823554456854861,0,0,0,0,0,0
X600016.CH.EQUITY,0.130712765028227,0,0,0,0,0,0.0419457370976232,0,0,0,0.178455085046995,0,0.152987570543977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0764181041517739,0,0,0,0,0.0593379634920395,0,0,0,0,0.142980467954107,0.17752798776592,0,0,0.194945953792631,0,0.102080171716794,0,0.00468155741476953,0,0,0,0.0407155191665166
X2388.HK.EQUITY,0,0,0,0,0.536573493613959,0,0,-1.73472347597681e-18,0.0610614719375662,0,0,0,0,-0.0448850074940313,0,0,0.184440102342352,0.100554175076556,0,0,-0.0603122757311273,0.392395238310436,0,0,0,0,-0.0164964208240457,0,0,0,0,0.0312353799345557,0,0,-0.0491470037886915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0268050038323103,0
X600030.CH.EQUITY,0,0,0.0411359366854014,0,0,0.0568308211863459,0,0,0,-0.0924478226461619,0.141904595247851,0,0,0,0,0,0,0.0384961456292333,0.124418064459719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400801427955233,0.117009887727389,0,0,0.0634229807919972,0,0.041503583712018,0,-0.0396116731121299,0.0803536985213175,0,0.0514063710295695,0,0,0,-0.0588153228693026
X1109.HK.EQUITY,0.0783723903002809,0,0,0,0,0,0,0,0,0.0592435603764918,0,0,0.0938245960124395,0,0,0.113703370936428,0.286322993211201,-0.144687143379411,0,0,0,0.252806628253586,0,0,0,0,0,0.0236510699958139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100032497978117,0.0520642843742841,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256283580781391,0,0.185610247305475,0,0,0.161399246713557,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0042352332396804,0,0.151273986570326,0,0,0,0,0,0,0,0,0,-0.0577560682590342,6.93889390390723e-18,0
X2007.HK.EQUITY,0,-0.236091426853271,0,0,0,3.46944695195361e-18,-0.0298512303058715,0,0.0825260269418592,0.0111065698306072,0,0,0,0,0.161666319268375,0.0965099288628224,0,0.122483694088485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222049219761698,0,0.0608951213684545,0,0,0,0.429562508006328,0,0,0,0,0,0.0627506799491445,0,0,0,-4.33680868994202e-19
X600048.CH.EQUITY,0,0,0,0,-0.00567743939382137,0,0,0,0,0,-0.109807021620276,0,0,-0.0070999624517976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142793835619028,0,0,0.283103348905593,0,0,0,0,0,-0.00163265652791104,0.241018330912469,0,0,0,0,0,0,0,0,0,0.0294417405986763,0.0426054414603958
X1113.HK.EQUITY,0,0,0,0,0,2.77555756156289e-17,0,0,0,0.234730165269228,0,0,0,0,0,0,0.161725603312247,0.293045109840724,0,0,0.160867057424683,0,0,0,0,0.0229067479005803,-0.0012893580961205,0,0,0,0,0,0.0635185873506643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514191788871923,0,0,0
X12.HK.EQUITY,0.0168460899051502,0,0,0,0,0,0,0.201297181399462,0,0,0,0,0,0,0,0,0.32698109277885,0.112249872513775,0,0,0,0,0,0,0,0,0,0,0.0141150074637687,0.171804249062254,0,0.280028144730318,0,-0.0215600434172081,0,0,0,0,0,0,0.0422914752825648,0,0,0,0,0,0,0.0253147364919632,0,0.069267530577281,-0.0989462106331573
X823.HK.EQUITY,0,0,0,0,0,0,0,0.0470647375482532,0,0,0,0,0,0,0,0,0,0.203036155810743,0,-0.0847487093486487,0,0,0,0.254484627285199,0,0,-0.0606151406254487,0,0,0,0.0555077432301449,0,0,0,0,0,0,0,0,0.19421978318685,0.0711568041123717,0,-0.104505409094782,0,0,0,0,0.182728960766663,0,-0.00441121916767488,0.111866076606564
X001979.CH.EQUITY,-0.108051094706982,0,0,0,0,0,0,0,0,0,0,0,0.0732600464704962,0.00940438780293868,0,0,0.0702451662046865,0,0,0,0,0,0,0,0,-0.155273927746787,0,0,0.269511436106148,0.0316646659136044,0.0320439761235326,0,0,0.155137020681086,0,0,0,0,0,0,0,0.224207862958648,0,0.505463022105564,0,0,0,0,0,0,0.0250495441142055
X002142.CH.EQUITY,0.0280899043847626,0.225877786286868,0,0,0,0.047852441041072,0,0,0,0.112693120609561,0,0,0,0.209984820294558,0.0714569821416787,0,0,0,0,0,-0.021361964187213,0,0,0,0,-0.0443783075612191,0,0,0,0,0,0,0,0,0,0,0,0,0.030512545372486,0,0,0,0,0.0174985393117081,0,0,0,0,-0.0410808831523969,-0.0297552927237034,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,-0.114664360708125,-0.00596180262894759,0.046224599782143,0,0,0,0,0,0,0,0,0,0,0.161343777372027,0,0,0,0,0,0,0,0,0,0,-0.128787897382895,0,0,0,0.037077325341433,0.32244738263839,0.0202545282856795,0,0,0,0,0,0.0889431871375131,0.0985976229089688,0,-1.73472347597681e-18,-0.163278278810249,0,0,0
X601211.CH.EQUITY,-0.0438892560189533,0,0,0,0,0,0,0,0,0,0,0,0,-0.00323651688033693,0,0,0.018221447600605,0,0,0,0,0,0,0.0357084663614943,0.28531152520232,0,0,-0.0567925531351101,-0.0547263282631736,0,0,0,0,0,0,0,0,0.0780731110374104,0,0,0,6.93889390390723e-18,0,0,0,0,0.42416975680665,0,0,0,0
X601688.CH.EQUITY,0,0,0,-0.0951306917954424,0,0,0,0,-0.251031506158775,0,0,0,0,0,0,0,0,0.0971551035975393,0,-0.33740691951374,0,0,0,0,0.54096112145641,0.196917911431258,0,0.0591711961380266,0,0,0,0,0,0,0,0,0,0.477571807355875,0,0,0,0,0,0.00263772575453121,0.108438466425478,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101305251935161,0,0,0,0,0,0,-0.0269878134631374,0,0,0,0,0,0,-0.0606748057048848,0,0,0,0,-0.0341201541873767,1.38777878078145e-17,0.367146745767605,0,0,0,0,0,0,0,0,0.377956400421542,0,3.46944695195361e-18,0,0.284662363761864,0,0.055186324196616
X601229.CH.EQUITY,0,0,0.339000026639651,0,0,0,0,0,-0.121345192485859,0.0344071813949423,0,0,0,0.158364373253487,0,0,0,0,0,0,0,0,0.118383964524689,0,0,0,0.215820207266796,0,0,0,0,0,0,0.213360738708314,0,0,0,0,0,0,0,0,0.0296241787336005,0,0,0,0,-0.0279658582273665,0,-0.106941939251648,0
X601336.CH.EQUITY,0,0,0,0.0954619544966052,0,0,0.105763237584785,-0.10724067416089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241465575807896,0,0,0,0.229385280882483,0,0,0,0,0,0,0,0,0.201399686561628,0,0,0.162473647734818,0,0,0.0910239855591735,0,0,0
X1997.HK.EQUITY,0.112743074887496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489480965176132,-0.107245422097656,0,0,0,0,0.107852784346635,0,0,0.186878011023338,0,0,0,0,0,0.0411185490708238,-4.33680868994202e-19,0.394695402993523,-0.147929247270698,0,0,0,0,0,0.0121402132262253,0,0,0,0,0,0,0,0,0.155675308247244,0,0,-0.0880214066350575
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387567455098887,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677884493111448,0,0,0,0,-0.0733795426189288,0,0,0,0,0,0,0,0,0,0,0.0604615075870967,0.396310357749511,0.141699515077596,-0.0133009357068799,0,0.173027745129867,0
X600015.CH.EQUITY,0,8.67361737988404e-19,0,0,0.0652718673881665,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.00586637453957738,0,0,0.0522568124113263,0.0239256950948054,0,0,0,0.0937513820191107,0,0.0306996046231893,0,0,0,0,0.057279498437038,0,0,0,0,0,0,0,0,0.140624910176674,0.0251999956273063,0,0,0,0.430935418943329,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,-0.360642264917967,0,0,0,0,0,-0.123459257864167,-0.0178648634630445,0,0,0,0.0129290715345013,0,0,0,0.138411604945813,0,0,0.181094181146846,0,-0.0145359958942575,-0.0102906924190451,0,0,0.336088094094152,0,0.153647294204403,0,0,0,0,0,0,0,0.837710916405548,0,0,0,0,0,-0.14424914400242,0,0.0313818718585779
X000166.CH.EQUITY,0.104460798099591,0,0,0,0,0,0,0,0,0,0,0,0.00755473763484487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0373107010659502,0,0,0.130076487760399,0.0154040357081293,0,0.0737850759631137,0,0,0,0,0,0,0.280263260125176,0,0.432530358306728,0,0
X2881.TT.EQUITY,0.0893159832569148,0,0.0367822251198036,0,0,0,0,0.203125140698654,0,0,0,0,0,-0.137789101015535,0,-0.0646073819233643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0764013759290605,0,-0.0644976045684074,0,0,0,0,-0.0302757664166573,0.154202251927641,0,0.488368090047083,0,-0.040597965272409,0,0,0,0,0,0,0
