,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0549130570643904,0,0,0,0,0,0.0208970449145425,0,0,0,0.192225857910861,0,0,0,0.452389913061514,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140520405480654,0.468304702459587,0,0,0,0,0,0,0,0,0,0.0791052002546761,0.030734437807874
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.146229120434329,0,0,0,0,0,0,0,0.102961091414598,0,0.0606412107997808,0.0540922884755917,0,0,0,0,0,0.113025257846553,0,0.00486094000528206,0,0,0,0,0,0,0,0.157131258588217,0,0,0,0.291126705022876,0,0.0011327880703632,0,0,0.00824200832996133,0,0,0,0,0,0
X601939.CH.EQUITY,0.384830651609815,0,0,0,0,0,0,0,0,0.0421383980318785,0,0,0,0,0,0,-0.289199753798921,0,0,0,0,0.274690016391833,0,0,0,0,-0.146878162940238,0.027604444081703,0,0,0,0,0,2.77555756156289e-17,-0.0822258103803595,0,0,0,0,1.73472347597681e-18,0.562059739519746,0,0,0,-0.0100424375756131,0,0,0,0,0,0.180038917544687
X601288.CH.EQUITY,0,0,0,0,-0.0778908152368523,0,0,0,0.135719691571598,0,0.267983911728719,0,0.0147404158021299,0,0.345267879465232,-0.0992017217332097,0,0,0,0,-0.0814871979402242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.144499907033906,0.391852654217418,0,0,0,0,-0.0295259311202177,0,0,0.255174494255859,0.0355989000248457,0,0.0306530492209292,-4.33680868994202e-19,0,0,0.231851821759704,0,0,0,0,0.0395359302057716,-0.167599570313776,0,0,0,0,0,0,0,0,0.0103394698925063,0,0,0,0,0,0,0,0,0,-0.207561329301539,0,0.137395479536675,0,0
X601988.CH.EQUITY,0,0,0,0,0.194003962744066,0,0,0,0.149898403620109,0,0,0,0,0,0.147611114484199,0,0,0,0,0,0,0,0,0,0.017399253961538,0,0,0,0,0,-0.152345869742286,0,0,0.153298620870708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516003184532282,0
X1299.HK.EQUITY,0,0,0,-0.107025460046524,0.257797359130499,-0.0627398980935309,0,0,0,0,0,0,0,0,0,0.0995238569351732,0,0.0780497992486262,0,0,0,0,0,0,0,0.130262614360986,0,0.0598305329306834,0,0.0705206651658803,0.0166975147846795,0,0.104515730933923,0,0,0,0.349441245400651,0,0,0,0.0597493406513204,0,0,-0.156679008481749,0,0,0,0,0,0,-0.0244284054072234
X600036.CH.EQUITY,0,0.0592965041484242,0,0,0,0,0,0,0,0.52747683114522,0,0,0,0,0,0,0.0693750604564734,0,0,0,0.242048736580421,0,0,0,0,0,0,0,0.147120524318887,0,0,0,-0.199324536896005,0,0,0,0,-0.165558509378853,-0.00285532350344994,-0.0233964618362821,0,0,0,0.192387656371293,0,0,-0.0509761135894505,0,0,0.030497910286577,0
X601628.CH.EQUITY,0,0.235046090627299,0,0.058822939206876,-0.0496279374671522,0,0,0,0,0,0,0,0,0,0,0,0.142035485497324,0,0,0,0,0,0,0,0.000703027474538409,0,0,0,0,0,0,0,0,0,0.147247080517026,0.132823830950278,0,0,0,0,0,0.150849537368738,0,0.116480275045302,0.108325648789828,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.616760694294739,0,0,0,0,0.132978419927497,0,0,0,0,0,0,0,0.143559379239423,0,0,0,0,0,0.120825701172884,0,0,0,0,0,0,0,-0.0858452600889941,0,-0.0346247396113622,0,0,0,0,0.0307133642121173,0,0.0369051395198939,0,0,-0.154169025237975,0,0,0.0749069786076984,0
