,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,-2.77555756156289e-17,0.443889029346478,0.0634524937139617,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.130840732386647,0,0.0899481947692101,0,0,0,-0.12039682064042,0,0.0104032736215024,0,0,0,0,0,0,0.0476245153211251,0,0,0,0,0,0,0,0.0413715298843725,0,0,0,0,0,0,0,0,0,0.121317341142829,0.137856368265534,0,0,0
X601318.CH.EQUITY,0,0,0.178622692276241,0,0.0291935037481594,0,0,0,0,0,0,0,0,0,0.3011765508814,0,0.0366720403695196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154899665767474,0,0,0,0,0,0.170416501377183,0,0,0,0,0,0,0,0.0833827043803876,0,0,0
X601939.CH.EQUITY,0.163251526510596,0,0,0,0,0,0,0,0,0,0.170604172255791,0,0,0.288589789965842,0,0,0,0,0.0431443156192843,0.177700761838916,0,0,-0.0326228807466185,0,0,0,0,0,0,0.0187525398529258,0,0,0,0,0,0.0878737809176626,0,0,0,0,0.0368211631176703,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.347023443365208,0,0.0192527684134985,0,0.50207932785699,0,0,0,0,0,0.0113103514694193,0,0,0,0,0,0.0453176804085717,-0.0267807125826396,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893762683903746,0,0,0
X601988.CH.EQUITY,0,0,0,0.11532471896184,0,0,0,0,0,0,0,0.475463009682718,0,0.0154330760167325,0,0,0,0,0,0,0,0,0,0.0388214441306587,0,0,0,0,0,0,0,0,0,0.0895104923027912,0,0,0,0,0,0,0.0893203472387701,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.190650886246551,0,0,0,0.00383962708163041,0,0,0,0.256329401321427,0,0.269402833520484,0,0,0.414973406033191,-0.599812948252427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327465632378209,-0.148513538629027
X600036.CH.EQUITY,0,0,0,0.0519158458976606,0,0,0,0.101327061735412,0,0,0,0,0,0,0.145135332089283,0,0,0,0.088814744971552,0,0,0,0.0529389825803562,0,0,0,0,0,0,0,0.185372096113284,0,0.199241365452645,0,0,0.0555087797143407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797024964446218,0,0,0,0,0.0946899987339186,0.168242977851587,0,0,0,0,0,0,0.0497388653498946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267160376560512,0,0,0
X601628.CH.EQUITY,0,0,0.264547846533386,0.0324273027911466,0.227216198411876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536338314682095,0,0,0,0.133126001553314,0,0,0,0,0,0,0.110722290909594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.224637859412749,0,0,0,0,0,0.0806951339166354,0,0,0,-0.111473078112558,0,0,0,0,0,0,0.450396288904312,0,0,0,0,0,0.146993810928389,0,0,-0.16623174418578,0,0,0.13958814322088,0,0,-0.0220305490682635,0,0.575297958235886,-0.207906624909375,0,0,0,0,0.513021648162045,0,-0.230586220055305,0,0,0
