,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.20241645119405,0,0.102254957864129,0,0.0307307176106202,0,-0.0647539237923045,0,0,0,0.412664846255168,0,0,0,-0.115453240283241,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0975190550250315,0.022708804700837,0,0,0,0,0,-0.0848142631020253,0,0.166447089155305,0,0,0,0,0,0.0843160699563974,0,2.16840434497101e-19,0.0790333343622133,0,0,0,0,0.0189471808206018
X601318.CH.EQUITY,0,0,0,0,0,0,0.00255091284019427,0,0.103702075595264,0,0.0152227318226145,0,0,-0.155903891648827,0,0.0794144948410486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218927086980223,0,0,0,0,-0.251825054344469,0,0.433661412180735,0.109207742401945,0.0340028445327985,0,0,0,0,0,0.180761825438723,0,0
X601939.CH.EQUITY,0.13828334830544,-8.67361737988404e-19,0,0.363763364981054,0,0.0718534020198568,0,-0.0783892996231618,0,0,0,0,0,0,0.0889864149056323,0,0,0,0,-0.0197944928354413,0,0.102217302613654,0,0,0,-0.0883276986867849,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154215214204971,0.491686235594531,0,0,0,0,0,0,0,0,0,0.00175351134151525,0,0
X601288.CH.EQUITY,0.406569423911958,0,0.155597242654867,0,0,0.159428281943961,0,0,0.0445754846501662,0,0,0,0,0.0313566771477497,-0.0030235559816194,-0.143444485379311,0.0517526969655194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121857012021342,0,0,0,0,0,0,0,0,0.181718589733348,0,0,0,0,0,0,0,0,0.191330246385085,0,0,-0.0152337548709605
X5.HK.EQUITY,0,-0.127678545717536,0.0274317628468572,0.286146693645597,0,0,0,-0.250277041176692,0,0,0,0,0.144581240955957,0,0,0,0,0,0,0,0.540086692960411,0,0,0,0,0.303902179200266,0,-0.0108659339867521,0,0,0,0,0,0.0221751603272841,0,0,0,0,0,0,0,0,0,0,0,0,0.201554019198091,0,-0.0718374393507121,0,0,0
X601988.CH.EQUITY,0.177715467753274,0,0.122282411017048,0.120990372916318,0,0,0,0,0.0953143120707209,0,0.097155106478377,0,0,-0.271845365027741,0,0,0,0,0,0,0,0,0.076733541339459,0.270262342152227,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.132120715106603,0,0,0,0,0,0,0,0,0.0249270373796908
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0808116972476191,0,0,0,0,0.00697755923016846,0,0.291953029487228,0.223829237769585,0,0.036571758151209,0,0,0.0830427190822152,0,0.000652168642524226,0,0,0,0,0,0,0,0,0.0792298008523869,0,0,0.0369187762758898,0,0,0,0,0,0,0,0,0,0,0,0,0.117832153918326,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0335390793551637,0.0695942326710248,0,0,0,0.138507834826192,0,0,0,-0.14510334031302,0,0,0,0.370199169342973,0,0.251915969014134,0,0.0424701854577548,0,0,0,0,0.10312500568816,0,0,-0.00418375774239781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.124292428699417,0.32059641801302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301287705956137,0,0.0266899293326404,0,0,0,0,0,0,0,0,0,0.118706082604164,0.0152265699633768,0,0.0475566202599142,0,0,0,0,0,0,-0.365682952881568,0,0,0.0689825712156152,0,0,0.195711404737339,0,0,0.205317718767128,0,0,0,0,0.0956594160300622
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127271763209704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
