,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X002142.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X000776.CH.EQUITY,X600926.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.00253598884221865,0,0.337313522097189,0.110501204931572,0,0.207663726966958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165031821380057,0,0,0,0,0,0.0158909330335372,0,0,0,0.0739949262138449,0,0,0,0,0,0.0457081398709876,0,0.0247940027043166,0,0,0,0,-0.0392313465264159,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0530015425312394,0,0,0,0,0.188881680909571,0,0,0,0.00443509194199419,0,0.102694109822787,0.0249824020338706,0,0.0456137961163399,0,0,0,0.142881183269233,0.0532669934566492,0,0,0,0,0,0,0.173255556588515,0,0,0.0745371285642346,0,0,0.10243631317519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.120726948257842,0,0,0,0,0,0,0.115886742771562,0,0.0105757988736887,0,0,0,0,0,0,0,0,0.0580374764557864,0,0.312080632602147,0.0701701192286331,0,0,0,0,0.0107636753281082,0,0,0,0,0,-0.11590538877121,0,0,0.0974085501566463,0,-0.0430508407932,0,0,0,0,0,0,0.179438120537279,0,0
X601939.CH.EQUITY,0.571014100026804,0,0,0,0,0,0,0,0.168795768171529,0.0778007300295568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602181913256335,0,0,0,0,0,0,0,0,0,0.0729591257247249,0.0912945551356115,0,0,0,0,0,0,0,0,0,0,0.16320312574007,0.132737262837426,0.0586297252402151,0
X601288.CH.EQUITY,0,0,0,0.158741962823838,0,0,0.432009510622574,0,0,0.0670026219812608,0,0,0,0,0,0,0.115814189575199,0,0,0,0,0,0,0.0390321095067696,0,0,0.0140639638201042,0,0,0,0,0.0695396976006966,0,0,0,0,-0.0142364702273203,0,0.110783246882639,0,0,0,0,0,0,0,0,0,0,0,0,-0.066653497306171
X1299.HK.EQUITY,0,0,0.0447018735841126,0,0,0,0,0,0.0254223948081936,0,0.263369386901564,0,0,0.178167774931971,0.0202321091286878,0,0,0,0,0,0.175632158860015,-0.256388831211089,0,0,0,0,0,0,0.133800967013295,-0.0151461750074827,0,0,0,0,0,0,0,0,0,0,0.144364475809759,0,0,0,0,0,0.16622882014327,0,0.00750334134295402,0,0,0
X601988.CH.EQUITY,0.17606163192423,0,0,0,0.291979832215703,0,0,0.0756606786713678,0,0,0,0.0359201315562997,0,0,0,0,0,0,0.199151783862609,0,0,0,0,0.191538886668023,0,0,0,0,0,0,0,-0.240134499757486,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.0150193409014716,0,0,0,0,0,0,0,0,-0.0533711415004894
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.114949459150713,0,0,0,0,0,0,0.231970311290219,0,0,0,0,0.0561987172926285,0,0,0,0,0,0.116662182136218,0,0,0,0,4.33680868994202e-19,0,0.016831696525532,0,0,0.241082791460944,0,0,0,0,0,0.26838693103238,0,0,0,0,0,0
X5.HK.EQUITY,0,0.239437888462439,0,0.101999515394572,0,0,0,0,0,0.050183171238368,-0.123122735253376,0.0774453098575689,0,0,0,0,0,0,0,0,0,0,0,0,0.155078517832022,0,0,0.123535012744389,0,0,0,0,0,0,0,0,0,0.270708706126088,0,0,0,0,0,0,0.0414740165694007,0,0,0,0,0,0,-0.0875561137299363
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.00101972415716494,0,0,3.46944695195361e-18,0.464119861055859,0,0,0,0,0,0,0,-0.0980649682582109,0,0,0,0,0,0.117092526166524,0,0,-0.0809538601964128,0.118805574771085,0,0.156896346473398,0,0,0,0.00699803716097583,0,0,0,0,0,0,0,0.0497551117330976,0,0,0,0.105336460044149,0,0,-0.109593840202113
X388.HK.EQUITY,0,0,0,0,0,0,-0.00925035614258335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0874335526727303,0,-0.162118984150625,0,0,0,0,0,0.0367566543889901,0,0,-0.188792366784797,0,0,-0.184675774558694,0,0,0.161443755745644,0.248529166713278,-0.17314080939373,0,0,0.12077798778054,0,-0.0548960370528099,0.553000631612721,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0.418257642684083,0.194294549290139,0,0,0,0,0,0,0,0,0,0,0,-0.0147984218490442,0,0,0,0.0823329116322694,0,0,0.27661113920357,0.100061683088203,0,0,0,-0.0357505902347236,0,0,0,0,0,0,0,0,0.150607627608626,0,0,-0.318938897390056,0,0,0,0,0,0,0.24143191368368,0
X000001.CH.EQUITY,0,0.118681519475373,0.0934876266937826,0,0,0,0,0.0256162144952985,0,0.267699218081367,0,0,0,0,0,0.173691289526667,0,0,0,0,0,0.109816987463906,0,0,0,0,0.114213509129242,0.0579806554208819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13319727912734,-0.172094320602524,0,0,0,0,0,-0.126079990322251,0.0611233977208996
X601601.CH.EQUITY,0,0.234488323721353,0,0,0,0.187491724415772,0,0.00248039184116566,0,0.0267418394244277,0,0,0,0,0.00763665343796328,0,0,0,0.152774785555328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301535404353834,0,0,0,0,0,0,0.221431803705094,0,0,0,-0.0190869004773778,0
X000002.CH.EQUITY,0,0,0.18244277590051,0,0,0,0,-0.0818771032949662,0,0,0,0.00122225623216732,0,0,0,0,0,0.215845328143044,0,0.065205414262104,0,-0.115667951520556,0,0.20746626134518,0,-0.102389570804994,0,0,0,-0.126480930942502,0.108990134411496,0,0.624308230063443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03771557045063,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.021827003701673,0,0,0,0,0.0457186764730719,0,0,0,0.204821210164573,0,0,0,0,0,0,0,0,0,0,0,0,0.460988252286897,0.0536963603928812,0,0,0,0,0,-0.0633381708352614,0,0.039332737922876,0,0.209747950295906,0,0,0,-0.0544589904101558,0,0.0577283619755333
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.00928166155854213,0.0434677583700283,0.0501492459150076,0,0,0,0,0,0.139215538752974,0,0.0162243053741342,0,0,0.0131596483412356,0,0.0512364411597172,0.191374880471801,0,0,0,0,0,0,0,0,0.0990444484980201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145638702945203,-0.127826373523109,0.149177716009359
X300059.CH.EQUITY,0,0.223642558650568,0,0,0,0,0,0,0,0,0.0756249984595276,-0.0431567245828231,0,0,0,0.286817269132608,0,0,0,0,0,0.164644117659889,0.0909444873097303,0,-0.00496081857871694,0,0,0,0,0.172287799954982,0,0,0,0,0.00656503231091969,0,0,0,0,0,0,-0.0550722218106523,0,0,0,0,0,0.000623859495584502,0,-0.00973914129958486,0,0.0430196109656621
X601328.CH.EQUITY,0.12099970062096,0,0,0.0186975178844918,0,0,0.204716814710099,0.0587559691571097,0,0,0,0,0,0.0891554784319603,0,0,0.219229642484955,0,0,0,0,0,0,0.015801582782926,0.0173003421436004,0.0572571788853154,0,0,0,0,0,0,0,0.0569177821605766,0,0.0147487864462573,0,0,0.145322773909586,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0.0393475790333683,-0.0170072459456371,0,0,0,0,0,0,0,0,0.40253769871802,0.0756825102740078,0,0,0,0,0,0,0,0,0.0865728202845774,0.0800870660350744,0,0,0,0,0,0,0,0,0,0,0,0,0.0771589273697514,-0.05967232768901,0,0,0,-0.0898692787615836,0,0.0487178452954339,0,0,-0.0540829172178281,0,0.183466715336267,0,0,-0.14583826512838
X16.HK.EQUITY,0,0,0,0,0,0.0480694449775887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17079659867005,0,-0.123062046207807,0.105220477015355,0.188299308413139,0,0,0,0,1.73472347597681e-18,0,-0.10921264739584,-0.102808700404502,0.0344016236624506,0,-0.0271034558346329,0,0.432361888455633,0.00257699300317625,0,0,0,0.223880297525259,0,0,0,0,0
