,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.134272063109202,0,0.111000223368887,0,0.0703116965517088,0,0,0.335507636368041,0.0501868881394381,0,0,0,0,0,0,0,0,0,0.123147934036397,0,-0.072387277640733,0,0,0,0,0,0,0,0,0.196592871181424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.399295088618641,0,0,0,0.136766978333233,0,-0.123949112815598,0,0,0.0484291968138282,0,0,0.393632008006256,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0510156026484262,-0.00327531353192292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00222960500909098,0,0,0,0,0,0,0,0.0817056412342355,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.235072127083548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200776981335754,0,0,0,0,0,0.153601411919959,0,0,0.0799683024346344,0,0,0.175380426918362,0.18552591483332,0,0,0,0,0
X601288.CH.EQUITY,0.343500364127565,0.0716129361345865,0,0,0.380796948716661,0,0,-0.0185852773632363,0,0,0.0803706860107447,0,0,0,0,0.107127632921598,0,0,0,0,0,0,0.000125236497297634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0405495696054129,0,0.32293402373357,0,0,0,0.0149654442646987,0,0,0.223840962033995,0.0719589887884748,0,0.100460068045064,0,0,0,0,0,0.163539468708723,0,0,0,0,0,0,0.0492087059139463,-0.0287975842789353,0,0,0,0,0.00625987572375299,0,0,0,0,0,0,0,0.0719642594582597,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0395474082878935,0,0,0,0.0227313467163249,0,0,0,0,0.42723831117412,0,0,0,0,0,0,0,0,0,0.0210276903810257,0,0,0,0,0.116207663366464,0,0,0,0,0,0,0,0,0,0.0571355440116682,0,0,0,0.0479176984869497,0,0,0,0,0,0,0,0,0.248278649042403,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0214204735772975,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0256206803769545,0.234713439492493,0,0.159697186010622,0,0,0,0.132305119683262,0,0,0,0.170656533451965,0,0,0.0914427405256578,0,0,0,0,0,0,0,0,0,0,0,0.0804402899844504,0,0,0,0,0,0,0,0.196536698474794,0,0,0
X5.HK.EQUITY,0,-0.140013524357291,0,-0.153456866898872,0,0,0,0,0,0,0,0,0,-0.0157599173979247,0,0,0,0,0,0,0,1.26583488978858,0,-0.798662047604058,0,0,0,0.466239450480741,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38973304504636,0,0,0,0,0,0,0,0,0.120412165714592,0
X601628.CH.EQUITY,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.342118677383003,0,0,0,0,0,0,0,0.00761997314778512,0.0541499296742117,0,0.0130821958137316,0,0.202248874210548,0,0,0,0.0659203115213062,0,0,0,0,0,0,0,0,0,-0.0507102813312452,0,0,0,0.155356004202354,0,0,0,0,0,0,0.0218705119581638,0.06297603331015,0
X601658.CH.Equity,0,0,0,0.354099786075706,0,0,0,0.0840509957348504,0,0,0,0,0,0,0,-0.200802036916674,0,0,0,0,0,0,0,0,0,0,0.0278140016688742,0,0.859507429674058,0,0,0,0,0,0,0,0,0,0,0,0,-0.295704535160666,0,0,0,0,0.136745748134137,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.321098342640295,0,0,0,0,0,-0.0433052708493615,0,0,0.366105511809278,0.0502808942526617,0,0,0,0,0.161632470286454,0,0,0,0,0,0,0,0,0,0,0,0.0292914136486888,0,0,0,0,0.0206424213028202,0,0.0734076313376424,0,0,0,0.0530471810679867,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.00357405429227644,0,0.064137309285327,0,0.161874126068605,0,0,0,0,0,0,0.0707130628535518,0,0,0,-0.0114996676583709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318713356011143,0,0,0,0,0,0,0,0.0732562512140745,0,0,0,0,0,0,0.240564827320452,0.00384257436616983,0,0,0.0943182331002842,0.000553724308218242,0
X600000.CH.EQUITY,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.330027958126301,0,0,0,0,0,0,0,0.198741530920716,0,0,0,0,0,0.172706556803928,0,0,0,0,0,0.0421968023565948,0,0.00618335786371881,0,0,0,0,0,0,0.12412898784977,0,0,0,0,0.120722980001667,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.0266025740008141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165544962460251,0,-0.0188180576998258,0,0,0,0.0769608553751663,0,0,0,0.532802459876957,0,0.146042692993651,0,0.163796129615738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0797684337784681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25522595577762,0,0.200869229958651,0,-0.0826730890687947,0,0,0.233227818080472,0.263535390611477,0,0.0758515389045859,0,0,0,0,0,0,0,0,0,0.0100251530568447
