,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,6.93889390390723e-18,0.573716858742139,0,0.0276891719213948,0,0.0498299976708257,0,0,0,0,0,0.0915833881762333,0,0,0,0,0,0.0869233704648492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698364475366804,0,0,0.0632778436699236,-0.0156941919931497,0,0,-0.0311239345108511,0,0.0150537671021939,0,0.0146783018171071
X601318.CH.EQUITY,0,0,0,0,0,0,0.151648368961879,0,0.0900960757862753,0,0,0,0,0,0,0,0.0700441184312279,-0.00955310344458832,0.248056634952987,0,0,0,0,0,0,0,0,0,0,0,-0.0144064524932614,0,0,0.0469971564318868,0,0,0,0,1.73472347597681e-18,0.182934377657128,0,0.0437581259498794,0,0,0,0,0,0.144407512758696,0,0,0
X601939.CH.EQUITY,0,0,0,0.353130954094975,0,0.279440882851695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239160050888449,0,0,0,0,0.168421534073363,0,0,0,0.0107885921905198,0,0,0,0,0,0,0,0,0,0,0,0,0.00297923818704779
X601288.CH.EQUITY,0.0654192992533949,0,0.241748864324004,0,0,0,0,0,0,0.15970898244532,0,0,0,0,0,0,0,-0.0139126490256204,0.128014311349259,0,0,0,0,0,0.154314896034153,0.0436645481923982,0,0,0,0.125675455615724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.184391726108976,0,0.357862832668988,0,0,0,0,0,0,-0.163033713933715,0.338467380134058,0.218964615077541,0.138750202088757,-0.099846574478608,0,-0.156796124828577,0,0,0,0,0.208950179801513,0,0,0,0.113830546737962,0,0,0,0,0,0,0,0,0,0,0,0.0511413006018372,0,0,-0.140030336832351,-0.47689264921966,-0.0422258047907023,-0.0824177608833247,0,0.0915178116000303,0
X601988.CH.EQUITY,0.100292281343055,0,0,0,0.0240243718106432,0,0,0,0,0,0,0,0.0326997808425381,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.601328716233444,0.0318176578830794,0,0,0,0,0,0.11938312835302,0,0,0,0,0,0,0,0,0,0.0660426755968245,0,0,0,0.00357332230276901,0,0,0,0,0,0.0960631200886433,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0246652502334202,0,0,-0.0226521947184262,0,0,0,0,0,0,0.0726482352339955,0,-3.46944695195361e-18,0,0,0,0.716344734064329,-0.00811966097333335,0,0,0.0267704618546253,0.09615594319184,0,0,0,0,0,0,0,0,0,0,-0.00128363399191786,0,0.0667981655177935,0,0.0531894099351554,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.16753454828403,0,0,0,0,0,0.30129222172372,0,0,0.093211261993585,0.201244025884583,0,0,0.110162289899781,-0.0843549615516292,0,0,0,0,0,0,0.137262419633126,0,0,0.0338522855227929,0,-6.93889390390723e-18,0,0.122483399938655,0,0,0,0,0,0,0,0,0,0,0.0481120659315609,0,0,0,0,0.202707386280679
X601628.CH.EQUITY,0,0.215155143557593,0,0,0,0,0.0307854950582832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504335879263591,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.403582981757256,0.232087696738983,0,0,0,0.0294979772999489,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.137056103509177,0,0,0,0.118450770483685,0.00562769219227085,0,0,0,0,0,0.261652153934399,0,0,0,0,0,0,0,0.232399331914524,0,0,0,0,0,0,0.055789699750843,0,0,0,0,0,0,0,0,0.0149202470326099,0,0.203540487268253,0,0,0,0,0,0,0,0,0.0103110789392559,0,0
X601166.CH.EQUITY,0.0511802927666398,0,0.156306737760901,0,0,0,0.174316266151921,0,0,0.0957364643839445,0,0,0,0.228429448624644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054885639907585,0,0,0,0,0,0,0,0.0854066654621541,0,0,0,0,0,0,0,0.0406699905930885,0
X16.HK.EQUITY,0,0,0,0,0,0,0,-0.0784533884931093,-0.200575714984287,0,0,0,-0.105871481846378,0,0,0,0,0,0,0,0,0,0,0,0,-0.0241881156894187,0.205172877333275,0,0,0.145513472443789,0.1735780398754,0.260115436329805,0.362031157968455,0,-0.097189689192062,0,0,-1.38777878078145e-17,0,0,0.0590700077607904,0,0,0,0,0.0593999131117165,0,0,0,0,0
