,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.0535244607829982,0.20568363423774,0,0.0464537796617982,0,0.0305337055343639,0,0,0,0,0,0,0,0,0,0.201466958330792,0,0,0,0,0,0,0.0174558199471787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06540361325442,0.0317023126588949,0,0,0,0,0,0.101922376317641,-0.0390686345732966,0.00233836546611249
X601318.CH.EQUITY,0,0,0.108300287253532,0,0,0,0,0,0.124930924377882,0,0.0448367261350792,0,0.0892751155538128,0,0,0.0184539635200288,0,0.0763843480479067,0,0.20043998483526,0,0,0,0,0,0,0,0,0,0,0.0566875147201294,0,0,0,0,0,0,0.111005852232289,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0.0842703387038475
X601939.CH.EQUITY,0,0,0,0.154648942857412,0,0,0,0,0,0,0.111805291291391,0,0,0,0,0,0,0,0,0,0,-0.0140659133798866,0,0,0.620358154337016,0,0.153593226308871,0.0251378103732133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.15368239006611,0.154973330409048,0.0227206161798925,0,0,0.135630231433818,0.41001129835512,0,0,0,0.0451210595601087,0,0,0,0,0,0.0411147337745379,0,0,0,0,0,0,0,0,0,0,0,0.0717373410650397,0,0,0,0,0,0,-0.0437652947736066,0,0,0,0,0,0,0,0,0.033545385474414,0,0,0,0,0,0.00844436848699065,-0.0992339087575511
X600036.CH.EQUITY,0,0.0664974655248111,0,0,0,0,0.00944132311775672,0.247271195138058,0,0,0,0,0.234034295986279,0,0.16492626653876,0,0,0,0,0,0,0,0,0.27030376908075,0.168464710204909,0,0,0.0222892209125112,0,0.0239381706462464,0,0,0,0,0,0,0,0,0.0340027417467836,0.0487232567030108,0,0,0,0,0,0,0,0,0,0,-0.0465444809067119,0
X601628.CH.EQUITY,0,0,0,0.0782803316933334,0,0,0,0,0,0,0,0.116939211145892,-0.0249351008355371,0,-0.0556947186666486,0,0,0,0,0,-0.0811115429579589,0,0,0,0,0,0,0,0,0.0231226782501116,0,0,0.0369571248951544,0,0.646315344128039,0,0,0,0,0,0,0,0.043158178446371,0,0.193097207661428,0,0,0,0,0,0,0.221110630166525
X601988.CH.EQUITY,0,0,0.0420411676016875,0.279845833329485,0.205414550288474,0,0,0,0,0,0,0,0.100587782579804,0,0,0,0,0.207326337575645,0,0,0.015813402854545,0,0,0.0515371649112032,0,0.0720675090925168,0,0,0,-0.0285595177994176,0.173410761656889,0,0,0,0,0,0,0.0759267895674867,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.154863391825678,0,0.114030463900075,0,0,0,0,0,0,0.207607591833729,0,0,0,0,0,0,0,0,0.00913195921737586,0,0,0,-2.16840434497101e-19,0.130456533212149,0,0,0,0,0,0.11733008356894,0,0,0,0,0,0,0.117593696164757,0.0988589464301183,0,0,0.0730016048902785,0.163604073407443,0,0,0.0497466031590864,0,0,0,0,0
X5.HK.EQUITY,0,0.0609867466442045,0,0,0,0.0289520886060919,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161783282439304,0,0,0.098148679099242,0,0,0.127218895613783,0,0.0110170153692187,0,0,0,0,0,0,0,0,0,0.0607470952915524,0,0.226686753189975,-0.0824305446832523,0,0.0443250160395263,0.173276770519932,0,0,0,-1.73472347597681e-18,0.0550465324500871,0,0,0
X601166.CH.EQUITY,0,0,0.0585240950755104,0,0,0.0575190163517385,0,0,0,0,0.0487873461675235,0,0.131154104879272,0,0.0696113815472499,0,0,0,0,0,0,0,0,0.16973280233451,0,0,0,0,0.414112512295826,0,0,0,0,-3.46944695195361e-18,0.00127812620001693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285240111665385
X601658.CH.Equity,0.300868515249024,0.163185593849206,0,0.0910774636721954,0,0,0,0,0,0.338822474062676,0,-0.0431795267849777,0,0,0.154838735716569,0,0,0,0,0,0,0,0,0,0,0,0,0.0726803662483143,0.0761731677234734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129760608083923,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.106737206811669,-0.0205822850090506,0,0.201045616053188,0,0,0,0,0,0.160679571942444,0,-0.0298590571288318,0,0,0,0,-0.0354945134243144,0.538343081749022,0,0,0,0.0697444976037552,0,0,0,0,0,0,0,0,0,0,0,0,-0.105692345361471,0,0.130168868446312,0,0.0638891535661124,0,-0.00218659041494409,0,0,-0.282374978275762,0,0,0.112411759590719,0
X000001.CH.EQUITY,0,0.107502698622427,0,0,0.397084193478641,0,0.0407078943362664,0,0,0,0,0.0521838932471547,0,0,0,0,0,0,0,0.0370664467016967,0,0.0152599701084875,0,0.414618703306743,0,0.24792389703602,0,0,0,0,-0.286258336612836,-0.0864635184745439,0,0,0,0,0,0,-0.0241742971261688,0,0,0,0,0,0,0,0,0,-0.140772765644718,0,0.114066567675906,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0.019836390525401,-0.0134025496283499,0,0,0,0,0,0,0,0,0.432565173156328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322492652485546,0,0.160932898534612,0.100107150812357,0,0,0,0,0.261857408653351,0,0.00626285882913526,0.0419307233602028,0.0597684026519565,0.0279618805480612,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.0572341656567808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0412714692165965,0,0,0.232221398366301,0,0,0.472410531381127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043368077315847,0,0,0,0,0,0,0,0,0.120432224613692
