,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.365857291287119,0,0.294261422499718,0.00376847139847154,0,0.181054498413933,0,0.126401728698508,0,0,0,0,0,0,0,0,0,0,-0.114492526304296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104963026488576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212031969444586,0,0,0
X601939.CH.EQUITY,0.31751291050125,0,0,0,0,0,0,0,0.058375560502018,0,0,0.0937070245904086,0.330575844087725,0,0,0,0,0.0931484433653624,0.0852910817936192,0,0,0,0,0,0,0,-0.116876450360154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129917236034327,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.155981879398989,0,0.114023862521182,0,0.0668758960094502,0.21618385165475,0,0,0,0,0,0,0,0,0,0,0,0.0243967993777455,0,0,0,0,0,0,0,0,0,0,0.0747682147036347,0,0,0,0.0820755752751366,0.230360831893101,0,0,0,0,0,0.00224282969347154,-3.46944695195361e-18,0,0,0,0,0
X601288.CH.EQUITY,0.402938931884933,0,0,0,0.414339959968212,0,0,0,0,0,0.0606762364679129,0,0,0,0,0,0.0746823782042259,0,0,0,0,0,0,0,0,0,0,0,0.0362179504115039,0,0,0,8.67361737988404e-19,0,0,-0.013203465108927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.255127078477663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194859731036155,0,0.192396083046391,0,0,0,0,0,0,0,0,0.004993736641072,0.100011888175019,0,0,0,0.0183319847722677,0,0,0,0,0,0,0,0,0.133356578290032,0,0,0.0851286346717274,0,0,0,0,0
X5.HK.EQUITY,0,-0.172654320684673,0,0,0,0,0,0,0,0,0,0,0,0.185556128267758,0,-0.00519466130473372,0.186201306349906,0,0,0.509757030811217,0,0.0186018637705084,0,0,0,0.450228085903782,0,-0.567553743083715,0,0,0,0.323019676768118,0,0,0,0,0,0,0,-0.0509306471649095,0,0.0779856940251144,0,0,0,0,0,0,0,0,0.134894785482243,-0.0996497911148535
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.237830797870264,0,0,0,0.281271885067925,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0188944807554171,0,0,0,2.77555756156289e-17,0.194688157387701,0,0,8.67361737988404e-19,0,0,0,0.0270818219288317,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.290887666066806,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0419792778054964,0.0173361753626554,0,0,0,0,0,0,0,0,0,0.140211338040838,0,0,0.166632589522014,0,0.0573616367565014,0,0,0,0,0,0.100868510445161,0,0,0,0,0,0,0.18449311903279,0,0,0,0,0,0.0105693481407332,0,0,0,0,0,-2.77555756156289e-17,0,0,0.177954306067717,0,0
X601628.CH.EQUITY,0.0440704939145209,0.0432863464416863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139178911174751,0,0,0,0.218689319555449,0,0.157633581298815,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0772171011070312,0,-0.0216388757824315,0.158016542271439,0,0,0,0,0,0,0,0,0,0,0.0483121515566656,0
X601658.CH.Equity,0,0,0,-0.00375556009668016,0,0,0,0,0,0,0,0,0,0.0719419588208358,0,-0.235685391538559,-0.351229188351648,0,0,0,0,0,0,0,0,0,0,0,0,0.177235313110026,0,0,0.20776254867093,0,0,0,0,0,0,0.425577787530233,0.0741992256866195,-1.73472347597681e-18,0,0,-0.120082955064642,0,0.45646868787162,0,0,0,0,-0.144202277114413
X601328.CH.EQUITY,6.93889390390723e-18,0,0,0.359449554927787,0,0,0,0,0,0,0,0,0.288890696072097,0,0,0,0.0351624992950052,0,0,0,0.123185475552378,0,0,0,0,0,0,0,0,0,0,0,0.0818426714514389,0.102539214109362,0,0,0,0,0,0,0,0.0734037642179919,0,0,0,0,0.0074245525966966,0,0,0,-0.0144482625464516,-0.0100897000465776
X601166.CH.EQUITY,0,0,0,0,0,0,0.139790995507634,0,0,0,0,0,0.0539635730350954,0,-0.047950243774941,0,0,0,0.156050224442095,0,0,0.0804865066557856,0.021348043244877,0,0,1.38777878078145e-17,0,0,0.300753227405934,0,0,0,0,0,0,0,0,0,0.0577734503930153,0,0,0,0,0,0,0.0900634686931603,0.140906993696701,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0142389495593764,0,0,0,0,0.396345131176374,0,0,0,0.0417284326328208,0.00945312224971245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228147233657583,0,0,0,0,0,0.100248958787971,6.93889390390723e-18,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0758318163817369,0,0,0,0,0,0.0813311580156011,0,0.537607566182426,0,0,0,0,0.156861034765646,0.150059227996227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19583456850105,0.249814090260921,0,0,0,0,0,0,0,0.00622058042636934,0,0.246245982602089,0,0.0632951292251716,0,0,0.154285264918507,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0.105813968428193,0,0,0,-0.0545927240425536,0,0,0.140687337859326,0,0,0,0.00588525743656433,0,0,0,0,0,0,0,0.141184879349163,0,0,0,0,0,0,0,0,0,0.165290906456392,0.148408717281099,0,0,0.336094380178886,0,0,0.0559485102964943,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.24258013015089,0,0,0,0,0.462458726220349,0,0,0,0,0,0,0,0.00229243403819603,0,0,0.0401288298730092,0,0,0,0,0.010993281815909,0,0,0.0597068019801299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014151016123535,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.19121750815458,0,0,0,0,0,0,0,0.102301969570634,0,0,0,0,0,0,0,0.0268171729264196,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.385645181025353,0.156372641717283,0,0.0295547755191517,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0791770740829919,0,0,0,0,0.101348596960058,0,0,0,0,0,0,0,0,0,0.00498888731871811,0,0,0,0.258134084712717,0,0,0,0,0,0.0287228432040393,0,0,0,0,0.0712253893768585,0,0,0.113015699839819,-3.46944695195361e-18,0.321392146089264,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0.03387915425936,0.0581762479354831,0,0,0,0,0.0970532965996171,0,0,0,0,0,0,0.0672903291456719,0,0,0.0825484143286201,0,0,0,0.243770089940979,0,0,0.304878336931887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.180007971907652,0,6.93889390390723e-18,0.219087593999996,0,0,0,0,0,0.197663371994305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569581758004425,0,0,0,0,0,0,0,0,0,0,0,0,0.319717352224649,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,-0.118311999967432,0,0.315777527957363,0,0.227725706154739,0,0.114326048948679,0,0,0,0,0,0,0,0,0,-0.131110974916643,0,0,0,0,0,0.716787979992654,0,0,0,0.0917049357158413,0,0,0,-0.137700113763622,0,0,0,0,0,0,0,-0.106086623422601,0,0,0.0385013401876455,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543682475797081,0,-0.133771002612572,0.0802340690559686,0,0,0,0,0,0,0,0.441124182140158,0,0,0,0,0,0,0,0.0655902056562645,0,0,0,0,0,0,0,0,0.276900839012697,0.13567249773,0,0.0341602706838853,0,0.075905912265498,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150354633894592,0,0.191153118076703,0,0,0,0,0,0,0.216184490132017,0,0,0,0,0,0,0,0.26070269584639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434108055821045,0,0,0,0
X601601.CH.EQUITY,0,0.0573876549831995,0,0.279106447416851,0,0.0128680853845223,0,0.0846872196827581,0.0363873461407689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486855728029954,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0292739853305692,0,0,0.319176724014202,0,0,0,0,0.0568627398738177,0,0
X2388.HK.EQUITY,0,0,0,0,0,0.084751588124162,0,0.0568534643161971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404753086650464,0,0,0,0,-0.0723261778467409,0,0,0,0,0,0,0,0.392064192118288,0,0.0248060794646101,0,0,0,0,0,0,0,0,0,0,0,0,0.125311032365926,0.0306727045016627,-0.030599477217229
X601066.CH.EQUITY,0,0,0,-0.0383793409744775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,-0.00835500246440372,0,0,0,0.499413348675038,0,0,0.243883865554212,0.224766469605817,0,0,0,0,0,0.226780131737171,0,0,-0.11560599463464,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0.122796594811467,0,-0.142202851440802,0,0,0,0,0,0,0.0851281703942979,0,0,0.529815064945953,0,0,0,0.00983972800614664,0,0,0.119422833638376,0,0,0,0.155316135392965,0,0,0,0.0937866568589698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0.0132637895592235,0,0,0,0,0.36326819231853,0,0,-0.056579180233208,0,0,0,0,0,0,0,0.568735924017733,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153210815105671,0.0535831794914325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320436782558362,0,0,0,0,0,0.109015886123572,0,0.032038205239504,0,0,0,0,0.0127512746597111,0,0,0,0,0,0,0,0,0,0.0812493011578183,0,0,0.194760477845005,0,0.167283793141017,0,0,0,0,0,0,0,0,0,-0.0301077282836655
X2007.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0489517372420873,0.0876642825822911,0,0,0,0,0.0292932465967065,0.361803328671335,0,0,0,0,0,0,0,0.0745554274271089,0,0,0,0,0,0.044755889934283,0,0,0,0,0,0.150354055673497,0,0.179437341399938,0,0,0,0,1.38777878078145e-17,0,0,0,0,0
