,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.12327250870143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165844543744852,0,0,0.445107194047156,0.523210436028781,0,0,-0.227837652493117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00727215322332067,0,0,0,0,0,0,0,-0.0644402244820823
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0689203130991118,0,0,0.0656894582919049,0,0,0,0.183374956472643,0,0.161327380173771,0.256546552369811,0,0,0,0,0,0,0.00977910064911064,0,0,0,0.127719284040989,0,0,0,0,0.0583653817836724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723751435475241
X601939.CH.EQUITY,0,0.0253002877521115,0,0.763944030955029,0,0,0,0,0,0.00734798934815412,0.106616950378093,0,0,0,0,0,0.0889980409240749,4.33680868994202e-19,0,0,0,0,0.00514637039163586,0,0,0,0,0.0122913052879341,0.0672978619424049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.986074495495932,0,-0.00752485990098312,0,0,-0.060220212761784,0,0.0229629168887532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501785273891766,0,0,0,0,0,0,0,0,0,0.0174657981886627,0,-0.0411348409786719,0,0,0,0,0.0664867417718809,0,0,0,0,-0.112797405179613,-0.0119999867883668
X601628.CH.EQUITY,0,0.083764971110865,0,0,0,0,0,0,-0.0693343265065213,0.252854670558144,-0.0616705948680405,0.302536392653813,0,0,0,0,0,0,0.337065814453724,0,0,0,0,0,0,0,0,0,-0.0830377695421984,0,0.0175531570389131,0,0,0,0,0,0.151336001847133,0,0,0,0,0,0,0,0,0.148527733130384,0,0,0,0,0,0.0179700138201055
X600036.CH.EQUITY,0,0,0,0.348242682073325,0,0,0,0,0.0753061144970202,0,0,0,0,0,0.00436921807081332,0,0.0199590465097223,0.146513979454947,0,0,0,0,0,0,0,0,0.101177717238337,0,0,0.16837354968331,0,0,0,0.0260631869393795,0,0,0,0,0,0,0,0,0,0,0.037417971804325,0,0,0.0433666642924647,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0626905556826639,0,0.013297471355915,0,0,-0.0572212452500645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731002516253498,0,0,0,0,0,-0.0256587613715847,0,0,0,0,0,0,0,0,0,0,0.00046714168210372,-0.134226828991019,0,0.999767546404217,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.206335785614837,0,0,0,0,0,0,0,0,0,0,0,0.291206728415705,0,0,0,0.0512989718910773,0,0,0,0,0,0,0,0.137419514157511,0,0,0,0.0534199401455959,0.134880964673778,0,0,0,0.00839452978725265,0.0630678067973152,0,-0.0136318211923862,0,0,0,0.165257176937148,0,0.0410376290289108
X5.HK.EQUITY,0,0,0,0,-0.0203775665033772,0,0,-0.0261984366506351,0,0,0,0,0,0,0,0,0,0,0,0,0.0253729605832069,0,0,0,0.198089083349,0.332579134561356,-0.103771161913554,0,0,0,0.0233189532874189,0,0,0,0,0,0,0,0.0238310390356409,0,0,0,0,0.291786010652417,0,0.0314380069925311,0,0,0,-0.306530218229525,0.239286362791632,-0.0615755594121507
X388.HK.EQUITY,0,0,0,0,0.21411485835372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121942723273517,0.253764129292215,0,0,0,0,0,0.128125858946635,-0.0142011018309738,0,0,0,0,0.126789433513402,0,0,0,0,0,0,-0.00434054753697266,0,0,0,0,0,0,-0.183533344948275,0,0,0,0.288897502286112
