,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.392478421917617,0.0770270830689,0,0,0,0,0,0.0454250582420116,0.173272606793627,0,0,0.155721726040416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827309962664585,0,0,0,0,0,0,0.0049873394926573,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.10205704016725,0.276404900783637,0,0,0,0,0,0,8.67361737988404e-19,0,0.333943584899782,0.0887338639383231,0,0.0795387155511229,0,0,0,0.0632030771340519,0,0,0,0,-0.035360546808835,0,0,0,0,0,0,0.0206449342964838,0,0,0.0499411941366387,0,0.000427957758132997,0,0,0,0,0,0.000936048617028537,0,0,0
X601939.CH.EQUITY,0.135347128714777,0,0,0.492136440659171,0.090003038910604,0.0752606358512422,0,0,0,0.0667843464424887,0,0,0,0,0,6.93889390390723e-18,0,-0.0335457032604685,0,0,0,0,0,0,0,0,0,0.198347837289314,0,-0.0106560259620409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456589746396215
X601288.CH.EQUITY,0,0,0.212340897981087,0,0,0,0,0,0.011968744267536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273367830450405,0,0.195467924262243,0,0,0,0.047610718992843,0,0,0,0,0,0,0,0,0,0,0.0983410439227443,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0307195343367677,0,0,0.197204589077792,0,0.223573410672288,0,0,0,0,0.165061528700647,0,0,0,0,0,0.171240235051937,0,-0.238172281012155,0,0,0,0.0463501935247172,0,0,0,-0.087493289713744,0,0,0,0,0,0.183415274162534,0,0,0,0,0.152318026740655,0,0,0,0,0,0,0,0,0.146111512364905,0,0
X601988.CH.EQUITY,0,0,0,0,0.258390209685367,0,0,0,0.106838895644284,0,0,0,0,0,0,0.0349195365106066,0.110365195047087,0,0,0,0,0,0,0,0,0.0877309131559207,0,0,0,-0.190590248788718,0,0.0603265959878685,0,0,0,0,0,0,0,0,0,0.079577261591122,0,0,0,0,0,0,0,0.15041887636808,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0143124599367606,0,0.132696984712962,0,-0.117183220457435,-0.0804824213257133,-0.0140838012684654,0.0535480315587513,0,-0.0160192610201833,0,0,0,0,0,-0.0239206455403104,0.667657676480747,0,-4.33680868994202e-19,0,0,0.0897483809861368,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.20670048008334,0,0.063494038572892,0,0,0,0.0500581869724797,0,0.0362324549069747
X1299.HK.EQUITY,0,0,0,0,0.27419616515203,0,0,0,0,0,0,0,0,0.0498172328615726,0,0,0.0874673819940993,0,0,0,0,0,0,0,0,0,0.0745743215720493,0,0.229172925500395,0,0.000352442803125986,0.260144115588815,0,0,0.0111672291173259,0,0,0,0,0,0,0,0,0,-0.0723024487627738,0.0191116131694493,0,0,0,0,0
X601628.CH.EQUITY,0,0.167834642562796,0,0.0165202397757405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110771189457325,0,0,0,0,0,0,0,0.139679329608052,0,0,0,0,0,0,0,0,0,0,0,0.394346221799861,0,0,0.173384557899128,0,0.0210480563960407,0,0.0394787978713798,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.362851245625353,0,0,0,1.35525271560688e-20,0,0,0,0,0,0.410737241599756,0,0,0,0,0,0,0,0.0240546743935142,0.0718007161938385,0.132089208986199,0,0,0,0,0,0,0,-0.00763699620709071,0,0,0.0110041989096195,0,0,0,0,0,0.0898846642094645,0,-0.051706953824833,0.217897877164354,0,0,0,0,0,0.0796161111659066,0,0
X601166.CH.EQUITY,0.0373484171997789,0,0.164267283005034,0,0,0,0,0,0,0.264898718201127,0,-0.0219106935213438,0.295249185174829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011206893531531,0.0486561109969987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385575351345384,0
X601319.CH.EQUITY,0,0,0,0.188733531977886,0,0,0.150667531726143,-0.458986276846127,0,0,0,0,0.0627554715863556,0,0,0,0,0,0,0,0,0,0,0.418409992411744,0,0,0.263694606750496,0.0540246644134672,0,0,0.0886402964784811,0,0,4.33680868994202e-19,0.0294064700709059,0.189665184012311,0.27249428165522,0,0,0,0,0,-0.541301103540169,0,0,0,0,0,0,0,0.249308810573443
X600000.CH.EQUITY,0,0,0.0780091232057934,0,0.0403450365972705,0,0.0767560425408941,0,0,0.10311426814323,0.623204247327861,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.193345802277896,0,0,0,0,0,0,0,0.0540630704189699,0,0,0,0,-0.190496603694984,0,0,0,0,-0.0113705673838027,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0.201224255620398,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0877145178781344,0,0,0,0,0.0272488423584408,0.194866991695878,0,0,0,0.601487050901817,0,0,0,0,0,0,0,0.127732298006234,0,0,0,0,0,0.139901672649914,0,0.106450753542942,0,0,0,0,0
X16.HK.EQUITY,0,-0.0796687148103752,0,0,0,0,0,0,0,0,0,-0.0349714141481334,0,0,0,0,0,-0.238968559992912,0,0,0,0,0,0,-0.106222629619603,0,0,0.0307588315109704,0,0.201761644204801,0.219022210224781,0,0.214448624708004,0,0.646276550566,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101427824814294,0,-0.0112161897858839
