,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.564246488132847,0,0.0412356360520001,0,0,0.0442699430155752,0,0,0,0,0.091544968289171,0,0,0,0,0,0,0.136979126338684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213768704852779,0,0,0,0,0.0942324829467889,0,0.056243117759315,0,-0.0483757304527573,-0.0220322691298705,-0.01294399654835,0,0.0151363206100838,0,0.0125738719649082
X601318.CH.EQUITY,0,0,0,0.198415244889759,0,0,0,0,0.0744164030957138,0,0,0,0,0,0,0,0,0,0,0.190765252292796,0,0,0,0,0,0.0264271093787331,0,0,0.0993256480831144,0,0,0,0,0.0646155579560795,0,0,0,0,0,0,0.183401793868378,0.0196519623502606,0,4.33680868994202e-19,0,0,0,0.0898196213165226,0,0,0
X601939.CH.EQUITY,0.119313225530261,0,0,0.389658119477249,0,0.182348801320176,0,0,0,0,0,0,0,0,0,0,0,0.0159987919029679,0,0,0.0112045035860347,0,0,0,0,0,0,0,0.109424803253022,0,0,0,0,0.104773780982591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043444332525413
X601288.CH.EQUITY,0.0133667400185904,0,0.288840276465107,0,0,0,0,0,0,0.211316731603502,0,0,0,0,0,0,0,0,0,0.0500750354583074,0,0,0,0,0.0131409755104909,0.224664844084601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720474277993926,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0.450832631309302,0,0,0,0,0,0,0,0.119170644700518,0,0.210118119476342,0.165521316996161,-0.0925725645688773,0,0,0,0,0,0.315134401871867,0,0,0,0,0.037810938690218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449374975073192,0,-0.709605971461355,-0.154818093569725,0,0,0.145302106658876,0
X601988.CH.EQUITY,0,0,0.110741368810234,0,0.0360879303483462,0,0,0,0,0,0,0,0.0650080419054581,0.057925420707699,0,0,0,0,0,0.00592489134263891,0,0,0.620386339073348,0.0150858212010052,0,0,0,0,0,0.10774875673975,0,0,0,0,0,0,0,5.55111512312578e-17,0,0,0.0461491312011016,0,0,0,0,0,0,0,0,0.0852905207447734,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0431519529435007,0,0,0,0.261100814428926,0,0,0,0.172396352093427,0,0,0,0.0743728458013019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.00994813104857945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789035571774402,0,0,0.0054688783429602,0.068509115700784,0,0,0,0,0,0,0,0,0,0,0,0,0.0148507092333183,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.212571278900893,0,0,0,0,0,0.0309698243904473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574808091681524,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.398404380888309,0,0,0.230527686881264,0,0.00121403661218806,0.0277536992582405,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.111987008835429,0,0,0,0,0.150365487220802,0,0,0,0,0,0.189852841939151,0,0,0,0,0,0,0,0.267042296319815,0,0,0,0,0,0,0.0409498628694298,0,0,0.000205695251478943,0,0,0,0,0,0,0,0.0397253563062566,0.206491380809877,0.0223314464801257,0,0,0,0,0,0,0.0119077049151697,0,0
X601166.CH.EQUITY,0.0518014737182751,0,0.160168257225004,0,0,-8.67361737988404e-19,0,0.175669790542167,-3.46944695195361e-18,0.0978078569868489,0,0,0,0.231446235485868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555752312537985,0,0,0,0,0,0,0,0,0,0.0845205390775128,0,0,0,0,0,0.0405594327119839,0
X16.HK.EQUITY,0,0,0,0,0,0,-0.0771335380966817,0,-0.148681108934701,0,-0.0354750691322014,0,-0.0907152374738287,0,0,0,0,0,0,0,0,-0.0907637004664442,0,0,-0.0308554673793463,0,0.136341826176118,0,0,0.137121973937137,0.187608482119155,0.268213158241132,0.339438647482111,0,0,-0.0780630793760798,0,0,0.050490397815541,0,0,0,0,0.0355997036409478,0,0.204558394135313,-0.00802864476555403,0,0,0.085341235806843,0
X11.HK.EQUITY,0,0,0,0,0,0,0.147118671100758,0,0,3.46944695195361e-18,0,0,0,0,0,-0.0344417765382631,0.162921771279177,0.253542327867862,0.143520201923628,0,0,0,0,0,0,0,0.161562344585148,0,-0.102737367186557,0,0.0328138682915786,0,0.242692654455103,0,0,0,0,0,0,0,0,0.0741107990844337,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.000482714960545361,0.0227446132643255,0.0751872849154682,0.181281355548389,0,0,0.241619290312149,0,0.0901023125656864,0,0,0,0.0566085327790341,0.0351141822688881,0,0,0,0,0.0387982750374725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205713953945168,0.00736349744501229,0,0.0580154952243005,0,0,0,0,0,0,0
