,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.134512470467309,0,0,0,0,0,0,-0.00464889991537058,0,0,0,0,0,0,0,0,0,0,-0.0301791198977463,0.0176203688102094,0,0.365323665361541,-0.175425910840858,0.453942304125341,0.248692551260865,0,0,-0.101830620192923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0251704844271631
X601318.CH.EQUITY,0,0,0,0,0,0.226010393337705,0,0,0,-0.0864519170652077,0,0,0,0.000632382456636368,0,0,0,0.0603238623420938,0,0,0,0,0,0,0,0,0,0,0,0.0747363172204083,0.19723798335342,0,0,0.0342436289711992,0,0.228614036631124,0,0.110040270816429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297684898116922
X601939.CH.EQUITY,0,0.0463501619393243,0,0.799018054281276,0,0,0.0142416752794871,0,0,0.0437342860612148,0,0.0227690387970825,-0.0292758199286525,0,0,0,0,0.0909031102604777,-1.73472347597681e-18,0,0,0,0.00162251927276655,0,0,0,0,0.0220300997652843,0,0,0.0309538613092284,0,0,0,0,0,0,0.0766151829477045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.922697424490679,0,-0.0555714186742875,0,0,0,0,0,0,0,0,0,0,0.00907747262838478,0,0,0.132341849014516,0,0,0,0,0,0,0,0,0.0305894828153651,0,0,0,0,0,0,0,0,0,0,0,-0.0750140768365142,0,-0.0891769715479049,0,0,0,0.0328997615063552,0,0,0,0.00936128123433522,-0.0427223400883328,0
X601628.CH.EQUITY,0.00553043628964076,0,0,0,0,0,0,0,0,0.284220002501361,0.123871936005924,0,0,0,0,0,0,0,0,0.445673315875242,0,0,0,0,0,0,0,-0.0312656296885019,0,0,0,0,0,0,0,0,0,0.0665621752095186,0,0,0,0,0,0,0,0.0137826551755707,0,0.278299937865598,0,0,0,0.0195834012082781
X600036.CH.EQUITY,0,0,0,0.35324359007776,0,0,0,0,0.0519619858988724,0,0,0,0,0,0,0,0.137578894257436,0.0527447317086011,0,0,0,0,0,0,0,0,0.129377505151067,0.0921392163133705,0,0,0,0,0,0.0444066918226807,0,0,0,0.0160590618763241,0,0,0,0,0,0.00650036861620383,0.0115635446989797,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0725595256823478,-0.0529156916936491,0,0,0.00681316164984019,0,0,-0.0515436426600134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00686923002579929,0,0,0,0,0,0,0,0,0.0121329716953334,0,0,-0.119773768973328,0,0.974753912505561,0.1081346723127,0,0
X1299.HK.EQUITY,0,0,0,0,0.119148745277824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294944263818857,0,0,0,0,0,0,0,0,0,0,0.104412002326759,0.324580721833299,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0282474376498483,0.0559548434122805,0,0,0,0.0539884791359456,0,0,0,0.138024356594645
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136291391743395,0,-4.33680868994202e-19,0.0333849431377639,0,0,0,0,0,0.197247858249073,0.463336878149141,0,0,0,0,0,0,0,0,-0.0901292758843213,0.0811244459583172,0,0,0,0,0.0496618281189282,0.0416973927351913,0,0,-0.145716725521282,0,-0.04763888062885,0.171577616809581,-0.0286340063433546
X388.HK.EQUITY,0,0,0,0,0.221241086480926,0,0,0.169369987268593,0,0,0,-0.0876101217793148,0,0,0.0750362000965989,0,0,-0.0275416101150804,0,0,0,0.34583308017827,0,0,0.112683806471674,0,0,0,-0.0108837941777594,0,0,0,0,0.0725642197761548,0,0,0,0,0,0,0,0,0,-0.128280515004012,0,0,0,0,0,0,-0.0507621694084391,0.317839777318222
X600030.CH.EQUITY,0,0,0,0,0.156784030105713,0,0,-0.0405198212975152,0,0.039289409339655,0,0.0222701787491494,0.288664180762455,0,0,0,0,0.00536709046330055,0,0,-0.0590512295758741,0,0,0,0,-0.00495242418584303,0,0,0,0,0,0,0.0756333286534273,0,0,0.0806495688136857,0,0,0,0.103089072544338,0,0,0,0.0850986684030622,0,0,0,0.15243356817449,0,0.154161704748338,0,0
X601658.CH.Equity,0,0,0.254233190375343,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140725655327809,0,0,0,0,0,0,0,0,0,0,0.201510453661075,0,0,0,0,0,0,0,0,-0.154305558113966,0,0,0,0.544198195258486,0,0,-0.154341380146478,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,-0.0740713447322753,0,0,0.0966779689446607,0,0,0.776630230083138,0,0,0,0.00998886492393399,0,0,0,0,0,0,0.0172156823977761,0,0,0,0,0,0,0,-0.0313122550646924,0,0,0,0,0,0,-0.0272883129049063,-0.0732194121310634,0,0.137978981114145,0,0,0,0,0,0,0,0.0781844230005595,0,0,-0.0557282755254559,0
X601166.CH.EQUITY,0,0,0,0,0,0.142499231817438,0.301394568777319,0.0397252952752727,0,0,0,0.0529162318364687,0,0,0,0,0.0508220145904709,0,0,0,0,0,0.0708117628132852,0,0,0,0,0,0,0,0,0,0,0,0.0219298889051674,0,0,0,0.00689585373107455,0,0,0,0,0,0,0,0,0,0.310662915190753,0.0454466616865707,0,0
X000002.CH.EQUITY,0,0,0.0270470447206366,0.185171887498904,-0.0316324319821463,0,0,0,0,0.0167622861932657,0,0,0.14300114707852,0.107614844729196,0,0,0,0,0,0,0.0113213753333118,0,0,0,0,0,-0.0187716959808423,0,-0.0644829302458509,0,0,0,0,0,-0.107440783024047,0.110605766148554,0,0,0,0,0,0,0,0.297028618699119,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.108297997371617,0,0,0.140414102576067,0,0,0,0,0,0,0.053381723708053,0,0,0,0,0,0.0848823378523436,0,0,0,0,0,0.390582230966106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253951993211781,0,0,0,0,0.0783617151893536,0,0,0,0.00559889461321209,0,0,0
