,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.115398763726588,0,0,0,0,0,0,-0.00485772891977345,0,0,0,0,0,0,0,0,0,0,-0.169715086518875,0,0.0494021817874374,0.692169410788913,0,-0.247308706865542,0.499512767386412,0,0,-0.152861034865925,0,0,0,0,-0.0376853863696802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120016634340851
X601318.CH.EQUITY,0,0,0,0,0,0.325044198145839,0,0,0,-0.062469139236608,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836166612675874,0.0955142712177271,0,0,0,0,0.223015937710496,0,0,0,0,0,0,0,0,0,0,0,0.0564428505139179,0,0,0,0.0526194361780258
X601939.CH.EQUITY,0,0.00542924266562147,0,0.788940221829277,0,0,0,0.00151945529156759,0,0.0478567607915209,0.0790496683163034,0,0.0133097849373238,-0.0612575425008394,0.00201932748713155,0,0.0623361643417992,0,0,0,0,0,0,0,0.0399606185071155,0,0,0,0,0,0,0,0,0,0,0,0,0.124340257335188,0,0,0,0,0,0,0,0,0,0,0,0,0.0323983257514047,0
X601288.CH.EQUITY,0.00994782756133947,0,0.817447229322686,0,-0.0316055059489345,0,0,-0.101262562748548,0,0.0346523922670802,0.178634032910813,0,0,0,0,0.0406544966347899,0,0,0.0357116718172315,0,0,0,0,0,0.0496033802172125,0,0,0,0,0,0,0.0806493895411103,0,0,0,0,0,0,0,-0.0897338453860897,-0.13582539781098,0,0,0,0,0,0,0,0,0,-0.0584045035046326,0
X601628.CH.EQUITY,0.003423276725418,0,0,3.46944695195361e-18,0,0,0,0,0,0.305151357972753,0,0.0624187281573991,0,0,0,0,0,0,0,0.169141905290285,0,0,0,0,-0.0350151724505097,0,0,0,0,0,0,0,0,0,0,0,0,0.319819885071879,0,0,0,0,0,0,0,0.158966892144199,0,0,0,0.286678107371548,0,0.0821760361426539
X600036.CH.EQUITY,0,0,0.113839310245306,0.264059788372343,0,0,0,0,0.00597565544558438,0,0,0,0,0,0,0,0,0.122732319034875,0,0,0,0,0,0,0.144053125138059,0,0,0,0.0925836856771599,0,0.036406797326852,0,0,0,0,0,0,0.0344185902392161,0,0,0,0,0,0,0,0,0,0,0.0345196413708361,0,0,0
X601988.CH.EQUITY,0,0,0,0.0871401398950916,-0.0455012629718267,0,0,0,-0.0202445920864416,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0175568929224095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125882166339201,1.00170595135953,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.236758485034797,0,0,0,0.00127109480896808,0,0,0,0,0,0,0,0,0.276650886370116,-0.0110584399736025,0,0,0,0.0728851164576244,0,0,0,0,0.179196455511914,0,0,0,0.0509474480217195,0,0.0881609467268525,0,0,0,0.0331005691493717,0.0508409017251355,0,0,0,0,0,0.162290332754966,0,0.0434800749879229
X5.HK.EQUITY,0,-0.079762546892061,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023000196557338,0,0,0,0,0,0.0807756088632052,0.344494025553671,0,0,0,0,0,0,0,-0.139745540647362,0,0,0,-0.0239726880308002,0,0,0,0.0539157244745417,0,0,0,0,0.0965957182205794,-0.167310933991518,0.16619869508791,-0.0222760993279358
X388.HK.EQUITY,0,0,0,0,0.212807751401319,0,0,0,0,0,0,0,0,0.00432206237221256,0,0,0,0,0,0,0.115790938679997,0,0.259195371406767,0,0,0.12164272213415,0,0,0,0,0,0,0.143144280714291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.188807798567012,0,0,0.277100938564732
X601658.CH.Equity,0,0,0,0.266063905740105,0,0,0,0,0,0,0,0,0,0,0,0,0.264769842101211,0,0.0941080727985391,0.120604107003337,0,0,0,0,0,0,0,0,0,0,0,0,0.0185605368435977,0,0,0,0,1.73472347597681e-18,-0.0544366054755632,0,0,0.0516986887154381,0,0,0,0,0,0,0,0,0.0489435877340951,0
X600030.CH.EQUITY,0,0,0,0,0.0225970017899376,0,0,-0.0362070973169576,-0.0452930766163064,0.0986827316373391,0,0,0,0.335681088108371,0,0,0.0721645125257606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963323415366662,0,0.0120668719481392,0,0,0,0.187678099551189,0,0.0656080717210204,-0.0247956030565677,0.123413916575707,0,0,0,0,0,0.178343400023497,0,0.0312495719223779
X601166.CH.EQUITY,0,0.0726030675360207,0.0591481929556566,0,0,0,0.23377836689887,0,0,0,0,0,0,0,0,0,0.147627862548248,0.0367440318748738,0,0,0,0.0580861215525187,0.0413664481649696,0,0.0158517067769374,0,0,0,0,0,0,0,0,0,0,0,0.0575635739315675,0,0.010308735467296,0,0,0,0,0,0,0.0150001237505672,0,0.356139138536217,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.0240163973254288,0,0,0,0.712983344121,0,0,0.0404929044282484,0,0,0,0,-0.0700102020726725,0,0,0,0,0,0,0,0,0,-0.0292494822913278,0,-0.000813754302987404,0,-8.67361737988404e-19,0.0400122071389602,0,0,0,0,0.0793672123238835,0,0,0.0398948342602038,0,0,0.0133725627075528,0,0,0,0,-0.0276167318374333,0
