,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.0503703085754205,0,0.0760944969484605,0.12864334510854,0,0.360577682924542,0,0,0,0,0.00138918958640769,0.100933557276235,0,0,0,0,0,0,0,0,0,0.0846189233174285,0,0.0130640101879621,0,0,0.152487546789503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.147594769430369,0,0,0,0,0,0,0,0.274407783349186,0,0,6.93889390390723e-18,0,0,0.0614105061933746,0.204640166207581,0,0,0.155404593328906,0,0,0,0,-1.38777878078145e-17,0,0,0.0421909734889762,0,0,0.0467462919354821,-0.114065825119033,0,0,0,0,0,0.0996854962928552,0.119285010397579,0,0,0,0,0,3.46944695195361e-18,0,0,0.0136775294618538,0,0,0.00687983151486815,0,-0.0415086443384295
X601939.CH.EQUITY,0.309832558354777,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0.26235667265789,0,0,0,0,0.0114167643642232,0,0,0,0,0,0,0,0,-0.0324441403311587,0,0,0,0,0,0,0,0,0,0.220897720108399,0,0.092170333352374,0,0,1.73472347597681e-18,0,0.0995558727360806,0,0,0.0463479226362469,0,0,0,0,0
X601288.CH.EQUITY,0.347207510112253,0,0.026634170153602,0,0,0.489683277754289,0,0,0,0,0.00735717303435172,0,0,0,0.0358120005678351,0,0,0,-0.0256582305381713,0,0.00927862259020225,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101052453680474,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.218261702409258,0,0,0,0,0,0.292319264091285,0,0,0,0,0,0,0,0.00588011467819823,0.661199120802416,0,0,0,0.0700658027165761,0,0,0,0,0,0,0.0966192247540885,0,0,0,0,0,0,0,0,-0.219795701344147,0,0,0,0,0,0,0,0,-0.010830500472167
X601988.CH.EQUITY,0,0.0770285786003544,0,0,0,0,0,0,0.151640785367376,0,0,0,0.181373391556053,0,0,0,0,0,0,0.118953554748735,0.133329126643516,0,0,0.268774838218805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.219062230399916,0,0,0.258950121740405,1.38777878078145e-17,0,0.0304879240627079,0,0.180961239726792,0,0,0,0,0,0,0,0,0,0,0.00369118670966692,0,0,0.0934232452664145,0,0,0.103964689828474,0,0,0,0,0,0,0,0.0495161736160653,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0638169848640947,0,0,0,0.437544313882342,0,0,0,0,0,0.16714495913272,0.132256059698959,0,0,0,0,0,0,0.28867017206079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.385834855929983,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117588430239335,0.0964185746492386,0,0,0,0.13536720145776,-0.0201191706524586,0,0,0.0482776166378419,0,0.232065278575381,0,0,0,0,0.118234627364247,-0.0128925804174806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.440320398737484,0,0,0,0,0,0,0.22894917017559,0,0,0,0,0,0,0,0,0,0,0,0,-0.00452613311011961,0,0,0,0.140169424691629,0,-0.0949216676042194,0,0.332475887727847,0,0,0,0,-0.0271476882484996,0,0.861799240586837,0,0,0,0,0,0.298305652904761,0,-0.235336658496549,0,0
X601166.CH.EQUITY,0,0,0.0402532567465901,0,0,0,0.343031590839695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460525332359059,0.010660571844136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150785020372203,0,0,0.0221682025681076,-0.0299001613445495,0,0.0846282055091341
X601328.CH.EQUITY,0,0,-6.93889390390723e-18,0,0,0.154195563726146,0,0,0,0,0,0,0.139494141304267,0,0.00932720080969722,0,0,0,0,0,0,0,0.0545793667303238,0.374982925938663,0,0.0577692415233095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00542660630655742,0,0,0,0,0,0.210170353280563,0,1.73472347597681e-18,0,0,0,0
