,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0.200104995153584,0,0.206036343318352,0,0,0,0,0,0,0.143727344223144,0,0,0,0.0657141934053016,0,0,0,0,0,0,0,0,0,0,0.0523679292990138,0,0,0,0.146990811962252,0,0,0,0,0,0,0,0,0,0,-0.0147726440230741,0,0,0,0,0,0,0,0,0,0.217417632208891,0
X601939.CH.EQUITY,0.163550908575889,0,0,0.322993001688333,0,0,0,0,0,0,0.0532120936185368,0,0,0.285303793074905,0,0,0,0,0,0,0,0,0,0,-0.107443617789934,0.203462948732088,0,0,0,0,-0.0997255636288834,0,0,0,0,0,-0.0235632498296926,0,0,0,-0.0153354257756549,0,0,0,0,0,0,0,0.0477351619144915,0,-0.0029918048489937,0
X601318.CH.EQUITY,0,0,0,0,0,0.0937479241439913,0,0,0,0,0,0,0.0897709171609193,0,0,0,0,0.0624435777577071,0.171418838466083,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0360801555918003,0,0.00701027896606203,0,0,0,0,0,0.023740187800215,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.492537574404103,-1.38777878078145e-17,0,0.11944420461153,0,0,0,0,0,0.0995803354646399,0,0.116539346390817,0.0228232592531907,0,0,0,0,0,0.142701319617242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155676655111111,0,0,0,-0.0416311792585849,0,-0.0289636802337674,0,0,0,0,0.0338796948987449,0,-0.0952583723503239,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.338995605521448,0,0,0,0,0,0.355626366155373,0,0,0,0,0.0463019170477874,0.146674596790312,0,0.0928911442526299,0.0728240115341692,0,0,0,0,0,0,0,0.0645259028332644,0,0,0,0,0,0,0,0,0,-0.480560713936706,0,0,0,0.0343030626603614,0,0,0,0,0,0,0,0,0,0,0.337985926452212
X600036.CH.EQUITY,0,0.179041744878988,0.0164016620740622,0,0,0,0,0,0.0987979077106282,0,0,-0.0295541927659102,0.124249896948833,0,0,0,0,0.169876545886086,0,0,-0.0217630161889662,0,0,0.131423573281789,0.0296296712165243,0,0,0,0,0,0,0,0.367943055848627,0,0,0,0,0,0,0,0,0,0.0310348296699507,0,0,0,0.0615678800383366,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0861041356785226,0,0,0.17546927511311,0,0,0.288849020533544,-6.93889390390723e-18,0,0,0,0.136687936317464,0,0,0,0,0,0,0.0900519931044683,0,0,0,0,0,0,0,0,0,0,0.150651824450928,0,0.0357588749431161,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436568235154326,0,0,-0.0376182563735745,0,0,0,-0.381251570994846,0.61046600717537,0,0,0.0433560676658578,0,0.690244920457752,0,0.0174761920481758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148249777579552,0,0,0.28614409343333,0,0,0,0
X601628.CH.EQUITY,0,0.0182661461697282,0.0141993913604725,0,0,0.286443223587994,0,0,0,0,0,-0.116916432672525,0,0,0,0,0,0,0,0,0,0.325686555281134,0,0.0887998279659843,0,0,0,0,0.0798241151464868,0,0,0,0,0,0.0586480692656114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167946516428385,0.0621917169953333
X601658.CH.Equity,0,0,0,0,0.118491797341626,0,0,0,0,0,0,-0.106911286716552,0,0.114729292994932,0,0,0,0.0967989540488209,0.227102452063363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157175985877913,0.323859705379867,0,-0.14722922051634,-0.135908064065108,0,0,0,0,0.104319938761616,0,0,0,0,0,0
