,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.296221062121485,0,0.00555978370076096,0,0,0.444294596906965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115307168785222,0,0,0,0.065151610722557,0,0,0.0179508366552567,0,0,0,0,0,0,0,0.0769361372736944,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.101935386157823,0,0.197857588837324,0,0,0,0.130759260158219,0,0,0,0.100857528315584,0,0.0356556736588767,0,0,0.0304084429212376,0,0,0.153362918798439,0,0,0,0,0,0,0,0.191084337884176,0,0,0,0,0,0,0.0359720371203584,0,0,0,0,0,0.0808542527617625,-0.0306879133528885,0,0.0644421638095585,0,0.0220231460924156,0,0,0,0.0191486379839562,0
X601939.CH.EQUITY,0.46066609739197,0.153280613815904,0,0,0,0,0,0.226748653949582,0,0,0,0.0121669405483583,0,0,0,0,0,0,0,0,0,-0.133517699556708,0,0,0,0,0,0,0.13544452866676,-0.0234610362965914,0,0,0.114178036083169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132789261674028,0.161842112192773,0
X601288.CH.EQUITY,0,0,4.33680868994202e-19,0,0,0,0,0.568907335005009,0,-0.0831717504223829,0,0.0384295273324855,0,0,0,0,0,0,0,0,0.000398371247193763,0.0624278406198937,0.104609235541784,0.0766052135265572,0,0,0,0,0.114527406736724,0,0,0,0.0558108239219318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539970977494374,0,-3.46944695195361e-18,0,0.00546124329247829,0
X600036.CH.EQUITY,0,0.156008996853132,0,0,0,0.0176625898117921,0,0,0,0,0,-0.00710440065317859,0.11263321782937,0,0,0.0297625353173114,0,0,0,0,0,0,0.0923483973991926,0,0,0,0.0847839466173906,0,0,0.0315830600156953,8.67361737988404e-19,0,0,0,0,0,0,0.053488134200315,0,0,0.0809294422815458,0,0,0,0,0,0,0,0,0.358497664268026,-0.287177379884467,0
X1299.HK.EQUITY,0,0,-0.155502070915538,0,0,0,0,0,0,0.174698683727737,0,0,0,0,0,0,0,0,0,0.147515005202725,0,0,0.0666746614573736,0.16094734920193,0,0,0,0,0,0,0,0,0.071767614476735,0,0,0,0,0.210705434287776,0.0262932463524561,0,0.0476815920748194,0.0725805467812369,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.100240192695066,0,0,0,0,0,0,0,0,0,0,0.058337812948397,-0.0582008044192268,0,0,-0.224063496601418,0,0,0,0,0,0.0326350717085983,0,0,0,0,-0.0478887071059142,0,0,0,0,0,0,0.610810155090264,0.0578852335504486,0,0,0,0.000689004568115504,0,0,0,0,0,0,0,0,0,0.0306019241939951,0,0,0.143679217974862
X601988.CH.EQUITY,0.123745983618843,0,0.100253987441516,0.318310623308985,0,0,0,0,0,0,0,0,0.273265956939009,0,0,0,0.0902309936655373,0,0,0,0,0,0.0093534895074815,0.0196779908276455,0,0,0,0,0,0,0.171144355728479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.271186595256909,0,0,0,0,0,0,0,0,0,0,0,-0.0297515908120364,-0.10274756521339,0,0,0,0,0,0,0,0,0.382092584150245,0,0.0733475070537571,0,0.0994909273807874,-0.0194599213102794,0,-0.0396389457880748,0,0.0683621696504512,0,0,0,0,0,0,-0.0530628011607289,0.209562531198687,0,0.0657357565249508,0,0,0,0.153528694912951,0,0,0,0.0287633765348822,0
X388.HK.EQUITY,0,0,0,0,-0.0734669545678209,0.243667867876544,0,0,0,0,0,0,0,0,-0.0100096260718316,0,0,0,0,-0.113614431710891,0,0.475773687421207,0,0,0,0,0,0.0261139557548024,0,0,0,0,0,0,0,0,0,0,0.0800677260809031,0.133209124971571,0,-0.0815663605203955,0,0.155761351714821,0,-0.349703792549431,0.00485623492781269,0,0,0,0.170240026342243,0
