,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0.315471225939693,0,0,0.0836095843379689,0,0,0,0,0,0,0,0,0.0291184773002679,0,0,0,0,-0.082372989860495,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0238196458990589,0,0,0,0.163029498641112,0,0,0,0.00345170715615362,0,0,0,0,0,0,0,0,0,0.259411419671252,0,-0.0568238599018991,0
X601318.CH.EQUITY,0,0,0,0,0.0166097060408146,0,0,0,0.150790907456245,0,0.0571673364697654,0,0.0831726833941055,0,0,0,0,0,0.223412322951159,0.180487916173651,0,0,0,0,0,0,0,0,0,0,0,0.0896087989828222,0,0,0.0344514017452107,0,0,0.0495399525480625,0,0,0,0,0,0,0.00883358626559772,0,0,0,0,0,0,0.0728645332615611
X601939.CH.EQUITY,0,0,0,0.269442689711142,0,0,0,0,0,-1.73472347597681e-18,0.00460226398745139,0,0,0,0,0,0,0,0,0,0.0515918467908855,0.719680604265474,0.0442485482862171,-0.255218692448322,-0.197909952495612,0,0,0,0,0,0,0.158957706508542,0,0,0,0,0,0,0,0,-0.0706096000809624,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.115436043672359,0,0.0740174444565551,0,0.0860657568788523,0,0.421755220074253,0,0,0,0,0,0,0,0,0.0486355731034263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192506630477526,0,0,0,0,0,0.108824506067186,0
X601628.CH.EQUITY,0,0,0,0.0770182310153712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218496627305577,0,0,0,0,0,0.10985153951688,-0.149380067948916,0,0,0,0.102410856391489,0,0,0.00642485849151928,0.514652604549849,0,0.133847513874435,0,0,0,-0.00534910688199487,0,0,0,0,0,0,0,0,0,0,0,0,0.0518980229809074
X600036.CH.EQUITY,0,0.201917005207757,0,0,0.0922198465261425,0,0.0801200848921814,0,0,0,0,0,0.213637698936706,0,0,0,0,0,0,0,0,0,0,0,0,0.317580041153622,0,0,0,0,0.13899045592549,0,0,0,0,0,0,0,0.0474484941865504,0,0,0,0,0,0,0,0.0307730169229143,-0.0636932837349248,0,0,0,0.0111000315838084
X601988.CH.EQUITY,0,0.0332347838297537,0,0,0,0.32959594123972,0,0,0,0,0,0,0,0,0,0.47028225054742,0,0,0,0,0.0372958585251202,0,0,0,0,0,0,0,0,0,0.0117318744272547,0.140617175866326,-0.0766684999482976,0,0,0,0,0,0,0,0,-0.0184739243663477,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.354289030530731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402970635740462,0,0,0,0,0,0,0,0,0,0.0937927295719525,0,0,0.156372218065685,0,0.091670461591371,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358939424348956,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.574874216139313,0,0.0761177664726966,0,0.08531363874909,0,0.0855215226995129,0,0,0,0,0,0,0,0,0,0.230092646669571,0.0692928598263919,-0.0811179028292565,0,0,0,0.178108512819247,0.18030501845202,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.165295561718377,0,0,0,0,0,0,0,0,-0.0117255608148016,0,0,0,0,0,0,0.155282447026743,0,-0.0839814053639127,0,0,0,0,0.130649817096475,0,0.132371730112254,0,0,0,0,0.220510731554901,0,0,0,0,0,-0.305450976005413,-0.036411860918862,0,0.0910545396306103,0.0720179100235418,0,0.548949728962516,0.181754077503004,0
