,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.313292868351791,0.240924348153629,0,0.168384710104785,0,-0.121979823405517,0,0,0.0713665420447806,0,0,0,0,0,0,0.0262659030583036,-0.155841533716343,0,0,0.130609019664819,0,0,0,0.0473607124444939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00901919264375873,0,-0.0155268935931189,0,-0.083420400188198,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.185836936020554,0,0,0,0.29338061733701,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0674342427333655,0,0,0,0,0,0,0,-0.249496321681554,0.274039088813655,0,0.190008943309349,0,-0.00144959280125074,0,0,0,0.0635194009827381,0,0,0
X601939.CH.EQUITY,0.425901369655086,0,0,0.0869140771060601,0.107533320250521,0,0,0,0,0,0,0,0.141615457524891,0,0,0,0,0,0,0.0136959304368563,0.128144612336774,0.0123000370521966,0,0.0302685442816771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32164752726121,0,0,0,0,0,0,-0.170915664144462,0,0,0,0,0
X601288.CH.EQUITY,0.389935721901949,0.038304883254911,0.114835820093811,0,0.0436512464350658,0,0,0,0,0,0,0,0,0,0,0,0.0298299132329995,0,0,0,0.0164256800892256,0,0,0,0,0,0,0,0,0,0,0,0.0978825664247174,0,0,-0.054136790369049,0,0.115935792363805,0.0883117835589748,0,0,0.231080637883658,0,0,0,0,0,0,0.0659304373033528,0,-0.0368719696578544
X5.HK.EQUITY,0,-0.23579961602291,0,0.281123592869586,0,0,0,0,-0.0754794727173747,0,0.228933640226224,0,0,0,0.100802682756051,0,0,0.230799934962774,0,0,0,0,-0.1751319008569,0.412502778426368,0,0,0,-0.0473990879143616,0,0,0,0,0,0,0,-0.065467481694657,0.032486358233443,0,0.0803892062711795,0,0.126528148512173,0,0,0,0,0,0,0,-0.211051255149703,0.119394488565937,0
X601988.CH.EQUITY,0,0,0.156168702605953,0.249272966012351,0,0,0,0.0607238407203769,0,0.15235840535572,0.155356880296885,0,0,0,-0.293174182749734,0,0,0,0,0,-8.67361737988404e-19,0.157328133642601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093315661981212,0,0,0,0,0.0661779953696768,0.0868541767765492
X600036.CH.EQUITY,0,0.350677792074596,0,0,0,0,0,-0.0267611155084241,0,0,0,0,0.185810109771384,0,0,0,0,0,0.0607074223860386,0,0.0224373349089139,0,0,0.267697827892951,0,0,0,-0.0051649070454763,0,-0.00111750625071848,0.218936942885084,0,0,0,0,0,0,0,0,0,0.0623681688047444,0,0,0,0,0,0.0191560477376094,0,0,0,0
X601628.CH.EQUITY,0,0.129863655558062,0,0.250771130373316,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.314260900249,0,0,0,0,0,0.0679292855760342,4.33680868994202e-19,0,0,0,0,0,0,0.10372163013149,0,0,0,0,0.00294008743889747,0,0,0,0,0,0,0,0.127443257321012,0,0,-1.73472347597681e-18,0,0,0,0,0,0.018198755284773,0.234734626282958
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357806618143172,0,0,0,0,0,0.17008637616947,0,0.136671255854398,0,0.169197685652496,0,0,0,0,0.0182326049517036,0.388879419900938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525214844527556,0,0,0,0,-0.00439405801240559
X601166.CH.EQUITY,0,0,0.0970406400750689,0,0,0.0571927561198059,0,0,0,0,0,0,0,0,0,0.24227930912957,0,0,0,0,0,0,0,0,0,0,0,0.0182915990411447,0,0,0.409670997394775,0,0.231283175908403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.082238613527145
X601328.CH.EQUITY,0,0.0149362430765015,0.0288832673254713,0,0.058319163546029,0.101657466031694,0,0,0,0.0187241339983131,0,0.182882691873792,0,0.0642425552121705,0,0,0,0,0,0.184068250806311,-0.180290723952905,0.187493099582194,0.0241973856065177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237537919429209,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0941870747900904,0,0,0,0.0934859690175576,0.300072955996729,0,0,0,0.236450783813622,0,0.20559544934049,0,0,-0.0056392512793312,0,0,-0.0660605738359436,0,0,0.0328672230302234,0,0,0,0.130842726248478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333569104271583,0,0,0,0,0.0883113099316566
X000001.CH.EQUITY,0,0.106399521365487,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283985236589389,0,0,0,0,0,0,0,0,0,0,0,0.06552265724113,0,0,0,0.044060756455247,0,0,-0.131534912015217,-0.0548977992333243,0.284839318033729,0,0,0.262415243928397,0,-0.173927397177749,0,0,0,0,-0.059247310453199,0,0.366786217991098,0,0,-0.229827488670425
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.0624685776267755,-1.73472347597681e-18,0,0,0,0,0,0.0442287789681684,0,0,0,0,0,0,0.0127688809102124,0,0,0.0873391297972755,0,0,0,0,0,0,0.217349475851529,0,0,0,0.0776204485470071,0,0,0,0,0,0,0.047127336496188,0,0.0395731457765009,0,0,0,0.30131817592299,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,-0.171728546633386,0,0,0,0,0,0,0,0,0,0,0.354400942171663,0,0,-0.0693298553082143,0,0,-0.0549937639479628,0,0,0,0.16991286517467,0,0,0.145854779931446,-0.158347634275755,0,0,0,0,0,0.039606737105393,0,0,0,0,0.03049466867029,0,0,0.268163155824193,0,0.150383937738048,-0.062877875742816
X601601.CH.EQUITY,0,0,0,-0.0961730977255152,0,0,0,0.118129668294954,0,0.120438866459015,0,0,0.184216035305197,0.132531974173852,0,0,0,0,0.361572151063796,0,0.0412311368721107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2260770284094,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0.0115496492153174,0,0,0.105152986439966,0,0,0,0,0.0544410676121237,-0.0607990572645027,0,0,0,0,0,0,0,0.118028457679763,0.171739508314547,0,0,0,0.0776962563035761,0.193375773530939,0,0,0,0,0,0,-0.0391550216608628,0.14578063940372,0,0,0,0,0,0,0,0,0.00823672666904732,0,0,0.286836468194209,0,0,0,0,0,0,0
X11.HK.EQUITY,0.32253637966197,0,0,0,0,0,0,0,0.209361073077042,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.0251288921608474,0,0,0,0.29018007909516,0,-0.111926144438515,0,0,0,-0.124710880101224,0,0,-0.0992680636796003,0,0,0,0,0,-0.0562160134416984,0,0,0,0,0,0,-0.0250968396587473,0,0,0,-0.0237230990144209,0
X388.HK.EQUITY,0,0,0,0,0,-0.01188188845705,0,0,0.344924685699479,0,0,0,0,-0.0997519158232872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14652678467155,-0.0593308202183895,0,0,0,0,-0.256467794574006,0,0,0,0.0666038148152843,0,0.375998442018733,0,-0.0596884760224515,0,0,0,0,0
X601998.CH.EQUITY,0.107134627026317,0,0,0,0.0313457694862163,0,0,-0.074680854670616,0,0,0.146834225281495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031653386490528,0,0,0,0.0553599635148972,0,0.161720444905911,0,0,0,0,0,0,0,0,0.0241539789296345,0.110089111958353,0.136746936366199,0,0,0.0768206766961809,0,0,0,0,-0.00999345271439874
X267.HK.EQUITY,0,-0.0758558068466697,0,0,0,0,0.0848283610276488,0,0.19128957245549,0.0380987555240082,0,0,0,0,-0.180940697733031,0.0921482983873234,0.0556613081794337,0.258650250868328,0.0587280370764171,0.000979589092166208,0,0,0,0.264120489035384,-0.0665074932010445,0,0,0,0,0,0.0787782167256641,0,0,0,0,0,0,0,0,0.0925239670523756,0,0,0,0.0258395468961102,0,0,0,0,0,0,0.0399539970125755
X600016.CH.EQUITY,0,0,0,0,0,0.0339788866384247,0,0,0,0,0.233760360249831,0,0,0.1351705634936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147783645653413,0,0.131589297178423,0.302915650708611,0,0,0,0,0,0,0,0.0402632334906648
X688.HK.EQUITY,0,0.0098199938510356,0,0,0,0,0,0,0,0,0,0,0,0,0.222701232968826,0,0,0,0.235794564158042,0,0,0,0,0.169520539241172,0,0,0,0,0,0,0,0,0,0,0,0,0.121597491657677,0,0,0,0,0,0,0,0.0117348721770123,-0.201797822837808,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.531141778683683,0,0,0.084513245574616,0.0426429841352364,0,0,0,-0.0423146409446842,0,0,0,0.149551250506347,0.0826872568326118,0,0,-0.0552627968027476,-0.00663192109994544,0.405044720643495,0,0,0,0,0,0,0,0,0,-0.0343675529471045,0.0641022053434424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0.119408514877341,0,-0.0568126628343052,0,0,0,0,0,0,0,0,0,0.0256689431559502,-1.0842021724855e-19,0,0,0.0719772964151687,0,0.0201191853005675,0,0,0,0.00349726307746316,0,0,0,0,0,0,0,0,0,0,0.224435613844456,0,0.311367820229401,0.0388242949274498,0,0,0.0504185287939285,0,0,0,0,0,0,0,0.184366671134746,0,-0.0532678373943482
X601818.CH.EQUITY,0,0,0,0,0,0,0,-0.14971554441114,0,0,0,0.221388380557934,0.0380199400065562,0.105883703246383,0,0,0,0,-0.188097719945424,0.194718060608514,0,0,0,0,0,0,0,0,0,0.14440516581246,0,0,0,0,-0.103688357158641,0.00791028565618546,0,0,0,0.112150493778151,-0.171785236712634,0,0.181146654155833,0,0,0.0637414625687581,0,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0.0679164516117348,0,0,0,0.0571137127085238,0.0510056727453189,0,0.0147950106752566,0,0,0,0,0,0,0.478084249485364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0837744430852133
X2007.HK.EQUITY,0,-0.0297091248790113,0,0,0,0.0372335038527474,-0.134774170801317,0,0,0.0974932348190331,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0746829494218311,0.0922459300486216,0,0,0.00220902762215139,0,0,0,0,0,0.242959259455083,0,0,0,0,0,0,0,0,0,0,0.512346347518352,0,0,0,-0.000611939666764487,0,0,0
X1113.HK.EQUITY,0,0,0.146428288849272,0,0,0,0,0,0,0.117956608486274,0,0,0,0,0.168299078876125,0,0.148063115188395,0.22620200374046,0,0,0.0783023515384873,0,0,0,0,-0.281627956281708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190959158240729,0,-0.0391490509196049,0
X600048.CH.EQUITY,0,0,0,0,0.135624341756065,0.235402774210855,0,-0.308483548896415,-0.146556299409466,0,0,0,0,0,0.559914735631138,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0709736220784293,0,0,0,0,0,0,0.118209922362177,0.0228534090930729,0,0,0,0,0,0,0,0,0,0.198679636874032
X002142.CH.EQUITY,0,0.0797987818118896,0.0305141050601249,0,0,0.182907257242433,0,0,0,0.0581021329565177,0,0,0.207700361038723,0,0.00206737790417699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229298050143003,0,0,-0.020871258590454
X12.HK.EQUITY,0,0,0,0.109955228593198,0,0,0,0,0.363076616278481,0,0,0,0,0,0,0,0.448268565968395,0,0,0,0,0,0.0401642131324006,0,0,0,0,0,0,0.127590534877927,0,0,0,0.14420306171929,0,0,0,0,0,-0.0792494955608773,0,0,0,0.0657390550398471,0,0,0,0,0,0,-0.0284529276116862
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0423982901646333,0,0,0,0,0,0,0,0,0.0606547259136912,0,0.0705010819324381,0,0,0,0,0,-0.137260976930725,0,-0.0745177910123997,0,0,-0.00759832537963144,0,-6.93889390390723e-18,0.097396657691697,0,0,0,0,0,-0.197437184740029,0.010379269359691,0,0,0,0,0,0,0.374483983909,0,0
X823.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333685265836192,0,-0.070879918351896,0,0,0,0.494831928770809,0,0,0,0,0,0,0,0.0865493290976861,0,0,0,0,0,0,0,0,0,0,-0.0331200386560398,0,0,0,0,0.0534294197208561,0,-0.0788950306078575,0.135204731821452
X601688.CH.EQUITY,0,0,0,0,0,0,0,-0.286746298370438,0,0,0,0,0,0,0,0,0,0,0,-0.36715152366305,0,0,0,0,1.08520480983748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265843084780438,0,-0.0705038422129279,0,0.1058131447751,0
X001979.CH.EQUITY,-0.0187096796848506,-0.0849012665707634,0,0,0,0,0,0,0,0,0,0,0.118315145013872,0.167119768009611,0,0,0,0,0,0,0,0,0,0,0,0,-0.11973015226741,0,0.0374852896647621,0.163149317382602,0.183541052329035,0,0,0,0,0,0,0,0,0.305069897105202,0,0,0,0,0,0.0312655601835193,0,0.161476837078817,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013711109067791,0,0,0,0.0910596210811491,0,0,0,0.427243573973013,0,0,0,0,-0.0727818917512964,0,0,0.050470793489589,0,0,0,0,0,0,0,0.0159381758297117,0,0,0,0,0,0.388747532949244,-3.46944695195361e-18,0.00578974910839825,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11887777302039,0,0,0,0,0,0,0,0,0,0.276952455435269,0,0,-0.0712021458705018,0,-0.0622142188143207,3.46944695195361e-18,0.0774994964832337,0,0,0,0,0.0364323346027601,0,0,0,0,0,0,0,0.469237318105753,0,0,-0.0528456208909826,0,0,0
X601229.CH.EQUITY,0.284726132725082,0,0.311644017451946,0.0588356047425226,0.0941226014434344,0,0,0,0,0,0,0,0.0638332316480353,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0847511548030577,-0.0408031571036645,0,0,0,0,0.0915860252269724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424766316093117,-0.0669376593327515,-0.187472637456068
X601336.CH.EQUITY,0,0.0701103170316159,0,0,0,0,0.146888062845795,0,-0.144192189642548,0,0,0,0,0.0657845095671242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171704242228237,0,0,0.0193544534417659,0.0952446688106746,0,0.220767639474288,0,0,0,0,0.0853136877753122,0.0549690851692866,0,0,0.324968020579213,0.251039121234052,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,-0.0559044626330043,0,0,0,0,0,0,0,0,0,0.042041813155762,0.104423485812968,0,0,0,0,0,0,0,0.0119230478997709,0.103338387941096,0,0,0,0,0,0,-0.00543164176702176,0,0,0,0,0,-1.73472347597681e-18,0.0590294750691081,0,0,0,0,0,0,0,0.286809781515353,0,0,0,0.0859358349344764,0
X601169.CH.EQUITY,-0.121421255962166,0,0,0,0.0671319709880434,0.00847767826456871,0,0,0,0,0.517265754565801,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0362406700674005,0,0,0,0,0.167714655277525,0.0189687830256027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327169617853493,0,0,0,0,0,0,0.0715808008308359,0.147302112685101
X600015.CH.EQUITY,0,0,0,0,0.0360197253310553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.0716302456929479,0.288145099733156,0,-0.0437666516516559,0,0,0,0,0,0,0,0,0,0.0136144282186765,0,0.147181174237682,0,0.314404616705001,0,0,0,0.0444455211474457,0,0,0,0,0
X1997.HK.EQUITY,0,-0.0826392102128511,0,0,0,0,0,0,0,0,0,0,0,0,0.184328047170487,-0.0693474029973297,0.507044724641447,0,0,0,0.082717119062552,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.230444998361626,0,0.0349959461948611,0,-0.16572531144739,0,0,0,0,0,0,0,0,0,0.0656580313977143,-0.0727810375086294,-0.0595551339809495,0,0,-0.0827382250997415
X000166.CH.EQUITY,0,0,0.187816863046286,0,0,0,0,0,0,0,0,0,0,0,0.0650665803171981,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00841142251807352,0,-0.0596136716980152,0,0.0535782878554168,0,0.0466692649210378,0,0,0.0711571689318265,0,0.158047984401027,0,0,0,0,0,0,0.437302586549679,0,0.0249002607533423,0,0
