,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0.549237937198171,0,0.0332456178779657,0,0.0700534016026697,0,0,0,0,0.0920008918109505,0,0,0,0,0,0.128137491809066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,-0.00532984652972678,0,0,0,0,0.082877220043104,0,0,0.0728410067044503,-0.0538796497197431,-0.0183677324283327,0,0,-0.022130340405705,0,0,0.00439067191168163
X601318.CH.EQUITY,0,0,0,0.104708101168595,0,0,0,0,0.0433807821090412,0,0,0,0,0,0,0,0,0.234653438107085,0,0,0,0,0,0,0,0.0473918045206146,0,0,0.0648288862789846,0,0,0,0.103355579937038,0,0,0,0,0,0,0.194289507939526,0.0573030338933207,0,0,0,0,5.42101086242752e-20,0,0,0.0813963459900228,0,0
X601939.CH.EQUITY,0.0645199779113355,0,0,0.53777338548377,0,0.0375313977088532,0,0,0,0.0263486778034846,0.0647743309842661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147120953364579,0,0,0,0.00414153368304616,0,0,0,0,0,0,0,0,0,0,0,0.0136358966245556,0,0.0323605265266609
X601288.CH.EQUITY,0.251028102348153,6.93889390390723e-18,0,0,0,0.0376635256866914,0,0,0,0.124844633343258,0,0,0,0,0,0,0,0.0482979335012235,0,0,0,0,0,0,0.0556955493518293,0.172007099640179,0,0.00842445625691867,0,0.133138585561034,0,0,0,0,0,0,0,0,0,0,0,0.108894076593819,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.407763396272684,0,0,0,0,0,0,0,0,0.182945832545133,0,0.0660025817099164,0,0,0,0,0,0,0,-0.0481455317745558,0,0,0.214733049381383,0,0,0,0,0,0,0,0,0,0,0,0.210404602389355,0,0,-0.58213799224372,0,0,-0.0853883280999663,0,0.201818675313357,0
X601988.CH.EQUITY,0.102057247274309,0,6.93889390390723e-18,0,0.0425734317516157,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.59620831495422,0,0,0,0,0,0,0.105434333895579,0,0,0,0,0,0,0,0,0,0.0509366328058324,0,0,0,0,0,0,0,0,0.0757930470412749,0.0964354580758921,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0527929905092282,0,0,0,0,0,0,0,0,0,0,0,0.0313981522434201,0,0,0,0,0.592101745677903,0,0,0.0685523931165055,0.13317609970027,0,0,0,0,0,0,0,0,-0.00293363195177215,0,0,0,0.0567692634652536,0,0,0.0229668076186521,0,0,0,0,0
X1299.HK.EQUITY,0,0.214841059367906,0,0,0,0,0,0,0,0,0,0.16857364856709,0,0,0,0.0316445832590879,0.17401881486753,0,0,0,-0.0857757549533554,0,0,0,0,0,0,0.217543034024569,0,0,0,0,0,0,0.071869708107017,0,0,0,0,0,0,0,0,0,0.0388323956992868,0,0,0,0,0,0.0938481891801297
X601628.CH.EQUITY,0,0.181017196606703,0,0,0.0164350294187129,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0454697984279787,0,-0.00823733785726737,0,0,0,0,0.116580872498121,0,0,0,0,0,0,0,0,0,0,0.38235435055451,0,0,0,0.225769922408677,0,0.068829856792012,0,0,0.00757563733235635,0,0,0,0,0
X601328.CH.EQUITY,0,0.00821284611153499,0.129763839312858,0,0,0,0.126714202876178,0,0,0,0,0.021795416047359,0,0.24192568745581,0,0,0,0,0,0,0,0.232945019270266,0,0,0,0,0,0,0.0543403335662987,0,0,0.0136530626903526,0,-0.0089689027874641,0,0,0.00716496464129179,0,0,0.217072992532881,0,0,0,0,0,0.0186682509958432,0,0,0,0,0
