,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240141865434999,0,0,0,0,0.423030982234311,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0728090402061848,0,-0.210316673145649,0.504019754032821,0,0,0,0,0,0,0,0,0,0.10415487854975,0.0159650143911084
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.141480331682252,0,0,0,0,0,0,0,0.0384007365437677,0,0.0707816838019153,0,0.0517154087291653,0,0,0,0,0.122169885057459,0,0.0508556091347616,0,0,0,0,0,0,0,0.24909112012985,0,0,0,0.232077007412554,0,0.00658760274344609,0,0,0.0338522337290218,0,0,0,0,0,-0.0128970870604318
X601939.CH.EQUITY,0.253734674542962,0,0,0,0,0,0,0,0,0.0352517612831686,0,0,0,0,0,-0.0128647640715281,0,0,0,0,0,0,0.0563734366469334,0,0,0,-0.141866381942962,0,0,0,0,0,-0.00030136708837438,0,0,0,0,0.0472928770510507,0,0.048148225553538,0.511931365200899,0,0,0,0,0,0,0,0,0,0.116908078536531
X601288.CH.EQUITY,0,0,0,0,-0.243675465710415,0,-0.23832103203309,0,0,0,0.81779345380486,0,0,0,0.04703475074921,0,0,0,0,-0.148650815466829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101227180428016,0,0,0.10340167715348,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.135542476030987,0.403619083259854,0,0,0,0,0,0,0,0.182251733547195,0,0,0,0,0,0,0,0.0608144484549062,0,0,1.73472347597681e-18,0.035112914585879,-0.133454448794932,0,0,0,0,0,0,0,0,0,0.0692537893096045,0,0.158514715968048,0,0,0,0,0,-0.171518799703266,0,0,0.118244637174054,0,0
X601988.CH.EQUITY,0,0,0,0,0.273228238953746,0,0.0429962686447442,0,0.043048457110229,0,0.10911368150947,0,0,0,0.130660188730492,0,0,0.096811167117176,0,-0.0307340360759701,0,0,0,0,0.0495526684967353,0,0,0,0,0,-0.270041315189174,0,0.107260224346499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880622197921583,0
X1299.HK.EQUITY,0,0,0,0,0.284778269794503,0,0,0,0,0,0,0,0,0,0,0,0,0.129040920586716,0,0,0.0602040142330634,0,0,0,0,0.0682746268323089,0,0.120633221633581,0,0.0946091549113313,0,0,0,0,0,0,0,0.311338252669669,0,0,0,0,0,-0.202484517306114,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.115559086786121,0,0,0,0,0,0,0,0.375651028105935,0,0,0,0,0,0.111911986187278,0,0,0,0.27809981851909,0,0,0,0,0,0,0,0,0.166735415380878,0,0,0,0,-0.124545313881977,0,0,-0.148458739555816,-0.159665325050068,0,-0.0852324810171833,0,0,0,0.265910399681729,0,0,0,0,0,0,0.0158146809495092
X601628.CH.EQUITY,0,0.181414858771571,0.0166011976547827,0.0831044512789919,0,0,0,0,0,0,0,0,0,0,0,0,0.212998193644576,0,0,0,0,0,0,0,0.0389195646847712,0,0,0,0,0,0,0,0,0,0.229306187400509,0.0192352925623409,0,0,0,0,0,0.0970762940012218,0,0.0930516463309144,0.112904177768903,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.755855216248827,0,0,0,0,0,0,0,0,0,0,0,0.147907846279478,0,0,0,8.67361737988404e-19,0,0,0.0386985379590262,0,0,0,0,0,0,0,0,0,0,0,-0.00949377383727764,0,0,0.0207260768014974,0,0.0034327353480821,0,-0.204210570811612,0,0,0,0.051777878706474,0
