,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.42199400884343,0.141274398856346,0.0379799874139492,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.137016187706004,0,0,0,0,0,0,0,0,0,0.0227170701023714,0,0,0,0,0,0,0,0,0.10292848345982,0,0,0,0,0.0768418330246374,0,0,0,0,0.0600150604514035,0,0,0.14884598165412,-0.158923234876883,0.0415161022167321
X601318.CH.EQUITY,0,0,0.02296255734102,0.166047560018148,0,0,0,0,0.126496837288474,0,0,0.0424403229808624,0,0,0,0,0.00893556625362315,0.171537606783904,0,0,0.172656822532054,0.131108066128503,0,0,0,0,0,0,0.0669233297187837,0,0.0770227462432743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117851704022966
X601939.CH.EQUITY,0,0,0,0,0.283271006566766,0,0,0,0,-0.0716471930993202,0,0.109564211313341,0,0,0.084845425202475,0,0,0,0.0120336245348744,0.0323442189513908,-0.0525499563079082,0,0,0,0.404986359916914,-0.052642882929779,0.22203099634638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,1.73472347597681e-18,0.158863002927517,0,0,0,0,0.0329174596918219,0.139626696273118,0,0,0,0,0.163341506710836,0,0.0128623687819948,0,0,0,0,0,0,0,0,0.238916924133837,0,0,0,0.0449899139125805,0,0.0594063727935989,0,0,0,0,0,0,0,0,0,0,0.0458588865778049,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.07410565805665,0,0.128525396118171,0,0,0.146649555195206,0,0.416567938760417,0,0,0,0.0341542838875674,0,0,0,0,0.044743394913862,0,0,0,0,0,0,0,0,0,0,0,0.0714627998483044,0,0,0,0,0,-0.0332180984366269,0,0,0,0,0,0,0.0308917413990957,0,0,0,0.0884015197368513,0,0,0,0,0.115110525107509,-0.110480685343464
X601628.CH.EQUITY,0.100317610653587,0,0,-0.0351466473297628,0.0559399444611452,0,0,0,0,0.131723545443152,0,0,0,0,-0.0952189941377415,0,0,0,0.0598794223946541,-0.0457245291448082,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.634259374767367,0,0,0,0,0,0,0,0,0,0,0.129364302068709,0,0,0.147855934730418
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.15499908556207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114224204657594,0,0,-0.176886566065948,0,0,0,0.0355074530979619,0,0,0,0,0,0.0896495158207998,0,0.210500624012652,0.110452214927632,0.0334557450378915,0.139025844845351,0.0557713761286073,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.00997170140964553,0.0885850236015431,0.0926888079614624,0.153567258704692,0,0,0,0,0,0,0,0,0,0,0,0,0.277936750721462,0,0,0,0,0,0.194781452864147,0.0360642452650119,0.322218729414766,0,-0.0204239303406236,0,0,0.174675363005864,-0.113362000404335,0,0,0,0,0,0,0,0.0936584241420116,0,0,0,0,0,0.0342576231761482,0,0,0,3.46944695195361e-18,0,0
X5.HK.EQUITY,0,0,0,0,0,0.035353209159258,0,0.222285085454175,0,0.0945935333496599,-0.0613097608940559,0,0,0,0,0,0,0,0,0,0.143255746100074,0,0.120835963416803,0,0,0.267021658059782,0,0,0,0.0597350297487119,-0.0650207203219401,0,0,0,0,0,0,0,0.32310780609709,-0.107671005670335,0,0,0,0.111504759790205,0,0,0,0,0.0742802730050407,0,0,0
X388.HK.EQUITY,0,0,-0.0172694301072189,-0.148112635693952,0,-0.158065613257862,0.161358414583195,0,0,0,0,0,0,0.462560037319643,0,0,0,0,0,-0.0872755054801277,0,0.219862614659116,0,0,0,0.150432421604364,0,0,0,0,0,0.118677416093043,-0.0148508973657968,0,0,0,0,0,0,0.00763692593086855,0,0,0,0,0.00145529446457068,0,-0.0593033080701842,0,-0.037782140905135,0,0.158150367096066,0
